cycle,pc,cta_id,cluster_id,warp_id,tid
5005,0,26,1,0,ffffffff
5006,0,26,1,1,ffffffff
5007,0,26,1,7,ffffffff
5008,0,26,1,5,ffffffff
5009,0,26,1,2,ffffffff
5010,0,26,1,3,ffffffff
5011,0,26,1,4,ffffffff
5012,0,26,1,6,ffffffff
5013,0,56,1,8,ffffffff
5014,0,56,1,9,ffffffff
5015,0,56,1,11,ffffffff
5016,8,26,1,0,ffffffff
5017,8,26,1,1,ffffffff
5018,0,56,1,14,ffffffff
5019,0,56,1,15,ffffffff
5020,8,26,1,4,ffffffff
5021,8,26,1,5,ffffffff
5022,8,26,1,2,ffffffff
5023,8,26,1,3,ffffffff
5024,8,56,1,8,ffffffff
5025,8,56,1,9,ffffffff
5026,8,26,1,6,ffffffff
5027,10,26,1,7,ffffffff
5028,8,56,1,12,ffffffff
5029,8,56,1,13,ffffffff
5030,8,56,1,10,ffffffff
5031,8,56,1,11,ffffffff
5032,10,26,1,0,ffffffff
5033,10,26,1,1,ffffffff
5034,8,56,1,14,ffffffff
5035,8,56,1,15,ffffffff
5036,10,26,1,4,ffffffff
5037,10,26,1,5,ffffffff
5038,10,26,1,2,ffffffff
5039,10,26,1,3,ffffffff
5040,10,56,1,8,ffffffff
5041,10,56,1,9,ffffffff
5042,10,26,1,6,ffffffff
5043,10,56,1,11,ffffffff
5044,10,56,1,12,ffffffff
5045,0,56,1,12,ffffffff
5046,10,56,1,13,ffffffff
5047,18,26,1,7,ffffffff
5047,18,26,1,0,ffffffff
5047,18,26,1,1,ffffffff
5047,0,56,1,13,ffffffff
5048,10,56,1,10,ffffffff
5049,10,56,1,15,ffffffff
5050,8,26,1,7,ffffffff
5051,10,56,1,14,ffffffff
5052,18,26,1,2,ffffffff
5052,18,26,1,4,ffffffff
5052,18,26,1,5,ffffffff
5052,18,26,1,3,ffffffff
5052,0,56,1,10,ffffffff
5053,18,56,1,9,ffffffff
5053,18,26,1,6,ffffffff
5053,18,56,1,11,ffffffff
5053,18,56,1,8,ffffffff
5054,18,56,1,10,ffffffff
5054,20,26,1,3,ffffffff
5054,18,56,1,12,ffffffff
5054,18,56,1,13,ffffffff
5054,28,26,1,3,ffffffff
5055,20,56,1,11,ffffffff
5055,20,26,1,0,ffffffff
5055,20,26,1,1,ffffffff
5055,20,26,1,2,ffffffff
5056,20,26,1,4,ffffffff
5056,20,26,1,5,ffffffff
5056,20,26,1,6,ffffffff
5056,18,56,1,15,ffffffff
