Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.392873
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.853739
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.853739
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.853739
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.853739
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,4.022697
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.016554
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.085310
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.031714
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.990860
