cycle,pc,cta_id,cluster_id,warp_id,tid
5005,0,29,2,2,ffffffff
5006,0,29,2,3,ffffffff
5007,0,29,2,4,ffffffff
5008,0,29,2,6,ffffffff
5009,0,29,2,7,ffffffff
5010,0,29,2,0,ffffffff
5011,0,29,2,5,ffffffff
5012,8,29,2,3,ffffffff
5013,0,29,2,1,ffffffff
5014,8,29,2,2,ffffffff
5015,8,29,2,0,ffffffff
5016,8,29,2,1,ffffffff
5017,10,29,2,2,ffffffff
5018,10,29,2,3,ffffffff
5019,10,29,2,4,ffffffff
5020,10,29,2,5,ffffffff
5021,10,29,2,6,ffffffff
5022,8,29,2,6,ffffffff
5023,18,29,2,2,ffffffff
5023,10,29,2,7,ffffffff
5024,20,29,2,2,ffffffff
5024,18,29,2,3,ffffffff
5024,10,29,2,0,ffffffff
5025,20,29,2,3,ffffffff
5025,18,29,2,4,ffffffff
5025,8,29,2,4,ffffffff
5026,18,29,2,5,ffffffff
5026,10,29,2,1,ffffffff
5027,18,29,2,6,ffffffff
5027,8,29,2,5,ffffffff
5028,20,29,2,6,ffffffff
5028,28,29,2,2,ffffffff
5029,28,29,2,3,ffffffff
5030,30,29,2,2,ffffffff
5031,30,29,2,3,ffffffff
5032,8,29,2,7,ffffffff
5033,18,29,2,7,ffffffff
5033,18,29,2,0,ffffffff
5033,18,29,2,1,ffffffff
5033,30,29,2,6,ffffffff
5034,20,29,2,4,ffffffff
5034,20,29,2,5,ffffffff
5034,38,29,2,2,ffffffff
5034,40,29,2,2,ffffffff
5035,20,29,2,0,ffffffff
5035,20,29,2,1,ffffffff
5035,38,29,2,3,ffffffff
5035,28,29,2,5,ffffffff
5036,48,29,2,2,ffffffff
5037,40,29,2,3,ffffffff
5038,20,29,2,7,ffffffff
5038,28,29,2,4,ffffffff
5039,28,29,2,1,ffffffff
5040,28,29,2,0,ffffffff
5041,50,29,2,2,ffffffff
5042,28,29,2,6,ffffffff
5043,30,29,2,1,ffffffff
5044,48,29,2,3,ffffffff
5045,30,29,2,0,ffffffff
5046,30,29,2,4,ffffffff
5047,38,29,2,5,ffffffff
5047,38,29,2,4,ffffffff
5047,58,29,2,2,ffffffff
5047,50,29,2,3,ffffffff
5048,38,29,2,1,ffffffff
5048,38,29,2,6,ffffffff
5048,38,29,2,0,ffffffff
5048,40,29,2,5,ffffffff
5049,60,29,2,2,ffffffff
5049,30,29,2,7,ffffffff
5050,28,29,2,7,ffffffff
