Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.402300
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.249997
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.390585
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.519055
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.023962
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.710097
11000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.419382
12000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.864529
13000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.882378
14000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.600409
15000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.789413
16000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,15.247107
17000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.218328
18000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.577989
19000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.470333
20000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.366490
21000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.144910
22000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.773739
23000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.964814
24000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.883368
25000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.041202
26000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.136585
27000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.346681
28000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.680843
29000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,15.071229
30000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.020339
31000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.324422
32000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.012015
33000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.215803
34000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.305214
35000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.378681
36000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.028237
37000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.405579
38000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.736285
39000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.675207
40000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.030324
41000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.417820
42000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.097367
43000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.991127
44000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.087723
45000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.225061
46000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.635884
47000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.869308
48000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.127940
49000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.641917
50000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.600022
51000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.549584
52000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.369528
53000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.850647
54000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.459003
55000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.652696
56000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.132765
57000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.437189
