cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
1000000,0.090,1.040,0.200,0.210,0.200,0.170,0.120,1.080,0.580,0.080,0.480,7.640,0.110,0.160,7.290,0.930,0.230,2.360,0.070,3.610,0.530,0.270,0.200,0.080,0.180,0.300,0.450,0.300,2.950,0.420
1000100,0.340,0.600,0.210,0.150,0.160,0.160,0.180,0.780,1.940,0.070,1.330,30.270,0.150,0.200,2.600,0.750,0.290,2.970,0.270,1.100,0.210,0.060,0.120,0.200,0.270,0.450,0.090,0.380,1.290,1.180
1000200,0.270,0.380,0.280,6.100,0.130,0.170,0.240,1.770,0.310,0.110,1.240,1.650,0.080,0.170,4.740,2.460,0.110,3.130,0.630,2.200,0.270,0.100,0.060,0.220,2.020,0.630,0.030,0.340,1.100,4.570
1000300,0.220,0.580,0.270,9.060,0.410,0.090,0.210,1.420,0.220,0.230,0.500,1.510,0.180,0.300,2.130,1.260,0.220,2.620,0.270,1.760,0.290,0.730,0.120,0.240,0.560,0.430,0.420,0.320,0.990,4.800
1000400,0.360,0.630,1.800,5.240,0.220,0.060,0.120,1.320,0.570,0.190,0.350,0.420,0.310,0.350,3.560,1.980,0.170,3.100,0.120,1.700,0.410,0.490,0.150,0.270,0.080,0.110,0.060,0.150,0.540,0.400
1000500,0.260,1.610,0.060,0.720,0.200,0.130,0.220,0.510,0.480,0.250,0.360,5.560,0.280,0.300,1.500,1.170,0.300,3.600,0.180,0.890,0.250,0.180,0.060,0.260,0.190,0.200,0.090,0.220,1.750,3.160
1000600,0.060,1.400,0.090,2.110,0.150,0.200,0.350,0.920,0.510,0.180,0.780,22.790,0.260,0.400,3.300,1.740,0.360,1.020,0.390,0.250,0.120,0.210,0.130,0.150,1.020,0.740,0.360,0.150,1.820,7.690
1000700,0.320,0.800,33.390,39.600,0.540,0.130,0.360,1.140,0.530,0.190,0.350,6.750,0.240,0.240,2.100,1.120,0.400,2.160,0.420,0.600,0.210,0.420,0.210,0.090,0.200,0.320,0.010,0.390,0.730,9.210
1000800,0.240,0.730,0.090,7.860,0.070,0.210,0.300,1.300,0.200,0.130,0.270,2.590,0.170,0.150,2.370,0.470,0.460,0.310,0.730,1.180,0.550,0.520,0.240,0.020,0.280,0.360,0.120,0.240,0.670,4.400
1000900,0.120,0.410,0.150,4.100,0.180,0.150,0.240,1.630,0.220,0.180,0.440,2.120,0.120,0.330,1.970,0.990,0.080,1.970,0.330,2.910,0.600,0.660,0.120,0.110,0.180,1.030,0.180,0.240,2.300,3.510
