Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.711898
1001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.618169
1002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.132777
1003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.955086
1004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.143821
1005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.860296
1006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.202381
1007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.846580
1008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.605654
1009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.187638
1010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.266907
1011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.779174
1012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.555872
1013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.662287
1014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.873341
1015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.012479
1016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.769964
1017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.455447
1018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.802672
1019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.767893
1020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.273368
1021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.256069
