cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,32,1
5800,18,3
5900,63,2
6000,64,0
6100,64,0
6200,62,0
6300,11,0
6400,0,0
6500,0,0
6600,0,0
6700,0,0
6800,0,0
6900,0,0
7000,0,0
7100,0,0
7200,36,4
7300,64,0
7400,63,0
7500,63,2
7600,63,0
7700,25,0
7800,0,0
7900,0,0
8000,0,0
8100,0,0
8200,8,0
8300,8,0
8400,44,0
8500,51,2
8600,64,0
8700,60,2
8800,60,0
8900,21,0
9000,0,0
9100,0,0
9200,0,0
9300,0,0
9400,16,0
9500,30,2
9600,30,0
9700,54,0
9800,33,2
9900,64,0
10000,50,2
10100,37,0
10200,0,0
10300,0,0
10400,0,0
10500,8,0
10600,8,0
10700,24,0
10800,47,0
10900,24,2
11000,49,0
11100,48,2
11200,36,0
11300,38,0
11400,28,0
11500,6,0
11600,2,0
11700,14,0
11800,8,0
11900,30,2
12000,40,0
12100,26,0
12200,40,2
12300,51,0
12400,25,0
12500,37,5
12600,61,1
12700,35,0
12800,46,0
12900,27,0
13000,39,2
13100,51,0
13200,24,2
13300,47,0
13400,42,0
13500,54,2
13600,61,2
13700,63,0
13800,37,0
13900,12,0
14000,36,2
14100,61,0
14200,44,2
14300,42,0
14400,49,0
14500,34,2
14600,56,2
14700,63,0
14800,56,0
14900,54,0
15000,51,2
15100,49,0
15200,47,2
15300,43,0
15400,45,0
15500,34,2
15600,60,0
15700,46,2
15800,40,0
15900,66,0
16000,50,1
16100,50,1
16200,40,2
16300,51,0
16400,47,0
16500,57,2
16600,63,0
16700,35,2
16800,34,2
16900,47,0
17000,34,0
17100,62,4
17200,54,0
17300,55,2
17400,29,0
17500,16,0
17600,43,4
17700,64,0
17800,61,4
17900,60,0
18000,61,0
18100,37,0
18200,18,4
18300,16,0
18400,31,0
18500,65,4
18600,63,0
18700,63,0
18800,62,4
18900,61,0
19000,17,2
19100,16,0
19200,16,0
19300,64,0
19400,64,4
19500,63,0
19600,63,0
19700,42,2
19800,14,0
19900,15,2
20000,29,0
20100,66,1
20200,62,3
20300,61,3
20400,64,1
20500,63,0
20600,60,0
20700,16,2
20800,14,0
20900,15,0
21000,62,2
21100,63,2
21200,63,0
21300,25,2
21400,48,4
21500,55,0
21600,46,0
21700,14,3
21800,44,0
21900,64,1
22000,62,2
22100,54,0
22200,13,4
22300,15,0
22400,50,0
22500,64,1
22600,64,3
22700,61,0
22800,38,0
22900,14,2
23000,28,0
23100,66,1
23200,64,3
23300,57,0
23400,22,0
23500,15,2
23600,11,1
23700,50,1
23800,62,0
23900,64,1
24000,61,0
24100,32,1
24200,14,4
24300,49,0
24400,64,0
24500,64,2
24600,61,1
24700,26,3
24800,22,0
24900,64,2
25000,64,2
25100,61,2
25200,19,0
25300,15,0
25400,32,0
25500,64,2
25600,62,2
25700,39,0
25800,16,0
25900,14,4
26000,55,0
26100,55,0
26200,0,0
26300,0,0
26400,0,0
26500,0,0
26600,2,0
