cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,6,1
5800,51,1
5900,61,4
6000,64,0
6100,64,0
6200,60,0
6300,8,0
6400,0,0
6500,0,0
6600,0,0
6700,0,0
6800,0,0
6900,0,0
7000,0,0
7100,0,0
7200,27,4
7300,64,0
7400,63,1
7500,63,1
7600,64,0
7700,33,0
7800,0,0
7900,0,0
8000,0,0
8100,0,0
8200,8,0
8300,8,0
8400,40,0
8500,51,2
8600,64,0
8700,62,2
8800,58,0
8900,25,0
9000,0,0
9100,0,0
9200,0,0
9300,0,0
9400,16,0
9500,20,2
9600,30,0
9700,60,0
9800,45,2
9900,62,0
10000,37,2
10100,44,0
10200,0,0
10300,0,0
10400,0,0
10500,8,0
10600,7,0
10700,24,0
10800,38,0
10900,30,2
11000,46,0
11100,48,2
11200,44,0
11300,39,0
11400,22,0
11500,10,0
11600,0,0
11700,16,0
11800,0,0
11900,28,2
12000,47,0
12100,26,0
12200,36,2
12300,56,0
12400,27,0
12500,27,6
12600,61,0
12700,39,0
12800,41,0
12900,34,0
13000,27,1
13100,47,1
13200,25,2
13300,45,0
13400,48,0
13500,45,0
13600,63,4
13700,61,0
13800,53,0
13900,10,0
14000,38,2
14100,64,0
14200,42,2
14300,34,0
14400,39,0
14500,48,2
14600,43,1
14700,63,1
14800,41,0
14900,63,0
15000,62,2
15100,58,0
15200,49,2
15300,44,0
15400,32,0
15500,44,2
15600,56,0
15700,44,2
15800,35,0
15900,48,0
16000,64,0
16100,62,2
16200,49,2
16300,53,1
16400,53,1
16500,45,2
16600,61,1
16700,20,0
16800,59,3
16900,36,0
17000,49,3
17100,17,1
17200,51,0
17300,64,2
17400,62,0
17500,64,0
17600,62,2
17700,28,0
17800,15,4
17900,32,2
18000,64,0
18100,64,2
18200,63,2
18300,52,0
18400,16,0
18500,28,4
18600,62,0
18700,64,0
18800,47,2
18900,14,2
19000,26,2
19100,62,2
19200,36,0
19300,44,0
19400,65,0
19500,62,2
19600,62,2
19700,23,1
19800,15,1
19900,14,3
20000,64,1
20100,63,2
20200,63,3
20300,60,1
20400,45,1
20500,18,1
20600,12,0
20700,16,0
20800,45,2
20900,65,0
21000,62,2
21100,63,1
21200,63,1
21300,39,0
21400,16,5
21500,60,1
21600,58,2
21700,36,0
21800,12,2
21900,51,0
22000,66,1
22100,62,1
22200,62,2
22300,33,0
22400,15,0
22500,15,2
22600,35,1
22700,62,3
22800,64,0
22900,64,0
23000,47,0
23100,17,2
23200,16,0
23300,36,2
23400,62,2
23500,64,3
23600,62,0
23700,58,0
23800,33,2
23900,14,1
24000,41,0
24100,56,2
24200,55,0
24300,20,0
24400,15,2
24500,64,0
24600,64,2
24700,60,4
24800,65,1
24900,63,2
25000,60,2
25100,14,1
25200,16,0
25300,14,0
25400,45,0
25500,65,1
25600,25,1
25700,9,2
25800,66,1
25900,61,1
26000,18,0
26100,9,2
26200,42,0
26300,14,0
26400,3,0
26500,2,0
26600,0,0
