cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,0,0,0,0
5600,0,0,0,0,0,0
5700,0,0,0,0,0,0
5800,4,0,0,0,0,0
5900,42,0,0,0,0,0
6000,77,0,0,0,0,0
6100,38,0,18,0,6,0
6200,13,6,18,0,26,6
6300,14,13,29,0,33,13
6400,27,14,17,0,19,14
6500,19,12,20,0,23,12
6600,21,13,17,0,26,13
6700,18,10,16,0,16,10
6800,23,10,18,0,30,10
6900,16,11,22,0,26,11
7000,18,9,10,0,22,9
7100,31,11,11,0,18,11
7200,20,7,10,0,20,7
7300,22,6,8,0,16,6
7400,18,7,8,0,13,7
7500,24,4,6,0,18,4
7600,29,10,20,0,14,10
7700,30,6,9,0,12,6
7800,2,0,1,0,5,0
7900,48,18,15,0,19,18
8000,58,8,12,0,22,8
8100,48,5,7,0,21,5
8200,49,8,5,0,12,8
8300,29,1,10,0,14,1
8400,37,5,16,0,8,5
8500,27,0,39,0,5,0
8600,5,0,20,0,0,0
8700,2,0,13,0,1,0
8800,2,1,13,0,0,1
8900,2,0,18,0,1,0
9000,1,0,14,0,0,0
9100,2,0,16,0,0,0
9200,2,0,10,0,0,0
9300,2,0,9,0,0,0
9400,1,0,9,0,0,0
9500,1,1,8,0,1,1
9600,1,0,9,0,1,0
9700,0,0,8,0,0,0
9800,0,0,9,0,0,0
9900,3,0,8,0,1,0
10000,0,0,8,0,0,0
10100,0,0,11,0,0,0
10200,0,0,8,0,0,0
10300,0,0,6,0,0,0
10400,0,0,9,0,1,0
10500,0,0,9,0,0,0
10600,1,0,9,0,0,0
10700,1,0,9,0,0,0
10800,0,0,8,0,3,0
10900,1,0,7,0,0,0
11000,0,0,7,0,0,0
11100,0,0,6,0,1,0
11200,1,0,8,0,0,0
11300,1,0,6,0,0,0
11400,0,0,10,0,0,0
11500,0,0,7,0,0,0
11600,1,0,9,0,2,0
11700,1,0,7,0,0,0
11800,0,0,8,0,0,0
11900,0,0,6,0,1,0
12000,0,0,6,0,1,0
12100,0,0,9,0,0,0
12200,0,0,8,0,1,0
12300,0,0,9,0,1,0
12400,1,0,6,0,0,0
12500,0,0,7,0,0,0
12600,0,0,5,0,1,0
12700,1,0,8,0,0,0
12800,0,0,9,0,0,0
12900,0,0,9,0,0,0
13000,0,0,7,0,1,0
13100,0,0,8,0,0,0
13200,0,0,4,0,0,0
13300,0,0,10,0,0,0
13400,0,0,8,0,1,0
13500,0,0,6,0,0,0
13600,0,0,5,0,0,0
13700,0,0,9,0,0,0
13800,1,0,9,0,0,0
13900,0,0,7,0,0,0
14000,0,0,8,0,0,0
14100,0,0,8,0,0,0
14200,0,0,9,0,1,0
14300,0,0,7,0,0,0
14400,1,0,9,0,2,0
14500,1,0,7,0,1,0
14600,0,0,9,0,0,0
14700,1,0,8,0,0,0
14800,0,0,6,0,1,0
14900,0,0,7,0,1,0
15000,1,0,8,0,0,0
15100,0,0,7,0,0,0
15200,0,0,9,0,2,0
15300,0,0,9,0,0,0
15400,0,3,9,0,2,3
15500,0,0,7,0,0,0
15600,0,1,6,0,0,1
15700,0,0,10,0,1,0
15800,0,0,8,0,0,0
15900,0,0,7,0,1,0
16000,1,0,7,0,1,0
16100,0,1,9,0,1,1
16200,0,0,1,85,0,0
16300,0,0,0,100,0,0
16400,0,0,0,100,0,0
16500,6,0,37,7,0,0
16600,1,0,9,0,3,0
16700,1,0,9,0,1,0
16800,2,0,7,0,1,0
16900,1,0,10,0,0,0
17000,0,2,6,0,1,2
17100,2,0,11,0,2,0
17200,1,0,10,0,1,0
17300,1,0,9,0,1,0
17400,0,0,8,0,2,0
17500,3,1,11,0,1,1
17600,5,1,7,0,0,1
17700,5,0,8,0,3,0
17800,4,4,9,0,1,4
17900,7,3,11,0,2,3
18000,1,2,6,0,0,2
18100,2,1,10,0,2,1
18200,0,0,7,30,0,0
18300,0,0,0,100,0,0
18400,0,0,0,100,0,0
18500,0,0,0,100,0,0
18600,0,0,0,100,0,0
18700,0,0,0,100,0,0
18800,0,0,0,100,0,0
18900,0,0,0,100,0,0
19000,30,0,12,57,1,0
19100,39,0,15,0,5,0
