cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,28,17,51,28,28
5400,0,73,19,100,68,73
5500,0,109,28,111,80,109
5600,0,60,4,89,13,60
5700,0,14,0,5,3,14
5800,0,0,5,0,10,0
5900,0,2,18,0,32,2
6000,0,0,0,0,0,0
6100,0,1,12,0,23,1
6200,0,0,11,321,6,0
6300,0,0,2,398,0,0
6400,0,0,12,351,5,0
6500,0,2,11,138,34,2
6600,0,2,11,0,22,2
6700,0,2,10,0,14,2
6800,0,1,4,334,5,1
6900,0,0,0,400,0,0
7000,0,0,5,395,0,0
7100,0,0,4,396,0,0
7200,0,0,2,397,1,0
7300,0,1,8,381,4,1
7400,0,3,4,232,22,3
7500,0,2,4,25,22,2
7600,0,4,0,0,0,4
7700,0,0,0,0,0,0
7800,0,0,1,0,0,0
7900,0,4,3,0,6,4
8000,0,3,0,0,0,3
8100,0,0,0,0,0,0
8200,0,0,0,0,0,0
8300,0,0,1,0,0,0
8400,0,1,1,0,2,1
8500,0,1,1,0,0,1
8600,0,0,1,0,1,0
8700,0,1,0,0,1,1
8800,4,3,0,0,0,3
8900,2,1,2,0,0,1
9000,147,0,36,1,9,0
9100,18,9,45,75,12,9
9200,37,4,27,0,15,4
9300,5,2,0,0,1,2
9400,16,3,13,0,1,3
9500,13,1,8,0,2,1
9600,61,1,24,0,10,1
9700,35,1,17,0,5,1
9800,28,0,2,0,1,0
9900,22,0,11,0,8,0
10000,31,0,2,0,5,0
10100,82,1,14,0,15,1
10200,29,0,4,0,6,0
10300,37,0,6,0,5,0
10400,49,1,11,0,12,1
10500,77,0,18,0,9,0
10600,43,1,19,0,4,1
10700,44,3,20,0,7,3
10800,100,1,9,0,7,1
10900,107,2,14,0,8,2
11000,61,0,13,0,7,0
11100,51,2,8,0,2,2
11200,96,1,18,0,10,1
11300,50,4,12,0,15,4
11400,39,0,4,0,6,0
11500,68,0,5,0,2,0
11600,82,1,19,0,9,1
11700,56,0,11,0,9,0
11800,56,1,9,0,10,1
11900,61,0,23,0,5,0
12000,26,0,9,0,10,0
12100,24,0,5,0,9,0
12200,44,0,6,0,5,0
12300,28,0,4,0,2,0
12400,48,0,7,0,10,0
12500,40,0,4,0,4,0
12600,47,1,18,0,4,1
12700,28,0,5,0,1,0
12800,52,0,6,0,4,0
12900,78,0,13,0,7,0
13000,29,1,14,0,4,1
13100,45,0,3,0,4,0
13200,58,0,8,0,6,0
13300,26,0,9,0,13,0
13400,20,0,4,0,1,0
13500,31,0,12,0,7,0
13600,42,0,12,0,3,0
13700,35,0,7,0,2,0
13800,47,0,4,0,5,0
13900,31,0,10,0,9,0
14000,35,0,3,0,5,0
14100,24,0,4,0,1,0
14200,51,0,4,0,3,0
14300,29,0,13,0,6,0
14400,20,0,3,0,3,0
14500,48,0,2,0,3,0
14600,18,0,10,0,1,0
14700,48,0,3,0,5,0
14800,47,0,6,0,4,0
14900,14,0,7,0,2,0
15000,33,0,2,0,4,0
15100,48,0,8,0,6,0
15200,26,0,6,0,1,0
15300,21,0,2,0,3,0
15400,35,0,8,0,6,0
15500,15,0,3,0,3,0
15600,34,0,3,0,5,0
15700,15,0,3,0,4,0
15800,23,0,2,0,1,0
15900,28,0,5,0,2,0
16000,27,0,2,0,5,0
16100,17,0,5,0,1,0
16200,26,0,7,0,2,0
16300,24,0,2,0,3,0
16400,33,0,4,0,5,0
16500,8,0,3,0,6,0
16600,9,0,1,0,4,0
16700,33,0,6,0,4,0
16800,9,0,4,0,0,0
16900,5,0,0,0,1,0
17000,33,0,2,0,4,0
17100,25,0,5,0,1,0
17200,8,0,0,0,1,0
17300,20,0,2,0,1,0
17400,31,0,4,0,7,0
17500,11,0,1,0,3,0
17600,31,0,0,0,2,0
17700,32,0,2,0,5,0
17800,28,0,1,0,1,0
17900,20,0,5,0,1,0
18000,28,0,0,0,2,0
18100,32,0,1,0,1,0
18200,34,0,4,0,3,0
18300,15,0,0,0,4,0
18400,7,0,2,0,0,0
18500,16,0,2,0,0,0
18600,10,0,6,0,2,0
18700,15,0,1,0,2,0
18800,5,0,1,0,0,0
18900,23,0,1,0,2,0
19000,17,0,1,0,5,0
19100,6,0,2,0,7,0
