cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
1000000,0.090,0.090,0.050,0.060,0.020,0.680,0.110,0.090,0.030,0.080,1.370,0.040,0.050,0.030,0.110,0.440,0.120,0.270,1.720,0.150,0.090,0.230,0.130,0.380,0.120,0.210,0.060,0.280,0.180,1.650
1000100,0.180,0.220,0.060,0.180,0.280,1.790,0.000,0.100,0.060,0.030,0.450,0.110,0.020,1.740,0.380,1.280,0.180,0.270,0.760,0.150,0.270,0.070,0.110,0.450,0.070,0.060,0.130,0.140,0.120,0.000
1000200,0.420,0.050,0.090,0.130,0.060,0.530,0.190,0.160,0.170,0.090,0.730,0.080,0.310,0.090,0.640,0.260,0.030,0.180,0.150,0.210,0.120,0.030,0.030,0.280,0.030,0.090,0.140,0.110,0.030,0.180
1000300,0.090,0.030,0.060,0.080,0.030,0.330,0.110,0.100,0.070,0.060,0.740,0.070,0.100,5.470,0.080,0.310,0.090,0.160,0.880,0.110,0.040,0.180,0.060,0.430,0.110,0.150,0.030,0.170,0.150,31.720
1000400,0.160,0.250,0.150,0.160,0.240,0.430,0.000,0.100,0.120,0.060,0.360,0.090,0.140,28.000,0.250,0.960,0.140,0.320,1.100,0.100,0.260,0.120,0.060,0.390,1.690,0.090,0.090,0.110,0.180,1.620
1000500,1.930,0.060,0.060,0.100,0.030,0.480,0.120,0.200,0.160,0.120,0.500,0.140,0.330,0.140,0.460,0.400,0.040,0.120,0.200,0.120,0.170,0.030,0.000,0.250,0.000,0.780,0.120,0.170,0.060,0.120
1000600,0.160,0.050,0.060,0.100,0.050,0.280,0.180,0.150,0.060,0.150,0.790,0.070,0.050,0.030,0.080,0.380,0.060,0.180,0.850,0.200,0.100,0.210,0.040,0.220,3.630,1.080,0.040,0.080,0.090,0.000
1000700,0.120,0.220,0.150,0.100,0.170,0.540,0.000,0.150,0.110,0.000,0.510,0.030,0.100,0.070,0.140,0.690,0.110,0.150,1.180,0.230,0.180,0.090,0.110,0.420,29.800,0.030,0.140,0.110,0.120,1.360
1000800,0.280,0.030,0.120,0.100,0.080,0.500,0.090,0.130,0.250,0.090,0.650,0.110,0.180,3.340,0.440,0.340,0.060,0.240,0.280,0.230,0.120,0.030,0.000,0.140,0.030,0.150,0.130,0.130,0.060,15.830
1000900,0.200,0.030,0.060,0.070,0.010,0.280,0.120,0.080,0.110,0.120,0.740,0.100,0.110,24.550,0.260,0.070,0.040,0.140,1.590,0.230,0.070,0.200,0.110,0.250,0.120,0.180,0.050,0.080,0.090,12.250
