Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
3000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.169488
3001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.489131
3002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.295468
3003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.526420
3004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.119012
3005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.794839
3006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.616602
3007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.818871
3008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.066310
3009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.334327
3010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.064293
3011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.258232
3012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.088055
3013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.343243
3014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.490373
3015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.905518
3016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.177113
3017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.028537
3018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.194261
3019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.263740
3020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.238937
3021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.491472
3022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.262801
3023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.081589
3024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.314594
3025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.181402
3026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.037470
3027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,10.218503
3028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,10.700558
3029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.674210
3030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.769765
3031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.780064
3032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.425534
3033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.873682
3034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.034942
3035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.433199
3036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.733301
3037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.361250
3038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.755857
3039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.684204
3040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.863657
3041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.395855
3042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.146033
3043000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.540329
3044000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.223568
3045000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.683351
3046000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.761253
3047000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.500858
3048000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.534731
3049000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.265098
3050000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.892744
3051000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.991432
3052000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.796373
3053000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.992593
3054000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.423459
3055000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,14.032530
3056000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.754034
3057000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.601712
3058000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.034178
3059000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.217064
3060000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.326152
3061000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.517633
3062000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.387446
3063000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.701436
3064000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.059883
