cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,0,0,0,0,0
5500,0,0,0,0,0,0
5600,0,0,0,0,0,0
5700,2,0,11,0,19,0
5800,17,0,16,0,49,0
5900,17,0,4,0,25,0
6000,26,0,3,0,2,0
6100,50,3,7,0,5,3
6200,69,3,3,0,8,3
6300,55,4,1,0,4,4
6400,66,1,1,0,3,1
6500,71,0,0,0,1,0
6600,67,0,0,0,2,0
6700,67,1,0,0,2,1
6800,52,0,0,0,2,0
6900,65,0,0,0,3,0
7000,72,2,0,0,2,2
7100,80,0,0,0,1,0
7200,79,1,0,0,1,1
7300,62,1,0,0,2,1
7400,67,0,1,0,3,0
7500,84,1,0,0,1,1
7600,81,0,0,0,1,0
7700,75,0,0,0,1,0
7800,61,1,0,0,1,1
7900,66,2,0,0,0,2
8000,58,0,1,0,1,0
8100,71,0,4,0,0,0
8200,67,0,4,0,0,0
8300,56,1,9,0,5,1
8400,63,1,12,0,2,1
8500,73,1,3,0,5,1
8600,54,0,4,0,4,0
8700,72,2,4,0,6,2
8800,58,0,3,0,6,0
8900,81,0,2,0,2,0
9000,56,0,1,0,10,0
9100,55,2,0,0,3,2
9200,52,1,5,0,4,1
9300,67,0,1,0,1,0
9400,61,1,0,0,1,1
9500,69,0,0,0,1,0
9600,75,0,0,0,0,0
9700,78,0,0,0,0,0
9800,79,0,2,0,1,0
9900,80,0,0,0,0,0
10000,83,0,0,0,0,0
10100,83,0,1,0,0,0
10200,74,0,1,0,1,0
10300,85,0,0,0,0,0
10400,80,0,0,0,1,0
10500,80,0,1,0,0,0
10600,62,0,0,0,1,0
10700,73,0,1,0,1,0
10800,76,0,0,0,1,0
10900,66,0,1,0,1,0
11000,80,0,0,0,0,0
11100,68,0,0,0,0,0
11200,54,0,0,0,0,0
11300,69,0,0,0,0,0
11400,83,0,0,0,0,0
11500,66,0,0,0,0,0
11600,70,0,0,0,0,0
11700,79,0,4,0,0,0
11800,87,1,2,0,2,1
11900,65,0,0,0,0,0
12000,62,0,1,0,1,0
12100,57,0,2,0,2,0
12200,36,0,1,0,2,0
12300,58,0,2,0,0,0
12400,72,0,1,0,3,0
12500,59,0,1,0,3,0
12600,50,0,0,0,3,0
12700,63,0,1,0,1,0
12800,59,0,1,0,1,0
12900,74,0,1,0,0,0
13000,77,0,0,0,0,0
13100,84,0,0,0,3,0
13200,74,0,0,0,0,0
13300,55,0,0,0,0,0
13400,71,0,0,0,1,0
13500,75,0,0,0,2,0
13600,57,0,1,0,1,0
13700,71,0,1,0,1,0
13800,83,0,0,0,2,0
13900,80,0,0,0,2,0
14000,80,0,2,0,1,0
14100,82,0,0,0,0,0
14200,54,0,1,0,0,0
14300,75,0,0,0,0,0
14400,64,0,0,0,1,0
14500,81,0,0,0,1,0
14600,81,0,0,0,0,0
14700,79,0,0,0,0,0
14800,69,0,1,0,2,0
14900,68,0,0,0,1,0
15000,84,0,0,0,2,0
15100,70,0,0,0,2,0
15200,77,0,1,0,1,0
15300,76,0,0,0,1,0
15400,75,0,0,0,0,0
15500,59,0,0,0,3,0
15600,81,0,0,0,0,0
15700,84,0,0,0,0,0
15800,71,0,0,0,0,0
15900,81,0,0,0,0,0
16000,74,0,1,0,1,0
16100,75,0,1,0,1,0
16200,72,0,0,0,0,0
16300,81,0,0,0,1,0
16400,72,0,0,0,0,0
16500,87,0,0,0,1,0
16600,70,0,0,0,0,0
16700,70,0,0,0,0,0
16800,63,0,0,0,1,0
16900,71,0,0,0,1,0
17000,68,0,0,0,1,0
17100,68,0,1,0,2,0
17200,63,0,0,0,0,0
17300,79,0,0,0,0,0
17400,76,0,0,0,0,0
17500,74,0,0,0,1,0
17600,79,0,1,0,2,0
17700,71,0,1,0,0,0
17800,62,0,1,0,0,0
17900,71,0,0,0,1,0
18000,76,0,3,0,0,0
18100,76,0,0,0,1,0
18200,69,0,1,0,1,0
18300,73,0,0,0,1,0
18400,70,0,0,0,0,0
18500,80,0,0,0,2,0
18600,66,0,4,0,0,0
18700,63,0,1,0,1,0
18800,84,0,4,0,2,0
18900,79,0,0,0,0,0
19000,80,0,0,0,1,0
19100,81,0,0,0,0,0
