cycle,pc,cta_id,cluster_id,warp_id,tid
5005,0,10,26,0,ffffffff
5006,0,10,26,1,ffffffff
5007,0,10,26,7,ffffffff
5008,0,10,26,5,ffffffff
5009,0,10,26,2,ffffffff
5010,0,10,26,3,ffffffff
5011,0,10,26,4,ffffffff
5012,0,10,26,6,ffffffff
5013,0,40,26,8,ffffffff
5014,0,40,26,9,ffffffff
5015,0,40,26,11,ffffffff
5016,0,70,26,16,ffffffff
5017,0,70,26,17,ffffffff
5018,0,40,26,14,ffffffff
5019,0,40,26,15,ffffffff
5020,0,70,26,20,ffffffff
5021,0,70,26,21,ffffffff
5022,0,70,26,18,ffffffff
5023,0,70,26,19,ffffffff
5024,0,100,26,24,ffffffff
5025,0,100,26,25,ffffffff
5026,0,70,26,22,ffffffff
5027,0,70,26,23,ffffffff
5028,0,100,26,28,ffffffff
5029,0,100,26,29,ffffffff
5030,0,100,26,26,ffffffff
5031,0,100,26,27,ffffffff
5032,8,10,26,0,ffffffff
5033,8,10,26,1,ffffffff
5034,0,100,26,30,ffffffff
5035,0,100,26,31,ffffffff
5036,8,10,26,4,ffffffff
5037,8,10,26,5,ffffffff
5038,8,10,26,2,ffffffff
5039,8,10,26,3,ffffffff
5040,8,40,26,8,ffffffff
5041,8,40,26,9,ffffffff
5042,8,10,26,6,ffffffff
5043,10,10,26,7,ffffffff
5044,8,40,26,12,ffffffff
5045,8,40,26,13,ffffffff
5046,8,40,26,10,ffffffff
5047,8,40,26,11,ffffffff
5048,8,70,26,16,ffffffff
5049,8,70,26,17,ffffffff
5050,8,40,26,14,ffffffff
5051,8,40,26,15,ffffffff
5052,8,70,26,20,ffffffff
5053,8,70,26,21,ffffffff
5054,8,70,26,18,ffffffff
5055,8,70,26,19,ffffffff
5056,8,100,26,24,ffffffff
5057,8,100,26,25,ffffffff
5058,8,70,26,22,ffffffff
5059,10,40,26,11,ffffffff
5060,8,100,26,28,ffffffff
5061,8,100,26,29,ffffffff
5062,8,100,26,26,ffffffff
5063,10,40,26,15,ffffffff
5064,10,10,26,0,ffffffff
5065,10,10,26,1,ffffffff
5066,8,100,26,30,ffffffff
5067,10,70,26,19,ffffffff
5068,10,10,26,4,ffffffff
5069,10,10,26,5,ffffffff
5070,10,10,26,2,ffffffff
5071,8,70,26,23,ffffffff
5072,10,40,26,8,ffffffff
5073,10,40,26,9,ffffffff
5074,10,10,26,6,ffffffff
5075,8,100,26,27,ffffffff
5076,10,40,26,12,ffffffff
5077,10,40,26,13,ffffffff
5078,10,40,26,10,ffffffff
5079,8,100,26,31,ffffffff
5080,10,70,26,16,ffffffff
5081,10,70,26,17,ffffffff
5082,10,40,26,14,ffffffff
