Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.019032
200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
1900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.758365
5200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.773023
5300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.752117
5400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.973451
5500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
5600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.757334
5700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.802934
5800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.818049
5900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.755465
6100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.947951
6200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.918607
6300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
6400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.755266
6500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.260643
6600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.829273
6700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
6800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.788393
6900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.770799
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
7100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.782662
7200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
7300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.790673
7400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
7500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.777768
7600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
7700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.778958
7800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.890079
7900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.756158
8100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.812326
8200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.814693
8300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.751178
8400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.772145
8500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.791534
