Cycle,RunTimeDynamic(W)
100,8.415880
200,8.483750
300,8.483750
400,8.483750
500,8.483750
600,8.483750
700,8.483750
800,8.483750
900,8.483750
1000,8.483750
1100,8.483750
1200,8.483750
1300,8.483750
1400,8.483750
1500,8.483750
1600,8.483750
1700,8.483750
1800,8.483750
1900,8.483750
2000,8.483750
2100,8.483750
2200,8.483750
2300,8.483750
2400,8.483750
2500,8.483750
2600,8.483750
2700,8.483750
2800,8.483750
2900,8.483750
3000,8.483750
3100,8.483750
3200,8.483750
3300,8.483750
3400,8.483750
3500,8.483750
3600,8.483750
3700,8.483750
3800,8.483750
3900,8.483750
4000,8.483750
4100,8.483750
4200,8.483750
4300,8.483750
4400,8.483750
4500,8.483750
4600,8.483750
4700,8.483750
4800,8.483750
4900,8.483750
5000,8.483750
5100,7.083931
5200,7.069792
5300,7.069792
5400,7.069792
5500,7.069792
5600,7.069792
5700,7.069792
5800,7.069792
5900,7.069792
6000,7.069792
6100,7.069792
6200,7.069792
6300,7.069792
6400,7.069792
6500,7.069792
6600,7.069792
6700,7.069792
6800,7.069792
6900,7.069792
7000,7.069792
7100,7.069792
7200,7.069792
7300,7.069792
7400,7.069792
7500,7.069792
7600,7.069792
7700,7.069792
7800,7.069792
7900,7.069792
8000,7.069792
8100,7.069792
8200,7.069792
8300,7.069792
8400,7.069792
8500,7.069792
8600,7.069792
8700,7.069792
8800,7.069792
8900,7.069792
9000,7.069792
9100,7.069792
9200,7.069792
9300,7.069792
9400,7.069792
9500,7.069792
9600,7.069792
9700,7.069792
9800,7.069792
9900,7.069792
10000,7.069792
10100,7.069792
10200,7.069792
10300,7.069792
10400,7.069792
10500,7.069792
10600,7.069792
10700,7.069792
10800,7.069792
10900,7.069792
11000,7.069792
11100,7.069792
11200,7.069792
11300,7.069792
11400,7.069792
11500,7.069792
11600,7.069792
11700,7.069792
11800,7.069792
11900,7.069792
12000,7.069792
12100,7.069792
12200,7.069792
12300,7.069792
12400,7.069792
12500,7.069792
12600,7.069792
12700,7.069792
12800,7.069792
12900,7.069792
13000,7.069792
13100,7.069792
13200,7.069792
13300,7.069792
13400,7.069792
13500,7.069792
13600,7.069792
13700,7.069792
13800,7.069792
13900,7.069792
14000,7.069792
14100,7.069792
14200,7.069792
14300,7.069792
14400,7.069792
14500,7.069792
14600,7.069792
14700,7.069792
14800,7.069792
14900,7.069792
15000,7.069792
15100,7.069792
15200,7.069792
15300,7.069792
15400,7.069792
15500,7.069792
15600,7.069792
15700,7.069792
15800,7.069792
15900,7.069792
16000,7.069792
16100,7.069792
16200,7.069792
16300,7.069792
16400,7.069792
16500,7.069792
16600,7.069792
16700,7.069792
16800,7.069792
16900,7.069792
17000,7.069792
17100,7.069792
17200,7.069792
17300,7.069792
17400,7.069792
17500,7.069792
17600,7.069792
17700,7.069792
17800,7.069792
17900,7.069792
18000,7.069792
18100,7.069792
18200,7.069792
18300,7.069792
18400,7.069792
18500,7.069792
18600,7.069792
18700,7.069792
18800,7.069792
18900,7.069792
19000,7.069792
19100,7.069792
19200,7.069792
19300,7.069792
19400,7.069792
19500,7.069792
19600,7.069792
19700,7.069792
19800,7.069792
19900,7.069792
20000,7.069792
20100,7.069792
20200,7.069792
20300,7.069792
20400,7.069792
20500,7.069792
20600,7.069792
20700,7.069792
20800,7.069792
20900,7.069792
21000,7.069792
21100,7.069792
21200,7.069792
21300,7.069792
21400,7.069792
21500,7.069792
21600,7.069792
21700,7.069792
21800,7.069792
21900,7.069792
22000,7.069792
22100,7.069792
22200,7.069792
22300,7.069792
22400,7.069792
22500,7.069792
22600,7.069792
22700,7.069792
22800,7.069792
22900,7.069792
23000,7.069792
23100,7.069792
