cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
5000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5100,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400
5200,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560
5300,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320
5400,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160
5500,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520
5600,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640
5700,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.600,1.600,1.600
5800,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.280,1.280,1.280
5900,1.920,0.640,2.880,1.920,0.640,2.880,0.960,0.640,2.880,0.640,0.640,1.920,0.640,0.640,1.920,0.960,0.640,0.960,1.600,0.640,2.240,1.600,0.640,2.240,1.600,0.640,2.240,1.600,0.640,0.640
6000,6.720,6.080,5.760,6.720,6.080,5.760,7.680,5.760,5.760,8.000,5.760,6.720,8.000,5.760,6.720,7.360,5.760,7.680,6.400,5.760,6.080,6.080,5.760,5.760,6.080,5.760,5.440,6.080,5.440,7.040
6100,5.890,1.920,5.980,5.460,1.920,5.710,4.860,2.240,4.640,3.400,2.240,4.060,2.880,2.240,4.180,2.880,2.240,3.570,3.120,2.240,3.790,2.240,2.240,3.730,0.960,2.240,3.450,0.960,2.560,2.880
6200,3.750,8.300,4.260,3.190,6.170,3.530,2.450,6.750,3.910,3.130,6.200,4.760,3.690,6.750,4.130,3.930,5.540,4.980,3.210,6.170,4.960,4.400,5.870,4.200,4.890,4.300,4.210,5.960,3.750,4.690
6300,9.340,10.290,6.080,9.200,9.070,6.040,6.360,7.330,6.440,4.190,4.980,6.120,3.650,1.920,5.950,3.490,0.640,5.830,2.100,0.640,3.100,2.450,0.640,3.100,2.200,1.910,1.700,2.520,2.820,1.600
6400,6.320,5.280,9.410,6.370,5.840,7.970,6.330,4.870,6.200,8.010,8.360,5.930,8.430,10.370,6.320,7.600,8.690,4.760,5.260,5.210,5.630,4.610,4.140,5.420,3.940,1.760,5.740,4.070,0.960,5.560
6500,5.740,6.790,8.800,4.230,5.370,8.320,5.940,4.600,6.480,5.410,3.840,4.200,4.680,4.320,5.870,5.500,3.910,4.360,3.540,5.720,7.060,3.690,5.780,6.210,4.010,6.820,6.650,4.290,6.710,7.340
6600,8.860,7.300,12.010,10.910,9.310,10.480,8.340,7.390,8.930,1.890,8.040,2.130,2.280,3.130,0.590,1.650,5.700,0.760,7.250,6.190,2.010,8.230,4.850,2.040,8.000,6.700,3.160,8.530,5.650,4.840
6700,10.260,9.690,10.860,10.030,10.020,8.750,6.490,4.330,5.350,4.020,3.760,6.740,0.960,7.360,5.910,0.320,0.590,5.760,0.000,2.130,4.960,0.000,2.230,3.520,0.000,3.890,2.880,0.120,4.970,3.090
6800,12.360,11.360,8.360,13.530,11.310,10.740,3.760,5.740,12.060,4.760,4.830,2.030,7.730,3.930,5.140,9.110,6.210,5.630,11.120,5.430,5.600,8.120,4.760,6.720,9.430,4.580,7.960,9.100,2.810,8.080
6900,1.280,5.410,0.990,1.660,9.020,1.120,10.400,9.410,4.500,4.230,6.370,4.050,4.160,7.790,4.410,6.280,5.680,5.400,3.220,7.780,1.720,4.650,5.430,1.800,5.030,6.630,2.090,2.720,7.150,3.070
7000,0.540,0.000,0.000,0.810,0.140,0.360,4.520,2.880,3.510,9.120,3.800,7.400,1.700,6.090,10.280,0.680,2.800,7.120,4.980,2.820,7.880,3.650,2.310,6.750,5.430,2.020,5.020,4.040,1.610,5.470
7100,0.660,0.180,0.000,0.000,0.360,0.180,2.010,6.030,0.150,2.990,7.290,6.880,8.460,4.790,4.780,8.460,9.360,9.180,8.080,8.670,8.440,5.750,8.370,11.740,4.790,6.540,10.010,5.360,2.450,7.900
7200,0.630,0.660,1.410,0.720,0.390,1.350,0.900,1.120,3.360,4.640,3.270,4.590,8.040,4.280,4.020,7.550,1.900,2.130,5.110,2.820,3.380,6.480,3.170,3.450,5.240,5.440,2.850,6.400,8.790,3.200
7300,0.920,1.340,1.830,2.110,1.000,2.700,1.020,3.830,1.260,4.200,4.060,4.620,7.470,3.490,3.420,4.500,8.060,4.200,6.520,8.510,6.050,7.410,7.960,4.460,5.850,7.080,5.760,8.990,10.060,4.910
7400,2.350,1.770,1.880,0.920,3.250,2.290,1.150,2.460,3.080,2.600,2.150,2.070,2.730,1.370,2.990,3.500,4.310,3.050,4.000,5.230,2.090,4.750,6.200,1.180,3.970,5.580,4.420,4.530,4.940,3.480
7500,1.200,2.580,2.130,2.090,2.180,1.610,2.620,1.150,1.380,0.740,0.570,0.910,1.110,1.230,1.470,0.240,1.110,1.330,1.040,1.270,1.020,1.200,1.920,2.570,1.810,2.540,0.390,1.060,2.700,2.090
7600,1.630,1.150,0.930,0.390,0.820,1.030,1.240,0.420,1.600,1.250,0.770,1.000,1.140,0.350,0.870,1.260,1.240,1.880,1.540,1.410,0.890,0.600,0.220,2.690,0.940,0.750,1.300,0.540,0.680,1.180
7700,1.150,1.350,2.390,1.130,1.260,1.540,0.220,2.990,1.160,1.540,2.660,1.490,1.100,2.240,0.540,0.740,1.590,2.100,2.230,0.950,1.640,0.530,1.250,0.980,0.680,1.000,1.040,1.690,0.200,0.900
7800,1.810,0.550,2.640,3.180,2.180,0.670,2.600,4.120,1.820,1.870,3.000,2.140,2.120,2.540,1.280,2.270,3.820,3.600,2.710,0.790,1.420,2.790,0.910,0.560,2.340,0.620,3.220,1.420,1.570,0.510
7900,4.000,0.510,2.300,3.070,1.540,1.610,1.800,0.850,2.610,1.660,1.510,1.460,1.860,2.660,3.510,1.730,1.970,1.610,1.370,2.640,4.150,1.890,0.990,1.610,0.810,1.810,2.970,2.000,0.930,0.730
8000,1.700,0.690,2.690,3.230,1.390,3.180,2.360,2.250,4.080,3.120,2.280,4.360,3.770,2.980,4.910,3.050,3.250,1.530,1.350,2.340,2.000,1.280,2.890,2.180,1.030,2.710,2.160,2.840,1.920,2.460
8100,1.610,1.980,2.640,0.650,0.420,1.450,2.800,0.770,2.320,2.410,2.450,2.450,3.110,2.360,1.430,2.190,1.010,1.330,1.800,1.050,2.700,3.530,3.110,3.560,2.220,1.580,1.890,3.070,1.880,1.140
8200,2.410,4.660,1.150,2.720,2.450,3.460,3.280,5.110,1.000,1.530,1.880,2.520,0.320,2.380,1.380,2.070,0.240,1.240,1.990,1.510,2.450,2.440,1.130,1.910,2.320,2.400,0.280,1.750,1.140,1.530
8300,1.290,1.030,1.730,1.810,1.540,5.050,2.000,3.030,0.460,1.650,1.520,1.440,1.530,1.180,2.170,1.960,1.400,2.190,1.030,2.660,2.380,1.580,3.010,1.190,0.570,2.470,1.780,0.900,1.830,0.620
8400,3.310,3.570,2.050,1.940,1.810,1.970,0.530,1.500,4.050,2.540,3.350,2.160,1.790,1.810,2.100,1.270,0.910,1.570,0.890,1.120,1.650,2.620,1.690,0.810,4.160,2.530,1.560,1.870,3.400,4.000
8500,2.920,2.450,0.940,2.030,1.530,2.700,2.170,0.880,3.820,2.810,2.240,0.760,1.970,1.260,4.840,2.320,0.740,3.140,3.100,3.570,2.020,2.640,1.770,1.650,2.810,2.470,1.290,2.710,3.820,4.130
8600,2.500,0.580,5.740,3.840,4.770,2.030,3.650,2.480,3.340,2.450,2.800,2.940,2.500,3.630,1.260,5.070,4.140,2.780,4.870,2.300,2.750,0.940,1.930,4.170,2.310,2.420,2.050,3.610,1.540,1.420
8700,2.550,3.530,4.530,3.490,3.690,1.710,2.670,2.060,2.530,3.830,2.530,3.130,4.120,3.430,2.520,3.500,4.210,3.570,3.960,4.180,3.220,3.090,2.390,3.080,0.940,2.630,3.260,3.120,0.710,2.270
8800,4.090,4.100,3.650,4.040,3.800,2.870,2.760,2.150,3.050,2.280,2.040,4.860,5.130,3.970,1.820,2.250,3.740,5.900,3.220,3.710,1.500,3.060,1.810,5.410,5.700,1.350,4.020,3.470,2.860,6.220
8900,3.840,6.930,3.660,4.560,4.720,3.100,3.090,3.570,1.440,2.770,2.040,3.250,3.190,2.680,2.880,5.340,4.530,5.280,4.350,3.910,4.650,5.620,4.960,3.530,2.640,3.560,3.020,2.490,5.310,3.860
9000,2.290,3.670,2.240,2.680,1.630,3.240,1.520,2.630,4.010,4.280,4.730,2.630,1.720,3.530,3.080,1.980,2.180,2.490,4.040,5.690,3.000,4.120,3.710,2.720,3.030,4.580,1.460,2.940,5.050,3.250
9100,1.030,1.230,2.550,2.490,4.310,2.870,2.670,1.780,4.430,3.190,2.160,2.440,3.350,3.650,4.610,2.750,1.280,1.080,4.060,3.570,3.420,1.720,1.410,2.130,1.900,2.240,3.540,3.320,3.770,2.080
9200,3.340,1.820,4.360,3.060,5.620,2.330,2.830,0.710,4.280,2.370,3.340,4.520,2.890,3.340,2.980,2.440,2.990,3.900,2.230,3.810,2.690,2.260,1.820,2.650,1.640,5.010,2.260,2.620,0.470,1.990
9300,5.440,1.350,3.280,2.650,3.230,2.190,2.630,4.130,2.370,3.390,4.450,3.210,3.970,2.030,1.920,2.300,3.760,3.620,1.500,3.390,2.110,2.220,3.400,2.150,3.040,1.960,4.870,1.250,3.740,4.040
9400,2.460,4.410,3.540,3.220,0.880,5.410,3.480,3.590,2.340,2.050,2.960,1.710,2.940,3.480,3.800,2.680,2.540,5.000,2.790,0.780,4.390,4.030,3.080,2.480,1.080,2.220,3.000,4.090,4.080,3.080
9500,1.250,5.530,2.780,4.140,1.710,3.700,2.030,3.120,3.560,2.050,3.830,1.600,2.300,2.910,2.620,3.130,4.420,1.420,4.300,4.650,2.950,4.260,4.160,2.850,3.960,4.730,0.650,4.400,3.060,3.440
9600,4.170,2.640,2.610,3.130,4.130,2.330,3.920,3.050,2.630,3.090,3.680,2.960,4.860,3.150,4.480,3.170,2.000,2.730,4.450,3.520,1.260,2.200,1.970,2.530,4.820,2.650,2.300,5.140,2.240,3.470
9700,2.070,3.020,2.850,2.370,6.290,0.670,1.650,2.980,2.970,1.600,3.090,5.940,1.490,1.810,1.620,1.390,3.290,0.920,2.360,2.710,4.030,3.110,1.420,2.020,1.750,1.200,3.750,1.750,1.300,2.540
