cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,39,16,48,29,39
5400,0,71,18,104,67,71
5500,0,66,30,136,78,66
5600,0,100,4,218,15,100
5700,0,8,0,21,3,8
5800,0,0,37,32,33,0
5900,0,0,11,79,13,0
6000,0,0,5,118,4,0
6100,0,0,3,270,2,0
6200,0,0,11,208,11,0
6300,0,3,21,283,11,3
6400,0,0,11,313,6,0
6500,0,0,17,234,9,0
6600,0,0,3,148,20,0
6700,0,0,9,391,0,0
6800,0,0,8,362,1,0
6900,0,1,11,199,21,1
7000,0,3,30,241,19,3
7100,0,0,11,199,9,0
7200,0,0,3,234,17,0
7300,0,0,5,395,0,0
7400,0,0,9,293,2,0
7500,0,1,11,177,15,1
7600,0,1,12,293,6,1
7700,0,2,3,150,5,2
7800,0,0,1,105,2,0
7900,0,3,1,116,2,3
8000,0,1,11,237,5,1
8100,0,1,4,209,7,1
8200,0,0,3,176,3,0
8300,0,4,2,173,4,4
8400,0,0,3,236,4,0
8500,0,2,1,82,21,2
8600,0,3,3,18,7,3
8700,0,2,6,0,3,2
8800,0,3,0,0,0,3
8900,0,0,0,0,0,0
9000,0,2,2,0,2,2
9100,0,3,0,0,0,3
9200,0,3,4,0,2,3
9300,0,0,0,0,0,0
9400,0,3,2,0,0,3
9500,0,3,0,0,1,3
9600,0,1,2,0,0,1
9700,0,0,0,0,0,0
9800,0,2,1,0,1,2
9900,0,3,1,0,1,3
10000,0,0,0,0,0,0
10100,4,1,2,0,1,1
10200,36,0,0,0,3,0
10300,42,0,0,0,7,0
10400,20,1,1,0,3,1
10500,0,4,3,0,2,4
10600,12,6,1,0,1,6
10700,125,3,0,0,13,3
10800,98,1,1,0,14,1
10900,71,0,1,0,8,0
11000,84,0,0,0,8,0
11100,49,3,3,0,8,3
11200,49,2,3,0,9,2
11300,58,2,0,0,6,2
11400,70,1,1,0,13,1
11500,166,0,1,0,20,0
11600,54,0,0,0,2,0
11700,85,1,0,0,12,1
11800,68,1,0,0,8,1
11900,73,0,0,0,4,0
12000,174,1,1,0,18,1
12100,77,1,0,0,8,1
12200,102,0,1,0,14,0
12300,65,0,1,0,9,0
12400,65,1,2,0,11,1
12500,91,0,0,0,12,0
12600,54,1,2,0,8,1
12700,115,0,0,0,10,0
12800,110,0,0,0,16,0
12900,112,0,2,0,17,0
13000,86,0,1,0,16,0
13100,88,0,1,0,9,0
13200,103,1,1,0,7,1
13300,103,2,3,0,13,2
13400,61,5,1,0,1,5
13500,85,2,2,0,15,2
13600,80,0,1,0,12,0
13700,124,0,0,0,16,0
13800,16,0,0,0,1,0
13900,102,0,0,0,5,0
14000,126,1,3,0,15,1
14100,116,0,1,0,15,0
14200,89,0,0,0,6,0
14300,89,1,1,0,10,1
14400,83,4,2,0,4,4
14500,100,0,0,0,13,0
14600,149,0,0,0,7,0
14700,163,0,1,0,10,0
14800,170,0,0,0,9,0
14900,145,0,0,0,6,0
15000,102,3,2,0,0,3
15100,94,1,0,0,2,1
15200,154,0,0,0,5,0
15300,185,0,1,0,8,0
15400,160,0,1,0,5,0
15500,101,0,0,0,1,0
15600,120,0,0,0,2,0
15700,148,1,3,0,10,1
15800,184,0,1,0,11,0
15900,120,0,3,0,16,0
16000,60,0,1,0,8,0
16100,59,1,1,0,9,1
16200,106,0,1,0,6,0
16300,115,0,2,0,8,0
16400,69,1,1,0,2,1
16500,81,0,1,0,2,0
16600,109,0,0,0,5,0
16700,139,0,0,0,9,0
16800,44,0,1,0,5,0
16900,51,0,1,0,2,0
17000,94,0,1,0,6,0
17100,88,0,1,0,3,0
17200,104,0,1,0,5,0
17300,80,0,2,0,9,0
17400,66,0,1,0,4,0
17500,68,0,0,0,1,0
17600,101,0,0,0,5,0
17700,81,0,0,0,0,0
17800,94,0,2,0,3,0
17900,68,1,0,0,3,1
18000,76,1,2,0,4,1
18100,63,0,0,0,3,0
18200,58,0,2,0,1,0
18300,34,1,3,0,9,1
18400,47,1,2,0,7,1
18500,50,0,1,0,0,0
18600,30,0,2,0,3,0
18700,33,0,1,0,3,0
18800,48,0,2,0,3,0
18900,28,0,2,0,4,0
19000,5,0,1,0,3,0
19100,30,69,19,48,49,69
