cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,31,7
5900,64,6
6000,61,4
6100,24,9
6200,66,0
6300,57,9
6400,26,18
6500,46,12
6600,23,20
6700,31,17
6800,28,21
6900,37,16
7000,31,16
7100,13,22
7200,23,20
7300,43,15
7400,43,17
7500,17,18
7600,39,21
7700,18,23
7800,24,20
7900,23,24
8000,36,14
8100,14,27
8200,16,18
8300,13,24
8400,22,17
8500,28,24
8600,28,20
8700,12,23
8800,29,22
8900,30,16
9000,12,27
9100,23,18
9200,17,25
9300,28,18
9400,20,20
9500,17,27
9600,18,18
9700,22,21
9800,28,20
9900,13,25
10000,24,21
10100,12,19
10200,22,25
10300,11,19
10400,9,22
10500,7,22
10600,2,20
10700,4,22
10800,2,22
10900,6,19
11000,0,24
11100,0,19
11200,2,20
11300,0,24
11400,4,18
11500,2,20
11600,2,22
11700,1,22
11800,2,21
11900,2,24
12000,2,19
12100,2,20
12200,2,21
12300,3,21
12400,1,21
12500,1,25
12600,4,16
12700,3,24
12800,1,20
12900,2,21
13000,1,22
13100,3,20
13200,1,24
13300,2,16
13400,1,26
13500,0,22
13600,0,23
13700,2,17
13800,1,24
13900,1,19
14000,2,20
14100,1,24
14200,5,20
14300,2,22
14400,1,22
14500,3,21
14600,2,19
14700,0,25
14800,0,21
14900,1,20
15000,3,21
15100,2,22
15200,3,21
15300,2,21
15400,5,21
15500,0,21
15600,0,23
15700,2,20
15800,0,22
15900,1,22
16000,2,19
16100,1,23
16200,2,20
16300,1,20
16400,3,22
16500,0,19
16600,2,24
16700,0,21
16800,1,20
16900,2,21
17000,1,23
17100,1,18
17200,2,22
17300,2,21
17400,3,22
17500,0,22
17600,1,22
17700,0,22
17800,1,19
17900,2,19
18000,3,22
18100,1,22
18200,0,23
18300,1,19
18400,1,22
18500,2,23
18600,2,20
18700,3,20
18800,2,23
18900,3,21
19000,2,20
19100,2,24
19200,0,21
19300,2,21
19400,0,20
19500,1,22
19600,4,20
19700,0,20
19800,1,21
19900,3,20
20000,1,19
20100,2,24
20200,2,20
20300,1,22
20400,0,23
20500,1,19
20600,2,22
20700,2,22
20800,3,20
20900,0,21
21000,4,22
21100,3,20
21200,0,21
21300,2,22
21400,0,19
21500,5,22
21600,6,21
21700,4,20
21800,1,24
21900,1,21
22000,3,21
22100,2,22
22200,1,22
22300,4,21
22400,2,22
22500,3,19
22600,4,21
22700,2,19
22800,2,23
22900,4,18
23000,2,23
23100,8,22
23200,3,21
23300,1,20
23400,12,23
23500,5,20
23600,2,21
23700,1,21
23800,5,19
23900,1,24
24000,0,22
24100,1,20
24200,4,22
24300,0,21
24400,1,20
24500,2,22
24600,2,23
24700,1,20
24800,0,20
24900,0,21
25000,0,20
25100,0,22
25200,1,20
25300,4,21
25400,2,21
25500,1,18
25600,1,21
25700,1,22
25800,0,22
25900,4,21
26000,1,21
26100,2,22
26200,2,18
26300,1,26
26400,3,19
26500,4,22
26600,3,21
26700,0,20
26800,2,21
26900,1,21
27000,4,20
27100,2,22
27200,0,18
27300,0,22
27400,2,22
27500,3,19
27600,2,21
27700,0,19
27800,2,20
27900,1,20
28000,3,22
28100,2,20
28200,1,21
28300,0,23
28400,2,23
28500,1,21
28600,2,18
28700,0,25
28800,4,19
28900,3,23
29000,2,21
29100,2,21
29200,0,23
29300,0,21
29400,0,21
29500,1,21
29600,1,21
29700,1,21
29800,1,23
29900,1,20
30000,0,22
30100,2,18
30200,1,23
30300,1,19
30400,0,23
30500,3,23
30600,1,19
30700,2,21
30800,2,23
30900,0,22
31000,2,21
31100,2,19
31200,1,23
31300,1,21
31400,1,20
31500,0,22
31600,0,22
31700,1,21
31800,1,19
31900,7,22
32000,1,22
32100,1,21
32200,1,20
32300,2,23
32400,0,21
32500,0,21
32600,2,22
32700,3,20
32800,2,22
32900,0,22
33000,1,22
33100,1,19
33200,2,22
33300,5,21
33400,1,20
33500,0,24
33600,0,20
33700,3,21
33800,2,22
33900,1,21
34000,2,21
34100,0,19
34200,3,23
34300,0,21
34400,2,22
34500,1,22
34600,0,22
34700,1,20
34800,1,21
34900,0,22
35000,0,22
35100,2,22
35200,1,21
35300,2,20
35400,3,22
35500,0,22
35600,0,20
35700,6,22
35800,1,21
35900,2,21
36000,1,22
36100,2,20
36200,0,23
36300,2,18
36400,3,23
36500,1,19
36600,0,22
36700,0,22
36800,3,22
36900,2,23
37000,3,21
37100,0,21
37200,2,22
37300,1,20
37400,3,22
37500,0,22
37600,2,19
37700,1,23
37800,1,20
37900,1,23
38000,1,21
38100,3,20
38200,2,22
38300,0,21
38400,1,20
38500,3,19
38600,0,25
38700,3,22
38800,1,21
38900,1,22
39000,0,22
39100,3,20
39200,6,23
39300,1,19
39400,3,23
39500,2,21
39600,1,22
39700,1,20
39800,2,22
39900,0,21
40000,1,23
40100,3,19
40200,2,22
40300,0,22
40400,3,18
40500,3,21
40600,4,23
40700,0,20
40800,2,22
40900,1,20
41000,0,21
