1000000,2,14
1000100,4,12
1000200,1,9
1000300,4,12
1000400,1,13
1000500,1,19
1000600,1,13
1000700,2,8
1000800,1,16
1000900,1,6
1001000,1,9
1001100,2,4
1001200,1,5
1001300,5,6
1001400,1,4
1001500,0,8
1001600,1,6
1001700,4,19
1001800,3,12
1001900,1,12
1002000,0,5
1002100,1,2
1002200,0,9
1002300,1,12
1002400,2,11
1002500,1,9
1002600,1,10
1002700,0,5
1002800,2,11
1002900,0,7
1003000,1,19
1003100,2,9
1003200,0,5
1003300,0,6
1003400,0,12
1003500,1,19
1003600,2,12
1003700,1,8
1003800,0,14
1003900,1,9
1004000,0,6
1004100,0,11
1004200,1,13
1004300,2,19
1004400,3,13
1004500,4,11
1004600,0,8
1004700,1,12
1004800,1,16
1004900,4,20
1005000,0,23
1005100,2,13
1005200,1,8
1005300,2,17
1005400,2,12
1005500,2,10
1005600,2,21
1005700,0,12
1005800,0,14
1005900,0,14
1006000,0,15
1006100,0,12
1006200,0,9
1006300,1,6
1006400,1,4
1006500,1,4
1006600,0,11
1006700,1,15
1006800,0,10
1006900,0,7
1007000,2,8
1007100,0,7
1007200,1,12
1007300,1,13
1007400,0,8
1007500,1,8
1007600,2,12
1007700,2,16
1007800,0,15
1007900,3,6
1008000,0,9
1008100,0,6
1008200,0,16
1008300,0,9
1008400,1,10
1008500,0,9
1008600,0,10
1008700,0,14
1008800,0,6
1008900,2,10
1009000,0,8
1009100,0,9
1009200,1,11
1009300,0,11
1009400,1,7
1009500,0,10
1009600,0,7
1009700,0,9
1009800,2,12
1009900,0,5
1010000,0,11
1010100,0,8
1010200,0,7
1010300,0,11
1010400,0,4
1010500,0,9
1010600,0,5
1010700,0,9
1010800,0,11
1010900,0,7
1011000,2,12
1011100,0,8
1011200,1,9
1011300,2,8
1011400,0,7
1011500,2,9
1011600,0,10
1011700,0,15
1011800,0,8
1011900,1,7
1012000,0,8
1012100,0,3
1012200,1,8
1012300,0,7
1012400,0,4
1012500,1,6
1012600,0,9
1012700,3,13
1012800,1,6
1012900,2,9
1013000,1,8
1013100,0,8
1013200,1,7
1013300,0,6
1013400,1,6
1013500,0,6
1013600,0,9
1013700,0,11
1013800,0,12
1013900,0,7
1014000,0,1
1014100,4,8
1014200,0,7
1014300,1,11
1014400,0,4
1014500,1,10
1014600,0,6
1014700,0,4
1014800,0,8
1014900,0,9
1015000,1,16
1015100,0,9
1015200,1,9
1015300,0,6
1015400,1,11
1015500,0,7
1015600,1,5
1015700,0,2
1015800,0,7
1015900,0,6
1016000,1,6
1016100,0,14
1016200,0,7
1016300,0,9
1016400,0,10
1016500,1,11
1016600,1,15
1016700,0,9
1016800,0,11
1016900,0,12
1017000,0,15
1017100,0,4
1017200,1,7
1017300,0,8
1017400,0,7
1017500,0,7
1017600,2,6
1017700,2,7
1017800,1,12
1017900,1,5
1018000,1,5
1018100,0,4
1018200,0,7
1018300,2,21
1018400,5,24
1018500,1,10
1018600,1,6
1018700,0,8
1018800,0,11
1018900,0,13
1019000,1,14
1019100,0,7
1019200,0,18
1019300,0,12
1019400,1,9
1019500,1,2
1019600,1,8
1019700,0,10
1019800,0,10
1019900,0,6
1020000,0,8
1020100,0,11
1020200,2,9
1020300,0,9
1020400,1,8
1020500,1,11
1020600,0,8
1020700,0,9
1020800,0,8
1020900,0,7
1021000,0,9
1021100,0,8
1021200,0,10
1021300,0,10
1021400,0,9
1021500,1,13
1021600,0,9
1021700,0,6
1021800,0,6
1021900,0,9
1022000,1,6
1022100,4,11
1022200,3,10
1022300,0,8
1022400,1,6
1022500,0,12
1022600,2,13
1022700,1,15
1022800,4,25
1022900,3,17
1023000,4,11
1023100,0,7
1023200,0,6
1023300,1,5
1023400,0,6
1023500,0,13
1023600,1,16
1023700,1,23
1023800,3,19
1023900,4,6
1024000,0,10
1024100,0,6
1024200,2,10
1024300,4,18
1024400,4,18
1024500,1,16
1024600,1,2
1024700,0,8
1024800,0,8
1024900,0,3
1025000,0,6
1025100,1,16
1025200,0,11
1025300,1,11
1025400,1,13
1025500,0,6
1025600,2,11
1025700,0,14
1025800,0,11
1025900,1,13
1026000,0,10
1026100,2,6
1026200,0,10
1026300,1,3
1026400,1,7
1026500,1,5
1026600,0,15
1026700,1,7
1026800,0,14
1026900,0,10
1027000,2,4
1027100,0,13
1027200,0,9
1027300,1,8
1027400,0,11
1027500,0,8
1027600,0,9
1027700,1,7
1027800,2,8
1027900,0,7
1028000,0,7
1028100,2,11
1028200,0,6
1028300,1,4
1028400,1,11
1028500,1,14
1028600,1,13
1028700,1,6
1028800,0,17
1028900,0,11
1029000,1,8
1029100,0,3
1029200,1,10
1029300,0,8
1029400,0,7
1029500,0,9
1029600,1,6
1029700,2,11
1029800,1,8
1029900,0,7
1030000,1,10
1030100,1,13
1030200,0,9
1030300,0,7
1030400,2,7
1030500,0,4
1030600,0,10
1030700,2,6
1030800,0,3
1030900,2,5
1031000,0,6
1031100,1,6
1031200,1,8
1031300,0,12
1031400,0,11
1031500,1,10
1031600,0,10
1031700,0,14
1031800,0,12
1031900,1,4
1032000,0,7
1032100,1,13
1032200,1,10
1032300,0,10
1032400,1,14
1032500,0,8
1032600,0,7
1032700,1,12
1032800,0,7
1032900,0,11
1033000,1,3
1033100,0,8
1033200,1,19
1033300,4,23
1033400,4,12
1033500,1,14
1033600,1,21
1033700,2,11
1033800,0,3
1033900,0,14
1034000,0,10
1034100,0,16
1034200,1,17
1034300,1,18
1034400,1,15
1034500,1,8
1034600,0,6
1034700,1,7
1034800,0,8
1034900,1,16
1035000,0,6
1035100,1,7
1035200,0,4
1035300,1,10
1035400,1,8
1035500,0,11
1035600,1,11
1035700,0,14
1035800,0,16
1035900,0,3
1036000,1,13
1036100,0,8
1036200,0,13
1036300,2,14
1036400,1,12
1036500,0,15
1036600,2,10
1036700,0,9
1036800,0,11
1036900,0,6
1037000,0,6
1037100,0,14
1037200,1,7
1037300,0,3
1037400,0,9
1037500,1,7
1037600,1,7
1037700,0,13
1037800,3,11
1037900,0,7
1038000,0,11
1038100,1,11
1038200,0,3
1038300,1,15
1038400,1,6
1038500,0,6
1038600,1,16
1038700,0,5
1038800,1,8
1038900,1,10
1039000,1,9
1039100,1,10
1039200,1,15
1039300,0,15
1039400,0,8
1039500,0,5
1039600,0,14
1039700,0,10
1039800,0,9
1039900,0,6
1040000,1,8
1040100,4,10
1040200,4,11
1040300,1,8
1040400,0,11
1040500,1,13
1040600,1,12
1040700,1,16
1040800,1,8
1040900,0,7
1041000,0,13
1041100,1,8
1041200,0,7
1041300,1,7
1041400,0,15
1041500,0,13
1041600,0,10
1041700,2,14
1041800,0,12
1041900,2,8
1042000,2,11
1042100,2,14
1042200,2,6
1042300,0,12
1042400,0,10
1042500,1,13
1042600,3,18
1042700,1,14
1042800,0,11
1042900,0,12
1043000,1,11
1043100,0,8
1043200,0,9
1043300,0,13
1043400,1,18
1043500,0,10
1043600,0,9
1043700,0,9
1043800,1,10
1043900,0,10
1044000,2,10
1044100,1,11
1044200,1,17
1044300,3,10
1044400,0,3
1044500,1,7
1044600,1,9
1044700,2,18
1044800,0,10
1044900,1,12
1045000,0,12
1045100,0,15
1045200,1,13
1045300,0,18
1045400,2,18
1045500,1,23
1045600,2,14
1045700,0,5
1045800,0,7
1045900,1,9
1046000,0,8
1046100,0,5
1046200,1,7
1046300,2,8
1046400,2,11
1046500,0,6
1046600,1,9
1046700,0,7
1046800,2,8
1046900,2,18
1047000,0,9
1047100,0,10
1047200,1,10
1047300,7,18
1047400,1,10
1047500,0,12
1047600,0,10
1047700,2,19
1047800,2,14
1047900,1,16
1048000,0,8
1048100,0,9
1048200,0,14
1048300,0,16
1048400,2,15
1048500,1,16
1048600,1,16
1048700,1,11
1048800,3,22
1048900,3,20
1049000,1,14
1049100,1,8
1049200,0,11
1049300,0,14
1049400,0,15
1049500,0,17
1049600,0,12
1049700,0,10
1049800,0,9
1049900,0,9
1050000,6,10
1050100,1,11
1050200,1,13
1050300,0,15
1050400,2,25
1050500,2,20
1050600,1,19
1050700,1,16
1050800,0,14
1050900,2,9
1051000,1,14
1051100,0,12
1051200,1,19
1051300,1,10
1051400,2,19
1051500,0,15
1051600,0,18
1051700,0,8
1051800,0,16
1051900,0,10
1052000,0,11
1052100,1,12
1052200,0,11
1052300,0,10
1052400,1,11
1052500,1,14
1052600,2,9
1052700,0,13
1052800,0,3
1052900,0,16
1053000,0,11
1053100,2,10
1053200,0,14
1053300,0,10
1053400,0,11
1053500,0,10
1053600,0,7
1053700,0,13
1053800,1,7
1053900,0,3
1054000,0,6
1054100,0,12
1054200,0,15
1054300,0,10
1054400,2,15
1054500,1,20
1054600,1,8
1054700,0,8
1054800,0,7
1054900,0,6
1055000,0,10
1055100,0,12
1055200,0,15
1055300,1,15
1055400,2,12
1055500,2,10
1055600,1,10
1055700,0,10
1055800,1,8
1055900,0,16
1056000,0,13
1056100,0,8
1056200,1,8
1056300,1,6
1056400,0,5
1056500,1,6
1056600,0,11
1056700,1,10
1056800,1,14
1056900,0,10
1057000,0,17
1057100,0,14
1057200,1,11
1057300,4,7
1057400,0,7
1057500,1,12
1057600,0,13
1057700,1,10
1057800,1,8
1057900,1,8
1058000,0,6
1058100,1,8
1058200,0,13
1058300,0,7
1058400,0,8
1058500,0,18
1058600,0,15
1058700,0,9
1058800,0,7
1058900,0,19
1059000,0,15
1059100,1,13
1059200,0,11
1059300,1,12
1059400,1,9
1059500,2,8
1059600,1,12
1059700,1,10
1059800,0,7
1059900,0,11
1060000,0,16
1060100,0,12
1060200,1,6
1060300,1,8
1060400,2,10
1060500,0,13
1060600,0,16
1060700,1,9
1060800,1,10
1060900,0,9
1061000,2,9
1061100,0,6
1061200,0,8
1061300,1,11
1061400,0,17
1061500,1,8
1061600,0,8
1061700,1,7
1061800,1,15
1061900,0,12
1062000,0,6
1062100,1,15
1062200,2,13
1062300,0,9
1062400,0,10
1062500,0,17
1062600,0,9
1062700,3,7
1062800,1,9
1062900,1,13
1063000,0,17
1063100,1,11
1063200,0,13
1063300,0,10
1063400,0,12
1063500,0,14
1063600,1,8
1063700,2,8
1063800,1,6
1063900,0,7
1064000,0,12
1064100,1,16
1064200,0,9
1064300,1,10
1064400,1,7
1064500,0,7
1064600,0,15
1064700,0,15
1064800,0,9
1064900,0,7
1065000,1,12
1065100,0,16
1065200,1,13
1065300,0,20
1065400,0,14
1065500,0,8
1065600,1,13
1065700,0,15
1065800,0,10
1065900,1,3
1066000,0,6
1066100,0,9
1066200,3,16
1066300,3,11
1066400,0,15
1066500,0,6
1066600,0,12
1066700,1,9
1066800,1,11
1066900,2,8
1067000,1,16
1067100,0,11
1067200,0,9
1067300,1,5
1067400,3,17
1067500,0,7
1067600,2,13
1067700,1,12
1067800,0,9
1067900,0,10
1068000,3,16
1068100,0,13
1068200,1,9
1068300,0,10
1068400,0,11
1068500,1,16
1068600,2,11
1068700,0,9
1068800,2,11
1068900,1,9
1069000,1,8
1069100,0,7
1069200,2,7
1069300,1,5
1069400,1,16
1069500,0,12
1069600,1,5
1069700,0,13
1069800,0,10
1069900,0,8
1070000,2,9
1070100,0,14
1070200,0,12
1070300,1,10
1070400,2,10
1070500,0,18
1070600,0,6
1070700,0,10
1070800,1,14
1070900,1,12
1071000,0,12
1071100,1,11
1071200,0,10
1071300,0,12
1071400,0,10
1071500,1,6
1071600,1,15
1071700,0,4
1071800,0,13
1071900,0,18
1072000,0,6
1072100,0,5
1072200,2,8
1072300,3,17
1072400,0,11
1072500,0,11
1072600,0,11
1072700,0,12
1072800,2,12
1072900,0,9
1073000,0,11
1073100,0,11
1073200,1,8
1073300,0,10
1073400,1,8
1073500,1,14
1073600,0,12
1073700,2,12
1073800,1,14
1073900,0,5
1074000,0,15
1074100,1,14
1074200,1,12
1074300,1,7
1074400,0,8
1074500,0,8
1074600,0,12
1074700,0,7
1074800,0,9
1074900,0,6
1075000,2,10
1075100,2,11
1075200,0,6
1075300,0,6
1075400,0,6
1075500,0,16
1075600,2,5
1075700,2,8
1075800,0,11
1075900,2,11
1076000,0,12
1076100,1,12
1076200,1,12
1076300,1,8
1076400,1,11
1076500,1,15
1076600,1,16
1076700,0,13
1076800,1,11
1076900,0,7
1077000,0,10
1077100,0,11
1077200,3,8
1077300,0,13
1077400,1,14
1077500,0,19
1077600,1,8
1077700,0,6
1077800,2,6
1077900,1,12
1078000,1,10
1078100,0,6
1078200,0,3
1078300,1,13
1078400,0,10
1078500,0,8
1078600,0,6
1078700,0,15
1078800,2,14
1078900,0,8
1079000,1,3
1079100,2,14
1079200,1,17
1079300,0,10
1079400,1,14
1079500,0,14
1079600,1,11
1079700,2,15
1079800,0,7
1079900,1,14
1080000,0,7
1080100,0,13
1080200,0,12
1080300,1,13
1080400,1,11
1080500,0,9
1080600,1,8
1080700,0,10
1080800,1,7
1080900,1,8
1081000,0,10
1081100,0,9
1081200,0,9
1081300,1,6
1081400,1,7
1081500,1,5
1081600,0,8
1081700,1,14
1081800,1,10
1081900,0,8
1082000,0,12
1082100,1,16
1082200,1,14
1082300,0,12
1082400,1,7
1082500,0,7
1082600,0,13
1082700,0,9
1082800,1,16
1082900,0,9
1083000,1,9
1083100,1,14
1083200,0,10
1083300,1,12
1083400,0,7
1083500,1,11
1083600,0,8
1083700,1,11
1083800,0,8
1083900,0,4
1084000,2,7
1084100,4,11
1084200,2,7
1084300,0,6
1084400,0,12
1084500,1,9
1084600,0,7
1084700,1,12
1084800,0,7
1084900,0,6
1085000,2,8
1085100,0,4
1085200,1,7
1085300,1,7
1085400,0,6
1085500,0,10
1085600,0,8
1085700,0,14
1085800,0,17
1085900,0,15
1086000,2,10
1086100,2,8
1086200,1,10
1086300,0,12
1086400,1,9
1086500,0,12
1086600,0,8
1086700,0,10
1086800,0,9
1086900,2,5
1087000,0,10
1087100,1,11
1087200,0,10
1087300,0,6
1087400,0,19
1087500,0,10
1087600,0,10
1087700,0,11
1087800,0,8
1087900,0,12
1088000,0,10
1088100,1,10
1088200,2,10
1088300,0,14
1088400,1,10
1088500,1,8
1088600,1,7
1088700,0,17
1088800,0,5
1088900,0,6
1089000,1,6
1089100,1,16
1089200,1,13
1089300,1,8
1089400,1,7
1089500,0,10
1089600,2,14
1089700,1,9
1089800,0,9
1089900,2,9
1090000,0,11
1090100,1,12
1090200,0,10
1090300,0,16
1090400,1,9
1090500,0,7
1090600,0,10
1090700,0,5
1090800,1,8
1090900,1,8
1091000,2,13
1091100,0,6
1091200,0,6
1091300,1,7
1091400,0,19
1091500,2,15
1091600,0,8
1091700,1,6
1091800,0,10
1091900,1,9
1092000,0,7
1092100,1,8
1092200,0,7
1092300,0,10
1092400,0,14
1092500,2,9
1092600,0,11
1092700,1,9
1092800,0,11
1092900,1,7
1093000,2,7
1093100,0,9
1093200,0,15
1093300,0,8
1093400,1,12
1093500,0,11
1093600,0,13
1093700,0,3
1093800,2,3
1093900,2,9
1094000,1,10
1094100,1,12
1094200,0,8
1094300,1,10
1094400,0,8
1094500,1,5
1094600,2,13
1094700,0,11
1094800,0,9
1094900,3,12
1095000,1,9
1095100,0,5
1095200,0,7
1095300,0,10
1095400,0,8
1095500,1,8
1095600,1,9
1095700,1,5
1095800,0,6
1095900,3,8
1096000,0,10
1096100,2,9
1096200,0,9
1096300,1,13
1096400,0,13
1096500,0,11
1096600,0,4
1096700,0,3
1096800,0,14
1096900,0,13
1097000,0,6
1097100,0,5
1097200,0,9
1097300,1,14
1097400,0,8
1097500,0,12
1097600,4,14
1097700,0,6
1097800,0,8
1097900,3,6
1098000,0,4
1098100,1,12
1098200,1,18
1098300,1,10
1098400,0,13
1098500,0,10
1098600,1,7
1098700,0,9
1098800,0,5
1098900,2,8
1099000,0,11
1099100,0,6
1099200,0,7
1099300,1,12
1099400,0,5
1099500,0,6
1099600,0,7
1099700,1,6
1099800,0,13
1099900,0,12
1100000,0,10
1100100,1,11
1100200,0,8
1100300,2,7
1100400,0,7
1100500,0,9
1100600,0,5
1100700,2,7
1100800,1,7
1100900,0,7
1101000,0,12
1101100,1,6
1101200,0,7
1101300,0,12
1101400,1,11
1101500,0,8
1101600,1,5
1101700,1,10
1101800,1,14
1101900,1,8
1102000,0,6
1102100,1,9
1102200,0,9
1102300,2,5
1102400,1,2
1102500,0,11
1102600,0,11
1102700,0,11
1102800,0,13
1102900,0,8
1103000,0,9
1103100,0,5
1103200,0,5
1103300,0,10
1103400,0,4
1103500,0,6
1103600,0,9
1103700,0,8
1103800,0,9
1103900,2,9
1104000,2,8
1104100,1,6
1104200,1,11
1104300,0,4
1104400,0,8
1104500,3,7
1104600,0,5
1104700,1,7
1104800,0,10
1104900,3,11
1105000,0,9
1105100,1,13
1105200,1,6
1105300,0,11
1105400,1,8
1105500,0,6
1105600,1,9
1105700,0,9
1105800,0,11
1105900,0,7
1106000,0,9
1106100,0,12
1106200,1,6
1106300,3,6
1106400,1,1
1106500,1,7
1106600,0,9
1106700,0,15
1106800,0,14
1106900,1,8
1107000,0,9
1107100,1,8
1107200,1,13
1107300,0,6
1107400,1,12
1107500,0,10
1107600,1,11
1107700,1,8
1107800,0,6
1107900,0,9
1108000,0,10
1108100,0,4
1108200,2,7
1108300,1,10
1108400,0,6
1108500,0,11
1108600,0,13
1108700,1,7
1108800,1,7
1108900,1,11
1109000,2,7
1109100,0,4
1109200,0,9
1109300,0,7
1109400,0,5
1109500,0,7
1109600,0,9
1109700,0,10
1109800,1,6
1109900,0,8
1110000,1,11
1110100,0,11
1110200,1,6
1110300,0,15
1110400,0,11
1110500,1,7
1110600,0,14
1110700,2,11
1110800,1,10
1110900,0,13
1111000,0,3
1111100,0,12
1111200,1,4
1111300,1,8
1111400,0,8
1111500,1,8
1111600,1,9
1111700,1,7
1111800,1,7
1111900,0,6
1112000,0,10
1112100,0,11
1112200,0,11
1112300,0,5
1112400,0,7
1112500,0,13
1112600,1,10
1112700,0,6
1112800,1,8
1112900,0,9
1113000,0,6
1113100,0,9
1113200,0,10
1113300,1,7
1113400,0,7
1113500,1,6
1113600,0,9
1113700,1,5
1113800,0,11
1113900,0,13
1114000,0,11
1114100,1,8
1114200,0,7
1114300,0,7
1114400,0,11
1114500,0,8
1114600,0,9
1114700,0,6
1114800,0,10
1114900,0,13
1115000,0,8
1115100,0,11
1115200,0,6
1115300,1,8
1115400,1,6
1115500,0,8
1115600,0,4
1115700,0,10
1115800,0,3
1115900,0,8
1116000,0,7
1116100,0,11
1116200,0,6
1116300,0,8
1116400,0,10
1116500,0,9
1116600,1,9
1116700,0,6
1116800,2,8
1116900,0,11
1117000,0,6
1117100,0,9
1117200,1,8
1117300,0,7
1117400,0,5
1117500,0,5
1117600,0,2
1117700,0,7
1117800,0,3
1117900,2,11
1118000,1,8
1118100,1,5
1118200,0,7
1118300,0,9
1118400,2,6
1118500,0,4
1118600,0,12
1118700,1,7
1118800,0,6
1118900,0,8
1119000,0,6
1119100,0,11
1119200,0,3
1119300,1,5
1119400,0,5
1119500,0,7
1119600,0,10
1119700,3,8
1119800,0,13
1119900,0,2
1120000,0,7
1120100,1,8
1120200,0,11
1120300,0,3
1120400,0,7
1120500,0,8
1120600,0,11
1120700,0,8
1120800,1,4
1120900,1,8
1121000,0,9
1121100,1,9
1121200,1,4
1121300,0,7
1121400,0,5
1121500,1,11
1121600,0,5
1121700,0,6
1121800,0,8
1121900,0,7
1122000,1,11
1122100,3,10
1122200,1,8
1122300,1,12
1122400,0,4
1122500,0,4
1122600,0,9
1122700,0,8
1122800,0,6
1122900,2,4
1123000,1,10
1123100,0,8
1123200,0,12
1123300,1,7
1123400,0,7
1123500,0,5
1123600,2,7
1123700,0,13
1123800,1,8
1123900,1,9
1124000,0,4
1124100,1,11
1124200,0,8
1124300,0,9
1124400,1,9
1124500,0,20
1124600,1,13
1124700,0,6
1124800,0,7
1124900,0,6
1125000,1,7
1125100,0,5
1125200,0,9
1125300,0,8
1125400,1,7
1125500,1,10
1125600,0,12
1125700,0,10
1125800,0,9
1125900,2,4
1126000,0,8
1126100,1,8
1126200,0,7
1126300,0,7
1126400,1,17
1126500,0,8
1126600,1,2
1126700,0,7
1126800,1,13
1126900,0,5
1127000,0,3
