Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
6000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.128231
6001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.644205
6002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.317153
6003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.628081
6004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.363286
6005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.424430
6006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,18.170628
6007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.541431
6008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,18.026101
6009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.485382
6010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.945570
6011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.350581
6012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.486583
6013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.359301
6014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.958136
6015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.207918
6016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.168732
6017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.997434
6018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.406943
6019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.270677
6020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.149404
6021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.240599
6022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.316784
6023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.216893
6024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.360835
6025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.625897
6026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.167785
6027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.726247
6028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.000753
6029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.557343
6030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.766809
6031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.206826
6032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.068954
6033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.398160
6034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.270000
6035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.987278
6036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.803092
6037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.227659
6038000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.117422
6039000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.175039
6040000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.706020
6041000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.307305
6042000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.562850
6043000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.267930
6044000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.355649
6045000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.701845
6046000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.566511
6047000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.453239
6048000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.902611
6049000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.221108
6050000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.080401
6051000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.026233
6052000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.117770
6053000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.660578
6054000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.150475
6055000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.846043
6056000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.600980
6057000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.541290
6058000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.573644
6059000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.516738
6060000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.984672
6061000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.015403
6062000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.613502
6063000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.714831
6064000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.118153
6065000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.693337
6066000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.979644
6067000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.062981
6068000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.372815
6069000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.410624
6070000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.863469
6071000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.884112
6072000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.447937
6073000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.502657
6074000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.391566
6075000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.332293
6076000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.005305
6077000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.694867
6078000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.928596
6079000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.168157
6080000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.941986
6081000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.072972
6082000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.009171
6083000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.883840
6084000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.049478
6085000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.062789
6086000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.075288
6087000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.429298
6088000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.569261
6089000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.727816
6090000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.378321
6091000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.786922
6092000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.373765
6093000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.340606
6094000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.131752
6095000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.043958
6096000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.456293
6097000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.101035
6098000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.066710
6099000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.941153
6100000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.348698
6101000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.912678
6102000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.990622
6103000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.155144
6104000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.739154
6105000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.100828
6106000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.701896
6107000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.485982
6108000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.317823
6109000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.243682
6110000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.947048
6111000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.075552
6112000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.453607
6113000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.078228
6114000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.666076
6115000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.043681
6116000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.485360
6117000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.528140
6118000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.289327
6119000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.386266
6120000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.303051
6121000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.712789
6122000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.069226
6123000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.800193
6124000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.752902
6125000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.864279
6126000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.971478
6127000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.546500
6128000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.079556
6129000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.088871
6130000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.038948
6131000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.994419
6132000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.046049
6133000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.593915
6134000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.893377
6135000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.691298
6136000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.904151
6137000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.611781
6138000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.622073
6139000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.907095
6140000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.802725
6141000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.003832
6142000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.375980
6143000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.784564
6144000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.518051
6145000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.157433
6146000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.545012
6147000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.556183
6148000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.674865
6149000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.208535
6150000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.061061
6151000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.050453
6152000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.290965
6153000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.047391
6154000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.784273
