Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.144785
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.071145
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.071145
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.071145
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.071145
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.307152
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.190095
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.165612
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.162355
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.157702
11000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.140335
12000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.147909
13000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.133919
14000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.153093
15000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.145633
16000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.144048
17000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.125843
18000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.130283
19000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.091858
20000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.097381
