Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.267216
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.213435
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.375511
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.273916
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,18.794672
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,21.142352
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.682414
11000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.137363
12000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,21.028872
13000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.205413
14000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.569943
15000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.151598
16000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.929952
17000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.193420
18000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.740139
19000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.370556
20000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.824615
21000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.925467
22000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.816724
23000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.148708
24000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.326652
25000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.881081
26000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,19.974970
27000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,12.338510
