cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,0
6300,21,15
6400,62,4
6500,57,0
6600,19,3
6700,11,4
6800,58,2
6900,62,3
7000,63,0
7100,58,3
7200,40,4
7300,17,4
7400,52,3
7500,65,0
7600,63,0
7700,63,0
7800,62,0
7900,40,2
8000,36,3
8100,29,0
8200,14,0
8300,12,0
8400,9,7
8500,4,5
8600,5,19
8700,12,26
8800,11,14
8900,28,19
9000,44,21
9100,38,24
9200,42,22
9300,35,22
9400,34,16
9500,32,26
9600,27,16
9700,5,18
9800,43,19
9900,44,21
10000,45,20
10100,48,18
10200,43,21
10300,45,18
10400,43,21
10500,29,27
10600,29,17
10700,20,21
10800,9,18
10900,6,12
11000,38,12
11100,9,9
11200,1,1
11300,0,3
11400,0,3
11500,2,1
11600,1,3
11700,1,2
11800,0,7
11900,1,5
12000,2,2
12100,1,6
12200,1,6
12300,2,4
12400,3,2
12500,2,8
12600,2,3
12700,1,6
12800,0,7
12900,0,2
13000,2,7
13100,1,2
13200,2,4
13300,1,6
13400,6,3
13500,2,7
13600,2,7
13700,4,13
13800,3,8
13900,5,18
14000,2,11
14100,2,13
14200,5,7
14300,3,11
14400,5,11
14500,3,9
14600,2,11
14700,5,11
14800,1,16
14900,4,8
15000,4,7
15100,5,11
15200,4,12
15300,1,11
15400,2,11
15500,4,9
15600,2,11
15700,3,10
15800,3,14
15900,4,13
16000,0,10
16100,4,8
16200,2,10
16300,0,5
16400,1,9
16500,3,14
16600,4,5
16700,3,6
16800,2,6
16900,2,4
17000,2,3
17100,0,4
17200,1,1
17300,4,5
17400,4,4
17500,3,6
17600,2,3
17700,2,6
17800,1,6
17900,2,3
18000,3,10
18100,1,8
18200,1,8
18300,1,6
18400,0,6
18500,4,7
18600,1,4
18700,0,5
18800,1,1
18900,2,3
19000,2,2
19100,0,4
19200,0,5
19300,3,4
19400,1,9
19500,2,2
19600,3,4
19700,4,4
19800,3,7
19900,0,6
20000,0,6
20100,0,5
20200,4,5
20300,5,3
20400,4,2
20500,4,8
20600,2,6
20700,2,5
20800,2,4
20900,0,6
21000,1,1
21100,0,6
21200,2,2
21300,2,4
21400,0,4
21500,2,2
21600,2,2
21700,1,3
21800,0,0
21900,3,2
22000,2,2
22100,1,6
22200,0,0
22300,1,3
22400,2,8
22500,1,5
22600,0,4
22700,2,2
22800,3,3
22900,1,7
23000,2,2
23100,0,2
23200,2,9
23300,1,2
23400,2,2
23500,1,6
23600,1,2
23700,1,3
23800,2,1
23900,0,7
24000,2,1
24100,3,3
24200,0,1
24300,1,2
24400,3,3
24500,1,3
24600,4,5
24700,1,5
24800,3,8
24900,0,3
25000,1,3
25100,1,4
25200,0,6
25300,1,4
25400,1,3
25500,2,4
25600,3,3
25700,1,1
25800,1,3
25900,2,4
26000,2,5
26100,1,4
26200,1,4
26300,0,4
26400,0,1
26500,2,3
26600,1,8
26700,0,4
26800,2,3
26900,1,4
27000,4,3
27100,1,7
27200,1,5
27300,0,4
27400,3,3
27500,1,5
27600,1,4
27700,1,3
27800,0,3
27900,1,2
28000,4,4
28100,1,4
28200,1,4
28300,0,2
28400,1,2
28500,1,3
28600,0,2
28700,2,5
28800,1,3
28900,2,3
29000,4,3
29100,1,4
29200,3,6
29300,0,2
29400,0,7
29500,1,1
29600,0,7
29700,0,3
29800,2,4
29900,1,5
30000,1,2
30100,2,2
30200,2,1
30300,1,1
30400,0,2
30500,0,3
30600,1,4
30700,1,4
30800,2,4
30900,0,7
31000,1,3
31100,0,4
31200,3,7
31300,0,4
31400,0,3
31500,0,4
31600,2,3
31700,3,2
31800,0,4
31900,1,7
32000,1,5
32100,0,0
32200,1,7
32300,0,2
32400,0,3
32500,0,1
32600,1,1
32700,0,1
32800,0,3
32900,1,2
33000,2,6
33100,1,2
33200,0,2
33300,0,2
33400,1,0
33500,1,1
33600,0,5
33700,0,5
33800,1,4
33900,0,2
34000,1,2
34100,0,3
34200,2,3
34300,3,6
34400,0,3
34500,0,2
34600,3,4
34700,1,5
34800,2,1
34900,1,1
35000,1,6
35100,1,3
35200,2,7
35300,0,5
35400,1,1
35500,1,4
35600,0,2
35700,0,5
35800,2,3
35900,2,0
36000,0,2
36100,0,4
36200,1,4
36300,0,3
36400,1,2
36500,1,2
36600,0,3
36700,0,3
36800,0,3
36900,0,2
37000,0,4
37100,1,5
37200,1,3
37300,0,6
37400,1,2
37500,1,6
37600,0,6
37700,0,7
37800,3,4
37900,0,1
38000,1,4
38100,1,2
38200,0,5
38300,0,5
38400,3,2
38500,1,3
38600,1,5
38700,2,1
38800,0,3
38900,0,0
39000,0,2
39100,1,7
39200,1,2
39300,1,3
39400,1,2
39500,0,2
39600,2,3
39700,0,2
39800,0,3
39900,0,2
40000,1,4
40100,0,0
40200,1,2
40300,2,1
40400,2,0
40500,1,1
40600,2,1
40700,0,2
40800,1,2
40900,1,1
41000,0,4
