cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,0
6300,25,18
6400,57,3
6500,42,2
6600,20,3
6700,18,3
6800,63,0
6900,62,1
7000,62,2
7100,66,1
7200,59,2
7300,61,3
7400,24,1
7500,22,7
7600,64,1
7700,64,0
7800,60,0
7900,50,3
8000,25,3
8100,27,3
8200,10,1
8300,12,0
8400,12,2
8500,11,3
8600,6,20
8700,16,29
8800,19,15
8900,33,22
9000,38,25
9100,33,20
9200,28,22
9300,17,18
9400,27,19
9500,14,22
9600,13,13
9700,31,27
9800,40,22
9900,41,15
10000,44,22
10100,39,23
10200,30,22
10300,33,20
10400,20,23
10500,23,14
10600,40,26
10700,47,15
10800,43,20
10900,45,18
11000,24,22
11100,16,14
11200,11,11
11300,2,2
11400,1,0
11500,0,5
11600,1,7
11700,2,3
11800,1,4
11900,3,4
12000,5,6
12100,2,4
12200,0,6
12300,2,7
12400,3,6
12500,3,3
12600,2,2
12700,2,6
12800,4,3
12900,3,2
13000,2,3
13100,0,6
13200,2,3
13300,1,4
13400,4,5
13500,5,9
13600,3,11
13700,4,12
13800,1,16
13900,2,16
14000,2,6
14100,9,13
14200,3,10
14300,1,14
14400,4,12
14500,4,10
14600,3,10
14700,3,6
14800,3,10
14900,4,7
15000,1,10
15100,1,15
15200,5,9
15300,3,12
15400,2,13
15500,2,6
15600,3,11
15700,7,11
15800,6,12
15900,1,5
16000,3,9
16100,0,10
16200,3,5
16300,3,9
16400,6,5
16500,3,11
16600,3,6
16700,1,6
16800,4,10
16900,2,6
17000,1,4
17100,1,4
17200,2,7
17300,2,3
17400,5,3
17500,4,4
17600,1,9
17700,1,5
17800,3,4
17900,3,6
18000,2,6
18100,1,7
18200,4,3
18300,1,5
18400,2,7
18500,0,10
18600,1,5
18700,2,4
18800,2,5
18900,7,4
19000,1,5
19100,1,1
19200,3,6
19300,2,4
19400,3,4
19500,1,3
19600,3,4
19700,3,6
19800,2,2
19900,1,2
20000,2,7
20100,2,5
20200,1,3
20300,2,1
20400,3,4
20500,1,3
20600,1,6
20700,0,7
20800,3,5
20900,0,4
21000,0,5
21100,0,5
21200,2,3
21300,1,2
21400,1,10
21500,3,5
21600,1,4
21700,1,2
21800,6,1
21900,3,4
22000,2,2
22100,0,4
22200,2,5
22300,1,6
22400,3,6
22500,1,7
22600,1,3
22700,1,3
22800,1,3
22900,1,3
23000,0,2
23100,2,4
23200,2,1
23300,4,5
23400,1,4
23500,2,3
23600,1,3
23700,1,5
23800,2,7
23900,4,10
24000,1,4
24100,2,6
24200,0,4
24300,2,5
24400,2,3
24500,2,4
24600,3,3
24700,1,5
24800,0,5
24900,0,7
25000,2,5
25100,0,5
25200,1,6
25300,0,9
25400,3,4
25500,1,4
25600,2,3
25700,3,6
25800,1,2
25900,1,3
26000,1,3
26100,3,8
26200,3,7
26300,2,2
26400,1,1
26500,1,2
26600,1,7
26700,2,7
26800,2,4
26900,1,4
27000,2,2
27100,2,5
27200,1,7
27300,0,0
27400,2,4
27500,1,2
27600,1,3
27700,2,5
27800,2,8
27900,1,2
28000,0,8
28100,1,5
28200,1,2
28300,2,1
28400,2,7
28500,1,4
28600,1,9
28700,0,6
28800,2,5
28900,3,5
29000,0,2
29100,3,5
29200,0,4
29300,0,4
29400,0,6
29500,3,5
29600,3,3
29700,0,1
29800,0,6
29900,0,1
30000,2,4
30100,0,3
30200,1,6
30300,2,3
30400,2,5
30500,0,2
30600,2,1
30700,1,1
30800,0,3
30900,0,2
31000,0,3
31100,0,6
31200,2,1
31300,0,2
31400,0,0
31500,0,4
31600,0,3
31700,0,6
31800,0,1
31900,0,5
32000,0,3
32100,0,2
32200,0,3
32300,3,2
32400,0,3
32500,0,4
32600,1,4
32700,1,1
32800,3,2
32900,1,1
33000,4,2
33100,1,2
33200,0,2
33300,1,2
33400,2,7
33500,4,2
33600,0,8
33700,0,1
33800,3,1
33900,0,4
34000,2,3
34100,3,2
34200,1,2
34300,1,3
34400,1,8
34500,2,3
34600,0,9
34700,0,3
34800,1,2
34900,0,2
35000,0,2
35100,2,2
35200,4,6
35300,1,0
35400,1,1
35500,0,4
35600,1,4
35700,1,6
35800,1,3
35900,0,2
36000,3,7
36100,2,2
36200,0,5
36300,0,5
36400,0,2
36500,1,4
36600,2,4
36700,0,2
36800,0,3
36900,1,2
37000,1,5
37100,0,7
37200,1,4
37300,1,3
37400,1,2
37500,2,1
37600,0,2
37700,0,4
37800,1,4
37900,0,1
38000,1,3
38100,1,2
38200,1,2
38300,1,3
38400,2,8
38500,0,9
38600,3,6
38700,1,4
38800,1,2
38900,2,3
39000,2,4
39100,0,0
39200,2,3
39300,0,2
39400,1,4
39500,2,3
39600,1,2
39700,1,1
39800,2,2
39900,0,2
40000,0,3
40100,0,5
40200,0,1
40300,2,4
40400,0,2
40500,0,1
40600,0,5
40700,0,1
40800,0,2
40900,1,1
41000,1,1
