cycle,row_hit,row_miss
5000,0,2
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,0
6300,16,20
6400,64,2
6500,56,0
6600,20,2
6700,15,3
6800,50,2
6900,61,1
7000,63,2
7100,57,1
7200,68,1
7300,56,2
7400,18,4
7500,28,4
7600,61,2
7700,62,0
7800,64,1
7900,58,0
8000,29,1
8100,16,2
8200,14,0
8300,10,1
8400,7,7
8500,0,7
8600,5,21
8700,4,20
8800,46,18
8900,36,27
9000,32,20
9100,13,15
9200,42,25
9300,48,15
9400,40,23
9500,36,26
9600,19,18
9700,30,18
9800,32,16
9900,43,21
10000,47,19
10100,39,26
10200,40,21
10300,32,23
10400,20,16
10500,41,23
10600,45,21
10700,44,18
10800,29,22
10900,8,17
11000,5,7
11100,0,5
11200,2,1
11300,1,0
11400,0,3
11500,0,3
11600,0,4
11700,2,2
11800,2,6
11900,1,5
12000,1,5
12100,0,4
12200,2,2
12300,0,4
12400,0,5
12500,3,3
12600,0,7
12700,3,3
12800,2,3
12900,2,5
13000,1,4
13100,5,8
13200,2,2
13300,2,5
13400,0,5
13500,4,9
13600,3,11
13700,7,16
13800,2,12
13900,4,16
14000,3,12
14100,5,5
14200,3,14
14300,5,11
14400,0,12
14500,3,13
14600,4,11
14700,5,8
14800,5,12
14900,2,5
15000,5,12
15100,4,11
15200,6,13
15300,3,9
15400,4,10
15500,5,11
15600,2,15
15700,5,14
15800,6,8
15900,2,10
16000,6,10
16100,4,7
16200,0,14
16300,2,9
16400,4,9
16500,0,6
16600,1,13
16700,4,8
16800,1,8
16900,0,8
17000,0,2
17100,2,5
17200,1,3
17300,2,4
17400,3,5
17500,3,6
17600,4,5
17700,3,3
17800,1,4
17900,4,5
18000,2,5
18100,1,4
18200,4,5
18300,2,1
18400,3,3
18500,0,12
18600,5,7
18700,1,3
18800,3,9
18900,0,9
19000,2,3
19100,3,6
19200,3,3
19300,2,3
19400,1,5
19500,4,8
19600,3,5
19700,2,3
19800,3,4
19900,7,3
20000,3,8
20100,4,4
20200,1,4
20300,1,3
20400,1,7
20500,3,3
20600,0,4
20700,1,7
20800,2,4
20900,0,4
21000,2,2
21100,3,4
21200,1,0
21300,1,2
21400,0,2
21500,0,3
21600,1,3
21700,1,3
21800,3,4
21900,0,1
22000,1,1
22100,2,5
22200,3,4
22300,2,4
22400,2,3
22500,2,1
22600,3,6
22700,2,6
22800,0,3
22900,1,3
