Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
10000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.940777
10001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.165519
10003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.105377
10004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.226694
10005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.923713
10006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.950133
10007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.094838
10009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.965860
10010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.072246
10011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.021224
10012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920573
10013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.952486
10016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920510
10017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.042645
10018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.950975
10020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920278
10021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.132159
10022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.207423
10023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.950382
10024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920510
10025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920998
10026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.919698
10027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920395
10028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.081350
10029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.984541
10030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.023031
10031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.983120
10033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.919487
10034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920395
10035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920531
10036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.070502
10037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10038000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.108397
10039000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.956449
10040000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10041000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.985841
10042000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.934820
10043000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920510
10044000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10045000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920510
10046000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
10047000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.973073
10048000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.950643
10049000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.135872
