Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.056593
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.674274
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.674274
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.674274
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.674274
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.213913
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,26.448423
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,24.748400
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.812320
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,25.535738
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.649854
