cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,40,5
6100,62,2
6200,62,1
6300,64,0
6400,56,18
6500,35,19
6600,11,18
6700,28,22
6800,38,20
6900,26,22
7000,37,21
7100,27,19
7200,8,19
7300,38,22
7400,26,21
7500,14,21
7600,22,15
7700,16,23
7800,34,23
7900,36,22
8000,22,21
8100,22,19
8200,42,23
8300,20,20
8400,14,24
8500,18,20
8600,16,20
8700,19,23
8800,28,21
8900,24,20
9000,14,18
9100,8,16
9200,12,25
9300,28,22
9400,24,19
9500,14,22
9600,33,25
9700,23,16
9800,8,23
9900,20,22
10000,23,21
10100,17,24
10200,21,20
10300,18,21
10400,19,25
10500,15,18
10600,18,19
10700,26,19
10800,28,26
10900,17,20
11000,15,21
11100,7,23
11200,28,22
11300,15,16
11400,20,23
11500,11,24
11600,5,20
11700,10,22
11800,5,18
11900,4,20
12000,1,25
12100,2,22
12200,6,15
12300,1,29
12400,0,18
12500,2,20
12600,2,23
12700,5,21
12800,2,21
12900,0,22
13000,6,16
13100,3,27
13200,1,22
13300,3,16
13400,2,23
13500,3,24
13600,4,18
13700,2,21
13800,4,21
13900,4,17
14000,2,24
14100,3,20
14200,1,21
14300,0,23
14400,3,18
14500,2,25
14600,5,19
14700,5,18
14800,1,26
14900,4,15
15000,2,22
15100,2,27
15200,3,21
15300,3,15
15400,1,22
15500,4,21
15600,0,26
15700,3,17
15800,6,27
15900,4,18
16000,2,24
16100,2,17
16200,2,23
16300,1,20
16400,5,23
16500,6,23
16600,3,19
16700,2,23
16800,3,17
16900,0,26
17000,4,20
17100,4,19
17200,2,25
17300,2,21
17400,1,20
17500,3,21
17600,1,21
17700,3,19
17800,5,17
17900,0,27
18000,0,22
18100,0,21
18200,3,23
18300,6,19
18400,1,23
18500,1,22
18600,2,20
18700,4,18
18800,8,19
18900,0,22
19000,4,17
19100,2,24
19200,1,23
19300,2,15
19400,2,23
19500,4,19
19600,1,24
19700,1,24
19800,2,22
19900,3,17
20000,2,26
20100,0,21
20200,1,22
20300,0,17
20400,1,25
20500,1,18
20600,5,19
20700,3,27
20800,1,21
20900,2,18
21000,3,22
21100,1,22
21200,2,16
21300,6,24
21400,1,19
21500,4,26
21600,0,20
21700,2,21
21800,2,20
21900,1,21
22000,2,22
22100,3,22
22200,0,19
22300,8,19
22400,2,25
22500,3,20
22600,1,20
22700,11,21
22800,16,19
22900,3,26
23000,7,19
23100,10,23
23200,1,22
23300,2,20
23400,2,19
23500,0,21
23600,3,21
23700,0,20
23800,4,22
23900,1,22
24000,3,21
24100,3,20
24200,2,15
24300,2,23
24400,7,17
24500,5,19
24600,5,19
24700,5,15
24800,3,18
24900,0,25
25000,1,21
25100,1,21
25200,1,23
25300,0,22
25400,4,25
25500,1,20
25600,0,21
25700,5,22
25800,3,21
25900,0,21
26000,2,19
26100,0,21
26200,3,21
26300,0,21
26400,1,21
26500,0,22
26600,1,22
26700,1,21
26800,0,20
26900,1,23
27000,3,21
27100,3,22
27200,0,21
27300,1,22
27400,0,22
27500,0,20
27600,1,21
27700,0,22
27800,1,19
27900,2,21
28000,2,23
28100,2,23
28200,0,20
28300,0,21
28400,1,22
28500,1,18
28600,2,23
28700,1,22
28800,0,22
28900,0,20
29000,1,21
29100,2,23
29200,1,20
29300,2,23
29400,1,20
29500,1,21
29600,3,21
29700,1,23
29800,0,18
29900,1,25
30000,2,20
30100,0,21
30200,3,22
30300,1,22
30400,1,20
30500,0,20
30600,1,20
30700,2,21
30800,1,20
30900,0,22
31000,3,20
31100,1,22
31200,2,21
31300,1,21
31400,0,21
31500,2,20
31600,1,21
31700,1,23
31800,3,20
31900,1,21
32000,1,23
32100,1,21
32200,1,21
32300,2,21
32400,1,22
32500,3,21
32600,3,22
32700,2,21
32800,3,21
32900,4,22
33000,1,20
33100,1,22
33200,0,20
33300,2,21
33400,1,21
33500,0,21
33600,1,21
33700,3,22
33800,3,23
33900,1,20
34000,2,20
34100,0,22
34200,3,21
34300,1,21
34400,0,21
34500,0,22
34600,0,21
34700,0,22
34800,2,20
34900,1,23
35000,2,21
35100,1,21
35200,0,19
35300,0,25
35400,1,20
35500,1,19
35600,1,22
35700,1,21
35800,3,21
35900,0,21
36000,0,23
36100,0,17
36200,2,22
36300,2,21
36400,4,18
36500,1,22
36600,0,21
36700,2,21
36800,0,23
36900,3,21
37000,0,21
37100,1,22
37200,3,21
37300,0,22
37400,0,22
37500,0,20
37600,3,22
37700,3,21
37800,0,20
37900,1,24
38000,1,19
38100,0,21
38200,1,19
38300,0,23
38400,1,23
38500,2,21
38600,2,20
38700,0,22
38800,1,22
38900,3,20
39000,3,19
39100,1,24
39200,2,22
39300,1,21
39400,0,19
39500,2,18
39600,2,27
39700,0,20
39800,4,23
39900,0,19
40000,2,23
40100,1,20
40200,2,23
40300,3,21
40400,1,22
40500,2,19
40600,1,20
40700,2,22
40800,1,23
40900,0,19
41000,1,22
