kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
cc_base.1.sm_75.ptx 241 : 341158 1262472 0 0 0 0 0 0 1223 
cc_base.1.sm_75.ptx 240 : 341158 2154432 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 239 : 341158 2137911 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 238 : 341158 82501531 0 0 0 45024 11422 0 0 
cc_base.1.sm_75.ptx 237 : 341158 3162198 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 236 : 341158 3131316 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 235 : 341158 1556677 0 0 0 44589 11422 0 0 
cc_base.1.sm_75.ptx 244 : 165120 926464 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 232 : 164610 337593 0 0 0 0 0 0 224 
cc_base.1.sm_75.ptx 231 : 164610 1026796 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 230 : 164610 25454046 0 0 0 15672 5145 0 0 
cc_base.1.sm_75.ptx 229 : 164610 1536402 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 228 : 164610 1520178 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 227 : 164610 87070652 437440 0 0 20577 5145 0 0 
cc_base.1.sm_75.ptx 226 : 164610 1690994 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 225 : 164610 1878386 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 223 : 165120 2910 0 0 0 0 0 0 3 
cc_base.1.sm_75.ptx 222 : 165120 1371936 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 221 : 165120 1849792 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 220 : 165120 1153024 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 219 : 165120 1031904 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 218 : 165120 1066624 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 217 : 165120 1329952 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 216 : 165120 2114496 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 215 : 165120 2003584 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 201 : 165120 892992 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 170 : 91 901 0 0 0 60 36 0 0 
cc_base.1.sm_75.ptx 169 : 91 709 0 0 0 36 36 0 0 
cc_base.1.sm_75.ptx 102 : 164610 1526898 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 87 : 41807 385207 0 0 0 6824 1711 0 0 
cc_base.1.sm_75.ptx 86 : 41807 349514 0 0 0 1711 1711 0 0 
cc_base.1.sm_75.ptx 84 : 59366 110806 0 0 0 0 0 0 1 
cc_base.1.sm_75.ptx 83 : 59366 403739 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 82 : 59366 17489831 9952 0 0 13409 4071 0 0 
cc_base.1.sm_75.ptx 81 : 59366 568812 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 80 : 59366 609658 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 79 : 59366 560948 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 78 : 59366 620605 0 0 0 0 0 0 0 
cc_base.1.sm_75.ptx 77 : 59366 556693 0 0 0 0 0 0 0 
