kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
spmv_base.1.sm_75.ptx 124 : 26615 116335 0 0 0 0 0 0 1177 
spmv_base.1.sm_75.ptx 123 : 26615 163440 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 122 : 26615 293275 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 121 : 26615 268265 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 120 : 26615 242694 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 119 : 26615 240549 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 118 : 26615 2313290 76480 0 0 26440 20272 0 0 
spmv_base.1.sm_75.ptx 117 : 26615 8322433 396128 0 0 26608 20272 0 0 
spmv_base.1.sm_75.ptx 116 : 26615 242631 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 115 : 26615 242244 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 114 : 26615 2300695 76448 0 0 26440 20272 0 0 
spmv_base.1.sm_75.ptx 113 : 26615 240827 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 112 : 26615 3034713 122976 0 0 26445 20272 0 0 
spmv_base.1.sm_75.ptx 111 : 26615 8269625 387584 0 0 26607 20272 0 0 
spmv_base.1.sm_75.ptx 110 : 26615 242365 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 109 : 26615 242752 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 108 : 26615 3015812 122944 0 0 26445 20272 0 0 
spmv_base.1.sm_75.ptx 107 : 26615 240653 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 106 : 26615 2382921 76544 0 0 26426 20272 0 0 
spmv_base.1.sm_75.ptx 105 : 26615 8223717 376224 0 0 26604 20272 0 0 
spmv_base.1.sm_75.ptx 104 : 26615 242232 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 103 : 26615 242249 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 102 : 26615 2368525 76512 0 0 26426 20272 0 0 
spmv_base.1.sm_75.ptx 101 : 26615 240774 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 82 : 39005 55208 0 0 0 0 0 0 4488 
spmv_base.1.sm_75.ptx 81 : 39005 246967 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 80 : 39005 463820 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 58 : 30403 280029 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 56 : 456626 2362750 0 0 0 0 0 0 10040 
spmv_base.1.sm_75.ptx 55 : 456626 3004972 0 0 0 0 0 0 0 
spmv_base.1.sm_75.ptx 54 : 456626 248275920 1123552 0 0 128426 14270 0 0 
