cycle,row_hit,row_miss
5000,0,0
5100,0,0
5200,0,0
5300,0,0
5400,0,0
5500,0,0
5600,0,0
5700,0,0
5800,0,0
5900,0,0
6000,0,0
6100,0,0
6200,0,20
6300,48,13
6400,51,15
6500,58,6
6600,55,9
6700,51,13
6800,46,19
6900,43,22
7000,44,19
7100,38,22
7200,32,25
7300,28,20
7400,23,21
7500,29,20
7600,43,24
7700,26,19
7800,39,23
7900,42,21
8000,42,21
8100,44,19
8200,27,26
8300,27,20
8400,17,21
8500,16,20
8600,21,22
8700,15,18
8800,9,23
8900,21,21
9000,12,22
9100,10,24
9200,10,18
9300,2,24
9400,0,22
9500,0,20
9600,2,22
9700,2,21
9800,2,21
9900,0,22
10000,2,19
10100,5,23
10200,3,19
10300,0,19
10400,7,20
10500,4,23
10600,1,25
10700,5,17
10800,1,24
10900,1,22
11000,2,21
11100,1,18
11200,0,23
11300,1,21
11400,5,23
11500,5,17
11600,0,27
11700,2,21
11800,3,19
11900,3,21
12000,2,16
12100,3,26
12200,11,18
12300,3,22
12400,1,20
12500,0,19
12600,0,19
12700,1,22
12800,3,21
12900,3,23
13000,6,16
13100,4,27
13200,4,10
13300,2,27
13400,1,24
13500,1,21
13600,6,13
13700,4,21
13800,4,22
13900,1,21
14000,3,20
14100,0,20
14200,6,25
14300,4,20
14400,5,21
14500,4,19
14600,3,22
14700,0,19
14800,3,17
14900,6,19
15000,4,20
15100,2,22
15200,3,25
15300,2,20
15400,4,24
15500,4,20
15600,1,17
15700,4,26
15800,1,21
15900,0,22
16000,4,13
16100,3,21
16200,1,19
16300,5,24
16400,4,23
16500,2,19
16600,4,24
16700,2,21
16800,2,14
16900,3,21
17000,2,15
17100,3,22
17200,2,25
17300,2,19
17400,4,18
17500,0,28
17600,0,20
17700,1,21
17800,2,19
17900,4,24
18000,2,14
18100,1,28
18200,2,15
18300,3,25
18400,1,19
18500,0,24
18600,3,20
18700,4,24
18800,2,19
18900,1,21
19000,14,18
19100,1,24
19200,2,21
19300,2,22
19400,1,22
19500,0,17
19600,1,26
19700,3,20
19800,1,19
19900,10,18
20000,1,25
20100,2,21
20200,1,20
20300,0,24
20400,4,16
20500,8,21
20600,2,18
20700,1,14
20800,1,17
20900,1,19
21000,0,23
21100,0,24
21200,2,23
21300,1,23
21400,0,19
21500,0,24
21600,2,20
21700,1,20
21800,0,21
21900,3,21
22000,0,18
22100,1,24
22200,2,21
22300,4,23
22400,7,20
22500,1,18
22600,1,24
22700,0,21
22800,3,21
22900,2,23
23000,2,20
23100,2,22
23200,2,20
23300,2,21
23400,4,25
23500,6,19
23600,1,20
23700,1,22
23800,2,21
23900,2,21
24000,2,20
24100,3,22
24200,2,20
24300,6,22
24400,4,24
24500,1,20
24600,2,22
24700,1,21
24800,1,21
24900,2,22
25000,0,18
25100,0,24
25200,1,21
25300,2,21
25400,0,21
25500,2,20
25600,2,22
25700,3,20
25800,3,22
25900,0,21
26000,1,21
26100,3,19
26200,0,20
26300,0,22
26400,2,23
26500,1,20
26600,1,21
26700,1,20
26800,1,22
26900,0,22
27000,2,23
27100,3,19
27200,2,23
27300,1,22
27400,1,18
27500,5,21
27600,2,24
27700,1,19
27800,0,20
27900,3,23
28000,3,20
28100,0,20
28200,0,21
28300,1,22
28400,3,20
28500,4,22
28600,0,21
28700,1,23
28800,1,17
28900,2,21
29000,0,21
29100,2,22
29200,1,18
29300,1,21
29400,0,26
29500,1,19
29600,1,22
29700,1,22
29800,0,23
29900,0,19
30000,0,21
30100,1,19
30200,0,22
30300,1,20
30400,1,22
30500,0,16
30600,1,23
30700,2,20
30800,2,24
30900,0,21
31000,0,20
31100,4,22
31200,2,20
31300,0,20
31400,1,16
31500,2,13
31600,0,11
31700,0,19
31800,1,26
31900,2,19
32000,1,20
32100,0,27
32200,1,19
32300,2,25
32400,0,18
32500,0,22
32600,0,22
32700,1,20
32800,2,20
32900,0,17
33000,0,21
33100,1,19
33200,0,25
33300,0,22
33400,1,17
33500,1,22
33600,0,21
33700,0,27
33800,0,20
33900,1,17
34000,0,21
34100,0,17
34200,2,17
34300,0,12
34400,0,16
34500,1,17
34600,0,19
34700,2,20
34800,0,23
34900,0,21
35000,0,19
35100,0,9
35200,1,21
35300,0,16
35400,0,18
35500,1,10
35600,0,10
35700,0,20
35800,0,20
35900,1,15
36000,0,22
36100,1,10
36200,0,16
36300,2,17
36400,0,21
36500,0,20
36600,0,18
36700,0,28
36800,0,13
36900,0,20
37000,3,20
37100,1,17
37200,0,13
37300,0,9
37400,0,20
37500,0,18
37600,0,25
37700,0,21
37800,1,23
37900,0,19
38000,2,21
38100,1,23
38200,0,17
38300,0,15
38400,0,10
38500,0,17
38600,1,17
38700,0,23
38800,0,21
38900,0,19
39000,0,18
39100,0,17
39200,0,15
39300,0,10
39400,0,7
39500,0,13
39600,0,19
39700,1,16
39800,4,26
39900,1,25
40000,0,21
40100,0,17
40200,0,21
40300,0,20
40400,1,22
40500,1,16
40600,0,19
40700,0,24
40800,1,23
40900,0,21
41000,0,17
