Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.355604
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035573
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035573
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035573
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035573
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,16.796257
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.691673
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,4.164635
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.432995
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,7.202312
11000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,11.299016
12000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,20.561060
13000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,5.299996
14000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,4.316436
15000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.593069
16000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.288701
17000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,13.028775
18000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,7.798182
19000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,10.225394
20000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,9.974196
21000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.173598
22000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.335020
23000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,8.211470
24000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,7.229955
25000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,6.242516
26000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,9.213252
