cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,11,34,133,48,11
5500,0,54,19,113,81,54
5600,0,43,22,157,61,43
5700,0,4,3,254,10,4
5800,0,36,5,141,24,36
5900,0,38,10,198,21,38
6000,0,66,5,185,29,66
6100,0,32,2,109,14,32
6200,0,1,10,0,7,1
6300,0,0,12,0,5,0
6400,0,1,17,0,10,1
6500,0,3,10,0,13,3
6600,0,1,10,0,1,1
6700,0,2,5,0,1,2
6800,0,2,9,0,10,2
6900,0,2,21,0,13,2
7000,0,5,70,122,11,5
7100,0,2,33,9,11,2
7200,0,1,55,6,12,1
7300,1,4,68,230,17,4
7400,3,6,61,129,22,6
7500,7,1,11,13,5,1
7600,26,0,1,0,1,0
7700,15,0,10,0,3,0
7800,7,0,2,0,1,0
7900,13,0,2,0,1,0
8000,10,0,2,0,0,0
8100,22,0,17,0,2,0
8200,17,1,15,0,2,1
8300,30,0,19,0,1,0
8400,44,0,32,0,9,0
8500,23,0,9,0,3,0
8600,26,0,14,0,4,0
8700,16,0,6,0,7,0
8800,53,0,15,0,4,0
8900,23,0,14,0,3,0
9000,8,0,3,0,0,0
9100,29,0,17,0,9,0
9200,26,0,12,0,3,0
9300,41,0,17,0,9,0
9400,12,0,5,0,2,0
9500,44,0,16,0,5,0
9600,39,0,21,0,2,0
9700,25,0,17,0,7,0
9800,31,0,28,0,7,0
9900,26,0,5,0,7,0
10000,38,0,21,0,6,0
10100,26,0,11,0,1,0
10200,37,0,16,0,6,0
10300,21,0,13,0,5,0
10400,48,0,28,0,12,0
10500,17,0,7,0,1,0
10600,39,0,31,0,4,0
10700,30,0,5,0,9,0
10800,29,0,14,0,3,0
10900,16,0,9,0,4,0
11000,32,0,15,0,5,0
11100,24,0,11,0,2,0
11200,16,0,11,0,2,0
11300,41,0,22,0,8,0
11400,23,0,14,0,2,0
11500,31,1,21,0,4,1
11600,39,0,10,0,0,0
11700,35,0,27,0,5,0
11800,36,0,15,0,1,0
11900,25,0,1,0,1,0
12000,29,0,22,0,3,0
12100,33,0,11,0,4,0
12200,30,0,24,0,5,0
12300,22,0,10,0,4,0
12400,30,0,7,0,0,0
12500,44,0,28,0,2,0
12600,27,0,13,0,5,0
12700,25,0,11,0,5,0
12800,8,0,2,0,4,0
12900,60,0,27,0,1,0
13000,29,0,15,0,6,0
13100,15,0,3,0,1,0
13200,15,0,12,0,4,0
13300,45,0,9,0,1,0
13400,30,0,19,0,4,0
13500,14,0,3,0,0,0
13600,7,0,3,0,1,0
13700,44,0,32,0,5,0
13800,28,0,15,0,1,0
13900,18,0,10,0,2,0
14000,7,0,2,0,0,0
14100,32,0,5,0,7,0
14200,23,0,12,0,3,0
14300,19,0,7,0,5,0
14400,15,0,12,0,0,0
14500,29,0,27,0,9,0
14600,33,0,16,0,3,0
14700,10,0,7,0,3,0
14800,10,0,2,0,1,0
14900,33,0,3,0,3,0
15000,15,0,3,0,2,0
15100,6,0,5,0,3,0
15200,12,0,11,0,3,0
15300,28,0,26,0,5,0
15400,18,0,15,0,5,0
15500,11,0,6,0,2,0
15600,12,0,3,0,4,0
15700,29,0,9,0,4,0
15800,22,0,5,0,3,0
15900,10,0,5,0,0,0
16000,13,0,12,0,4,0
16100,30,0,16,0,8,0
16200,23,0,16,0,3,0
16300,5,1,1,0,0,1
16400,21,0,4,0,3,0
16500,28,0,16,0,4,0
16600,30,0,12,0,2,0
16700,2,0,1,0,0,0
16800,24,0,21,0,5,0
16900,34,0,17,0,2,0
17000,24,0,9,0,0,0
17100,20,0,11,0,1,0
17200,26,0,11,0,2,0
17300,21,0,5,0,5,0
17400,11,0,6,0,0,0
17500,10,0,5,0,1,0
17600,24,0,10,0,1,0
17700,32,0,29,0,6,0
17800,10,0,4,0,0,0
17900,13,0,10,0,4,0
18000,30,0,10,0,1,0
18100,46,0,21,0,2,0
18200,10,0,8,0,4,0
18300,14,0,6,0,1,0
18400,3,0,3,0,0,0
18500,47,0,12,0,4,0
18600,5,0,3,0,1,0
18700,13,0,10,0,1,0
18800,2,0,7,0,3,0
18900,41,0,20,0,5,0
19000,17,0,15,0,2,0
19100,8,0,0,0,0,0
