kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 124 : 68144 306791 0 0 0 0 0 0 2840 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 123 : 68144 418603 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 122 : 68144 749725 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 121 : 68144 687532 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 120 : 68144 620243 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 119 : 68144 616029 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 118 : 68144 7019017 211744 0 0 67392 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 117 : 68144 14263559 411744 0 0 61962 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 116 : 68144 620254 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 115 : 68144 619675 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 114 : 68144 6981428 211712 0 0 67321 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 113 : 68144 615863 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 112 : 68144 6656283 225216 0 0 67331 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 111 : 68144 14302566 408032 0 0 62170 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 110 : 68144 620480 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 109 : 68144 619584 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 108 : 68144 6625225 225312 0 0 67315 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 107 : 68144 615984 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 106 : 68144 7137969 228800 0 0 67385 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 105 : 68144 14287852 396800 0 0 62385 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 104 : 68144 620192 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 103 : 68144 619605 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 102 : 68144 7103944 228448 0 0 67362 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 101 : 68144 616079 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 130 : 456704 2441664 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 127 : 456626 2055688 0 0 0 57079 14270 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 100 : 68144 8177979 262304 0 0 67403 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 58 : 41426 381116 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 56 : 456626 2285778 0 0 0 0 0 0 11610 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 55 : 456626 2957740 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 54 : 456626 244548658 1152448 0 0 128426 14270 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 53 : 456626 245715830 2500576 0 0 114157 14270 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 52 : 456626 5535106 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 51 : 456626 4683426 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 50 : 456626 193975764 1702880 0 0 57079 14270 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 49 : 456626 4546210 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 48 : 456626 4563508 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 47 : 456626 3143166 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 46 : 456626 2913964 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 44 : 456704 468 0 0 0 0 0 0 1 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 43 : 456704 3044096 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 59 : 41426 256304 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 30 : 456704 3690688 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 60 : 41426 260243 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 31 : 456704 11531808 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 90 : 8454 77808 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 32 : 456704 5649440 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 91 : 8454 77088 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 33 : 456704 5851392 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 92 : 8454 77421 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 34 : 456704 5945216 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 93 : 8454 86012 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 35 : 456704 6160192 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 36 : 456704 4916480 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 37 : 456704 3031456 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 96 : 68144 8163138 262560 0 0 67463 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 38 : 456704 2920928 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 97 : 68144 620057 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 39 : 456704 2859648 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 98 : 68144 620717 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 40 : 456704 2842272 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 99 : 68144 14331288 388064 0 0 62662 48118 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 41 : 456704 2828672 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 42 : 456704 4529664 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 61 : 41426 263422 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 62 : 41426 15819 0 0 0 0 0 0 1995 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 64 : 38475 358256 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 65 : 38475 353612 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 66 : 38475 392895 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 67 : 38475 315488 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 71 : 55556 17555353 392000 0 0 34581 20606 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 72 : 55556 512677 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 73 : 55556 509938 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 74 : 55556 22839768 632928 0 0 55248 20606 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 75 : 55556 18659951 391712 0 0 34585 20606 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 76 : 55556 505235 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 77 : 55556 523182 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 78 : 55556 575644 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 79 : 55556 624461 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 80 : 55556 661394 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 81 : 55556 347253 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 82 : 55556 92385 0 0 0 0 0 0 7159 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 85 : 41426 260275 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 86 : 41426 380794 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 87 : 41426 258788 0 0 0 0 0 0 0 
spmv_base_L2_100__higgsTwitterRetweet.1.sm_75.ptx 88 : 41426 176624 0 0 0 0 0 0 3590 
