cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
5000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5100,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400,30.400
5200,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560,34.560
5300,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320
5400,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160,28.160
5500,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520,11.520
5600,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.640,0.960,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640,0.640
5700,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,1.280,0.960,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.600,1.600,1.600
5800,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.280,1.280,1.280
5900,2.240,0.960,6.080,2.240,0.960,5.760,2.240,0.960,4.480,2.240,0.960,4.480,2.240,0.960,4.160,2.240,0.960,4.160,2.240,2.240,2.240,2.240,2.240,2.240,2.240,2.240,2.240,0.640,2.240,2.240
6000,5.440,7.680,2.560,5.440,7.680,2.880,5.440,6.720,4.160,5.440,6.720,4.160,5.440,6.720,4.480,5.440,6.720,4.480,5.440,5.440,6.400,5.440,5.440,6.400,5.440,5.440,6.400,7.040,5.440,6.400
6100,6.210,3.470,6.310,5.780,2.350,5.400,5.090,3.260,6.120,5.010,2.880,6.190,5.190,2.880,5.500,4.860,2.200,6.010,4.460,2.080,4.830,4.160,1.920,4.860,3.870,2.130,4.620,2.560,2.150,4.360
6200,2.740,6.140,4.150,2.690,4.880,3.020,2.400,4.450,2.880,2.790,4.510,2.500,2.020,4.850,2.030,1.950,4.300,2.770,2.730,5.230,3.320,2.450,5.270,3.270,1.500,4.570,3.570,4.140,5.470,3.100
6300,9.440,7.310,5.900,7.790,6.520,5.800,7.670,6.000,4.630,7.750,7.740,5.050,7.240,6.280,5.300,4.710,5.990,4.750,2.550,3.250,3.560,2.450,2.560,3.590,0.640,0.320,1.780,0.640,0.320,1.730
6400,7.120,7.480,7.340,6.050,4.990,8.230,5.050,4.810,8.100,5.420,4.930,7.490,5.810,5.570,7.880,6.820,5.960,6.200,5.210,5.050,5.320,5.990,4.890,4.730,5.040,5.460,4.880,5.860,5.830,5.610
6500,5.630,3.990,7.170,4.860,3.790,3.970,5.050,3.650,2.560,4.620,3.480,2.400,4.520,3.670,3.800,4.020,3.980,3.990,2.420,6.020,5.880,3.320,4.610,5.970,4.850,6.190,6.210,5.930,6.100,5.960
6600,9.350,6.270,10.640,9.010,6.260,8.350,7.040,5.380,6.250,6.470,5.480,5.630,1.870,2.180,2.640,2.620,2.170,3.100,6.700,4.220,2.120,7.440,4.190,2.270,6.650,5.440,2.410,7.000,5.010,3.400
6700,11.280,7.560,8.200,11.760,6.050,9.680,6.440,4.460,3.490,3.280,4.930,3.790,5.240,4.930,6.590,3.190,4.230,6.090,2.990,3.500,7.240,1.920,2.960,6.640,1.920,3.330,7.550,0.960,3.500,6.010
6800,12.890,13.320,11.420,12.230,14.270,9.360,9.340,2.390,4.510,9.810,2.940,4.380,7.840,4.130,3.160,7.380,3.550,3.790,8.720,6.320,2.630,8.620,5.330,3.240,6.500,5.800,4.250,7.010,4.550,4.640
6900,2.000,7.580,2.130,1.900,7.790,6.070,5.100,5.710,9.480,3.040,6.280,9.350,7.030,5.750,6.860,4.290,5.840,4.130,3.470,2.910,4.280,2.200,2.440,5.840,3.610,2.590,4.770,4.790,4.240,3.200
7000,0.900,1.670,0.300,0.180,3.740,0.630,2.980,4.090,5.880,4.100,5.260,6.630,4.910,3.650,10.080,6.520,2.670,9.060,4.970,9.070,8.680,4.330,8.260,8.130,4.170,0.000,3.840,3.640,0.000,7.140
7100,0.920,0.970,0.360,0.210,0.450,0.520,3.720,6.070,6.220,7.600,5.710,5.820,6.710,7.370,5.730,8.350,7.420,8.910,9.570,6.190,6.030,8.780,8.430,7.750,8.030,11.200,8.780,8.950,11.250,8.400
7200,2.360,1.900,1.840,1.720,0.920,1.830,2.440,7.860,2.310,2.000,7.760,1.680,4.900,7.880,2.460,5.640,6.910,1.510,8.860,7.390,6.620,10.300,6.300,5.990,11.740,6.070,6.520,11.310,7.000,5.670
7300,3.090,3.530,4.460,4.040,3.240,3.000,1.240,2.620,1.720,1.040,3.520,2.200,1.430,4.640,2.770,1.700,5.750,2.520,3.120,4.790,2.070,2.910,4.380,2.650,1.590,9.040,2.980,3.920,8.270,2.650
7400,0.560,1.490,0.900,1.080,1.420,2.160,1.130,0.540,0.870,2.230,0.210,3.760,1.350,0.450,2.440,0.410,0.560,1.510,0.750,0.390,0.860,0.580,1.150,1.310,0.830,0.970,1.660,0.600,1.200,1.400
7500,4.100,0.190,0.570,0.270,0.400,1.130,1.370,1.470,1.480,3.370,0.480,1.340,1.650,0.530,1.820,1.540,0.240,1.400,0.160,1.170,1.430,0.520,1.260,1.680,0.780,0.710,0.550,0.330,0.390,2.020
7600,3.720,0.930,1.880,0.870,1.940,1.970,1.320,1.700,3.730,1.850,1.670,4.590,4.440,0.220,2.900,1.210,1.040,3.560,1.450,0.480,2.680,0.380,2.370,3.230,1.480,0.410,2.440,1.180,0.270,1.180
7700,1.710,0.390,0.900,1.990,1.370,0.750,2.200,1.200,3.030,1.440,3.770,2.380,1.540,0.380,0.490,1.390,1.100,1.450,1.040,3.870,1.500,0.450,1.630,2.530,2.170,0.320,0.410,1.360,1.090,2.590
7800,1.160,3.130,1.980,2.270,1.950,2.120,3.460,2.540,2.640,0.750,1.390,2.680,1.390,2.840,1.290,2.860,1.240,2.990,4.780,2.020,2.010,0.720,3.370,3.090,1.920,1.070,1.220,0.540,1.360,2.230
7900,2.450,3.190,2.770,2.710,2.340,1.230,2.510,2.330,2.380,3.860,1.710,1.090,1.810,5.490,2.810,2.110,2.960,3.180,2.860,2.550,3.090,1.220,2.130,1.610,2.310,2.510,3.980,0.960,1.260,1.650
8000,3.890,2.360,3.030,1.320,2.970,1.490,4.160,1.260,1.790,4.300,2.850,1.040,2.650,2.480,2.360,1.960,1.070,2.710,1.530,1.120,3.050,2.750,1.670,2.560,1.750,1.370,1.910,2.780,3.060,2.070
8100,2.570,2.610,1.350,2.800,2.490,4.240,3.420,2.500,4.380,1.820,3.080,4.050,2.730,1.900,3.330,1.420,3.680,2.790,1.480,4.660,2.010,3.560,2.330,3.340,1.500,3.450,5.570,1.750,3.260,1.890
8200,4.670,3.860,4.670,3.230,2.900,1.940,3.600,1.610,2.790,2.070,0.830,3.140,3.980,2.850,5.520,2.370,4.400,1.630,1.730,3.140,1.750,6.820,1.850,2.010,2.500,3.340,3.580,3.940,2.800,4.910
8300,5.180,2.390,6.120,5.420,3.960,5.860,1.730,2.620,2.250,1.350,1.880,4.300,1.520,4.600,1.780,3.200,2.460,2.950,4.020,2.930,3.160,3.370,1.310,4.650,3.150,5.200,2.210,6.810,2.400,3.770
8400,2.380,7.410,7.560,4.070,6.080,4.320,3.020,6.540,3.930,4.290,3.200,2.250,3.570,4.710,5.860,4.500,4.310,3.810,8.090,4.210,4.630,3.690,5.080,6.820,3.900,4.680,5.150,3.690,4.860,3.390
8500,2.360,6.650,5.380,5.010,2.430,3.740,4.200,2.400,4.290,4.710,7.060,2.470,4.650,3.380,3.720,5.030,4.580,2.570,4.430,3.240,4.140,4.820,6.710,3.330,4.780,3.950,3.460,5.760,7.330,2.590
8600,3.080,1.480,1.560,2.130,2.250,4.510,1.340,2.750,2.970,2.800,4.940,2.290,2.810,3.050,3.200,3.280,1.370,3.160,1.730,4.220,1.540,3.700,2.690,0.570,2.690,2.790,2.500,3.330,4.930,1.330
8700,5.150,2.760,3.190,2.330,1.630,2.940,0.780,2.090,3.450,1.990,1.670,1.570,1.560,1.900,2.570,3.130,1.080,2.000,2.340,4.260,3.470,2.820,1.510,1.460,2.890,2.490,1.330,3.010,1.110,3.940
8800,3.590,2.130,1.700,2.060,3.890,2.260,1.410,4.620,0.770,1.070,3.060,3.930,0.940,3.630,2.230,1.390,1.400,2.910,2.150,1.100,3.550,4.390,1.680,4.720,2.290,1.710,3.230,3.360,1.680,3.850
8900,1.020,4.120,3.780,2.840,4.180,2.360,3.370,4.330,3.530,2.660,3.340,3.380,2.750,1.590,2.340,2.890,2.930,2.490,5.890,3.190,2.290,2.880,2.580,3.530,1.560,2.810,4.040,1.810,3.160,1.750
9000,3.640,4.000,2.670,2.630,2.840,2.600,2.820,1.410,4.300,3.570,5.220,4.270,4.920,3.710,2.730,4.420,2.950,1.800,4.120,2.730,4.550,3.470,5.350,1.460,1.200,2.520,2.150,3.460,3.780,2.800
9100,2.640,3.160,4.210,4.210,2.190,2.550,1.010,0.840,1.630,0.660,4.070,2.600,2.690,2.930,3.390,1.640,2.970,3.250,1.990,4.580,2.070,3.430,2.330,1.890,1.250,2.780,3.030,2.110,2.710,2.350
9200,3.590,4.560,2.910,3.190,1.620,2.980,1.700,2.010,2.200,1.140,2.180,1.230,1.850,1.430,1.450,0.940,1.920,2.690,2.740,2.480,1.690,2.140,2.190,1.430,1.410,2.690,0.840,5.120,1.920,1.570
9300,2.230,3.160,1.650,2.090,3.350,1.780,2.000,2.410,0.760,0.880,0.560,1.250,3.580,2.440,0.340,1.250,1.140,0.720,3.090,1.650,1.510,1.970,1.590,2.490,2.400,2.150,1.070,2.410,2.810,0.510
9400,1.650,1.630,2.210,0.820,2.920,0.460,1.200,1.960,1.410,2.100,1.590,0.700,0.840,1.500,2.610,1.500,1.850,0.880,3.030,1.350,2.270,1.690,1.870,1.480,0.870,2.330,2.240,2.030,1.330,2.620
9500,1.820,1.380,2.900,1.490,0.880,1.490,0.430,0.810,3.320,0.920,0.550,1.360,0.960,0.980,1.130,0.920,0.850,1.050,2.300,1.400,0.910,2.280,2.550,1.610,1.740,3.700,1.270,1.450,2.490,1.400
9600,1.130,1.830,3.970,1.160,1.890,1.670,0.440,0.580,1.310,0.470,0.640,1.930,0.810,0.540,1.720,0.470,0.760,1.830,0.470,0.770,1.060,1.110,0.480,1.080,1.640,0.850,0.630,2.230,0.750,1.100
9700,3.200,2.760,1.330,1.010,1.650,1.630,0.610,0.560,1.410,0.610,0.390,0.420,1.230,1.550,0.250,0.580,0.870,0.740,1.970,1.770,1.230,0.840,1.160,1.640,2.230,0.410,0.460,2.240,1.070,0.590
