Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
3000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.568641
3001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.581331
3002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.818751
3003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.064977
3004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.981450
3005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.105671
3006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.580489
3007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.663153
3008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.557098
3009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.867317
3010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.737716
3011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.797734
3012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.622793
3013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.627877
3014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.765773
3015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.671245
3016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.628676
3017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.825109
3018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.871834
3019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.939308
3020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.986160
3021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.646613
3022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.506910
3023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.662051
