cycle,pc,cta_id,cluster_id,warp_id,tid
1002031,2f0,136,10,18,ffffffff
1002035,2f8,136,10,18,ffffffff
1002044,300,136,10,18,ffffffff
1002050,310,136,10,18,ffffffff
1002051,308,136,10,18,ffffffff
1004335,2e8,154,10,30,96ffd804
1004707,218,154,10,30,96fed804
1004716,220,154,10,30,96fed804
1004725,228,154,10,30,96fed804
1004980,230,154,10,30,96fed804
1004989,238,154,10,30,96fed804
1004990,240,154,10,30,96fed804
1005360,248,154,10,30,96fed804
1005369,250,154,10,30,96fed804
1005378,258,154,10,30,96fed804
1005625,260,154,10,30,96fed804
1005634,268,154,10,30,96fed804
1005635,270,154,10,30,96fed804
1006005,278,154,10,30,96fed804
1006014,280,154,10,30,96fed804
1006023,288,154,10,30,96fed804
1006392,290,154,10,30,96fed804
1006401,298,154,10,30,96fed804
1006402,2a0,154,10,30,96fed804
1006780,2a8,154,10,30,96fed804
1006789,2b0,154,10,30,96fed804
1006798,2b8,154,10,30,96fed804
1007049,2c0,154,10,30,96fed804
1007058,2c8,154,10,30,96fed804
1007059,2d0,154,10,30,96fed804
1007061,2d8,154,10,30,96fed804
1007067,2e0,154,10,30,96fed804
1012851,2e8,154,10,31,cdaaaeb0
1013223,218,154,10,31,cdaaae90
1013232,220,154,10,31,cdaaae90
1013241,228,154,10,31,cdaaae90
1013494,230,154,10,31,cdaaae90
1013503,238,154,10,31,cdaaae90
1013506,240,154,10,31,cdaaae90
1013884,248,154,10,31,cdaaae90
1013894,250,154,10,31,cdaaae90
1013903,258,154,10,31,cdaaae90
1014157,260,154,10,31,cdaaae90
1014166,268,154,10,31,cdaaae90
1014167,270,154,10,31,cdaaae90
1014565,278,154,10,31,cdaaae90
1014574,280,154,10,31,cdaaae90
1014583,288,154,10,31,cdaaae90
1014834,290,154,10,31,cdaaae90
1014843,298,154,10,31,cdaaae90
1014845,2a0,154,10,31,cdaaae90
1014887,2a8,154,10,31,cdaaae90
1014896,2b0,154,10,31,cdaaae90
1014906,2b8,154,10,31,cdaaae90
1015161,2c0,154,10,31,cdaaae90
1015170,2c8,154,10,31,cdaaae90
1015173,2d0,154,10,31,cdaaae90
1015175,2d8,154,10,31,cdaaae90
1015181,2e0,154,10,31,cdaaae90
1015186,2e8,154,10,31,cdaaae90
1015556,218,154,10,31,cdaaae90
1015565,220,154,10,31,cdaaae90
1015574,228,154,10,31,cdaaae90
1015824,230,154,10,31,cdaaae90
1015833,238,154,10,31,cdaaae90
1015834,240,154,10,31,cdaaae90
1016205,248,154,10,31,cdaaae90
1016214,250,154,10,31,cdaaae90
1016223,258,154,10,31,cdaaae90
1016478,260,154,10,31,cdaaae90
1016487,268,154,10,31,cdaaae90
1016488,270,154,10,31,cdaaae90
1016858,278,154,10,31,cdaaae90
1016867,280,154,10,31,cdaaae90
1016876,288,154,10,31,cdaaae90
1017127,290,154,10,31,cdaaae90
1017136,298,154,10,31,cdaaae90
1017137,2a0,154,10,31,cdaaae90
1017508,2a8,154,10,31,cdaaae90
1017517,2b0,154,10,31,cdaaae90
1017526,2b8,154,10,31,cdaaae90
1017772,2c0,154,10,31,cdaaae90
1017781,2c8,154,10,31,cdaaae90
1017782,2d0,154,10,31,cdaaae90
1017784,2d8,154,10,31,cdaaae90
1017790,2e0,154,10,31,cdaaae90
1017795,2e8,154,10,31,cdaaae90
1018165,218,154,10,31,cdaaae90
1018174,220,154,10,31,cdaaae90
1018183,228,154,10,31,cdaaae90
1018434,230,154,10,31,cdaaae90
1018443,238,154,10,31,cdaaae90
1018444,240,154,10,31,cdaaae90
