cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,21,27,86,53,21
5500,0,0,0,3,19,0
5600,0,0,0,0,0,0
5700,0,52,92,85,16,52
5800,0,67,75,88,25,67
5900,0,62,59,127,23,62
6000,1,27,39,198,13,27
6100,0,24,41,200,15,24
6200,4,4,38,140,20,4
6300,2,14,46,201,14,14
6400,2,82,13,34,21,82
6500,18,54,44,156,34,54
6600,41,74,24,99,33,74
6700,119,63,6,0,25,63
6800,38,21,49,109,9,21
6900,0,0,44,225,4,0
7000,0,5,48,208,10,5
7100,0,3,47,186,11,3
7200,1,6,48,156,16,6
7300,1,12,56,139,20,12
7400,5,18,40,220,17,18
7500,7,22,37,188,24,22
7600,1,9,57,190,6,9
7700,0,0,51,146,5,0
7800,0,1,56,181,0,1
7900,0,1,46,178,6,1
8000,0,6,51,166,15,6
8100,0,24,57,163,9,24
8200,5,25,53,154,11,25
8300,4,28,69,119,13,28
8400,1,0,43,187,1,0
8500,0,0,10,0,0,0
8600,0,0,28,0,1,0
8700,1,0,9,0,2,0
8800,5,0,66,23,8,0
8900,4,0,22,0,5,0
9000,2,0,16,0,2,0
9100,11,0,23,0,1,0
9200,2,0,14,0,0,0
9300,3,1,6,0,0,1
9400,1,1,19,0,3,1
9500,1,0,105,160,3,0
9600,3,0,37,1,3,0
9700,5,2,11,0,1,2
9800,4,0,12,0,1,0
9900,18,0,9,0,2,0
10000,61,2,3,15,2,2
10100,10,0,61,58,6,0
10200,14,0,21,0,2,0
10300,6,2,3,0,0,2
10400,6,1,5,0,3,1
10500,4,0,15,0,6,0
10600,42,0,37,118,16,0
10700,28,11,49,153,22,11
10800,20,28,32,8,15,28
10900,26,24,13,10,8,24
11000,2,0,0,0,0,0
11100,14,0,12,0,3,0
11200,52,0,9,37,4,0
11300,120,0,0,127,3,0
11400,45,0,8,10,1,0
11500,7,0,76,184,19,0
11600,34,1,32,23,5,1
11700,6,0,5,0,1,0
11800,108,0,8,13,7,0
11900,7,0,2,0,2,0
12000,32,0,3,6,0,0
12100,38,0,4,52,3,0
12200,33,0,7,5,2,0
12300,29,0,3,0,0,0
12400,6,0,4,0,0,0
12500,8,0,6,0,1,0
12600,3,0,1,0,0,0
12700,8,0,66,142,16,0
12800,11,1,52,30,19,1
12900,10,1,24,42,9,1
13000,1,0,1,0,1,0
13100,59,0,17,126,1,0
13200,23,1,61,165,25,1
13300,35,0,11,4,4,0
13400,2,0,0,0,0,0
13500,3,0,25,29,8,0
13600,40,0,43,120,20,0
13700,38,0,14,68,7,0
13800,0,0,2,0,0,0
13900,37,0,1,11,2,0
14000,0,0,0,0,0,0
14100,32,0,2,2,1,0
14200,2,0,0,0,0,0
14300,4,0,24,4,3,0
14400,6,0,28,53,4,0
14500,0,0,0,0,0,0
14600,1,0,1,0,0,0
14700,11,0,2,0,0,0
14800,23,0,0,6,0,0
14900,1,0,0,0,1,0
15000,0,0,2,0,0,0
15100,1,0,0,0,0,0
15200,1,0,1,0,1,0
15300,1,0,0,0,0,0
15400,8,0,38,57,19,0
15500,0,0,1,0,0,0
15600,0,0,0,0,0,0
15700,4,0,31,23,8,0
15800,35,0,13,29,4,0
15900,2,0,0,0,0,0
16000,26,0,0,0,1,0
16100,4,0,0,0,0,0
16200,1,0,0,0,0,0
16300,2,0,0,0,0,0
16400,8,0,17,0,7,0
16500,7,0,17,36,9,0
16600,0,0,0,0,0,0
16700,26,0,0,0,0,0
16800,6,0,0,0,0,0
16900,0,0,0,0,0,0
17000,0,0,0,0,0,0
17100,0,0,0,0,0,0
17200,0,0,0,0,0,0
17300,0,0,0,0,0,0
17400,0,0,0,0,0,0
17500,0,0,0,0,0,0
17600,0,0,0,0,0,0
17700,0,0,0,0,0,0
17800,0,0,0,0,0,0
17900,0,0,0,0,0,0
18000,0,0,0,0,0,0
18100,0,0,0,0,0,0
18200,0,0,0,0,0,0
18300,0,0,0,0,0,0
18400,0,0,0,0,0,0
18500,0,0,0,0,0,0
18600,0,0,0,0,0,0
18700,0,0,0,0,0,0
18800,0,0,0,0,0,0
18900,0,0,0,0,0,0
19000,0,0,0,0,0,0
19100,0,0,0,0,0,0
