Cycle,RunTimeDynamic(W)
5000000,8.200958
5001000,8.200958
5002000,8.200958
5003000,8.200958
5004000,8.200958
5005000,8.200958
5006000,8.200958
5007000,8.200958
5008000,8.200958
5009000,8.200958
5010000,8.200958
5011000,8.200958
5012000,8.200958
5013000,8.200958
5014000,8.200958
5015000,8.200958
5016000,8.200958
5017000,8.200958
5018000,8.200958
5019000,8.200958
5020000,8.200958
5021000,8.200958
5022000,8.200958
5023000,8.200958
5024000,8.200958
5025000,8.200958
5026000,8.200958
5027000,8.200958
5028000,8.200958
5029000,8.200958
5030000,8.200958
5031000,8.200958
5032000,8.200958
5033000,8.200958
5034000,8.200958
5035000,8.200958
5036000,8.200958
5037000,8.200958
5038000,8.200958
5039000,8.200958
5040000,8.200958
5041000,8.200958
5042000,8.200958
5043000,8.200958
5044000,8.200958
5045000,8.200958
5046000,8.200958
5047000,8.200958
5048000,8.200958
5049000,8.200958
5050000,8.200958
5051000,8.200958
5052000,8.200958
5053000,8.200958
5054000,8.200958
5055000,8.200958
5056000,8.200958
5057000,8.200958
5058000,8.200958
5059000,8.200958
5060000,8.200958
5061000,8.200958
5062000,8.200958
5063000,8.200958
5064000,8.200958
5065000,8.200958
5066000,8.200958
5067000,8.200958
5068000,8.200958
5069000,8.200958
5070000,8.200958
5071000,8.200958
5072000,8.200958
5073000,8.200958
5074000,8.200958
5075000,8.200958
5076000,8.200958
5077000,8.200958
5078000,8.200958
5079000,8.200958
5080000,8.200958
5081000,8.200958
5082000,8.200958
5083000,8.200958
5084000,8.200958
5085000,8.200958
5086000,8.200958
5087000,8.200958
5088000,8.200958
5089000,8.200958
5090000,8.200958
5091000,8.200958
5092000,8.200958
5093000,8.200958
5094000,8.200958
5095000,8.200958
5096000,8.200958
5097000,8.200958
5098000,8.200958
5099000,8.200958
5100000,8.200958
5101000,8.200958
5102000,8.200958
5103000,8.200958
5104000,8.200958
5105000,8.200958
5106000,8.200958
5107000,8.200958
5108000,8.200958
5109000,8.200958
5110000,8.200958
5111000,8.200958
5112000,8.200958
5113000,8.200958
5114000,8.200958
5115000,8.200958
5116000,8.200958
5117000,8.200958
5118000,8.200958
5119000,8.200958
5120000,8.200958
5121000,8.200958
5122000,8.200958
5123000,8.200958
5124000,8.200958
5125000,8.200958
5126000,8.200958
5127000,8.200958
5128000,8.200958
5129000,8.200958
5130000,8.200958
5131000,8.200958
5132000,8.200958
5133000,8.200958
5134000,8.200958
5135000,8.200958
5136000,8.200958
5137000,8.200958
5138000,8.200958
5139000,8.200958
5140000,8.200958
