kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
pr_warp.1.sm_75.ptx 69 : 456704 2526272 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 66 : 456626 2110472 0 0 0 57079 14270 0 0 
pr_warp.1.sm_75.ptx 65 : 456626 4246210 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 64 : 456626 2885772 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 63 : 456626 20150776 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 62 : 456626 177453748 1124576 0 0 57079 14270 0 0 
pr_warp.1.sm_75.ptx 61 : 456626 2866028 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 60 : 456626 229066160 1826528 0 0 57079 14270 0 0 
pr_warp.1.sm_75.ptx 59 : 456626 4621730 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 58 : 456626 3710718 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 44 : 456704 3905536 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 57 : 456626 4531522 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 45 : 456704 8781760 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 46 : 456704 5655776 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 47 : 456704 6028800 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 48 : 456704 4791392 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 49 : 456704 3061600 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 50 : 456704 2731104 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 51 : 456704 4946656 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 52 : 456704 3340736 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 53 : 456704 468 0 0 0 0 0 0 1 
pr_warp.1.sm_75.ptx 55 : 456626 3299614 0 0 0 0 0 0 0 
pr_warp.1.sm_75.ptx 56 : 456626 4553332 0 0 0 0 0 0 0 
