cycle,pc,cta_id,cluster_id,warp_id,tid
5005,178,4,14,2,ffffffff
5006,178,4,14,0,ffffffff
5007,178,4,14,1,ffffffff
5008,178,4,14,3,ffffffff
5009,178,4,14,4,ffffffff
5010,178,4,14,5,ffffffff
5011,178,4,14,6,ffffffff
5012,178,34,14,8,ffffffff
5013,178,34,14,10,ffffffff
5014,178,4,14,7,ffffffff
5015,178,34,14,13,ffffffff
5016,178,64,14,18,ffffffff
5017,178,34,14,15,ffffffff
5018,178,64,14,16,ffffffff
5019,178,64,14,17,ffffffff
5020,178,64,14,22,ffffffff
5021,178,64,14,19,ffffffff
5022,178,64,14,20,ffffffff
5023,178,64,14,21,ffffffff
5024,180,4,14,2,ffffffff
5025,178,64,14,23,ffffffff
5026,180,4,14,0,ffffffff
5027,180,4,14,1,ffffffff
5028,180,4,14,6,ffffffff
5029,180,4,14,3,ffffffff
5030,180,4,14,4,ffffffff
5031,180,4,14,5,ffffffff
5032,180,34,14,10,ffffffff
5033,180,4,14,7,ffffffff
5034,180,34,14,8,ffffffff
5035,180,34,14,9,ffffffff
5036,180,34,14,14,ffffffff
5037,180,34,14,11,ffffffff
5038,180,34,14,12,ffffffff
5039,180,34,14,13,ffffffff
5040,180,64,14,18,ffffffff
5041,180,34,14,15,ffffffff
5042,180,64,14,16,ffffffff
5043,180,64,14,17,ffffffff
5044,180,64,14,22,ffffffff
5045,180,64,14,19,ffffffff
5046,180,64,14,20,ffffffff
5047,180,64,14,21,ffffffff
5048,188,4,14,2,ffffffff
5049,180,64,14,23,ffffffff
5050,188,4,14,0,ffffffff
5051,188,4,14,1,ffffffff
5052,188,4,14,6,ffffffff
5053,188,4,14,3,ffffffff
5054,188,4,14,4,ffffffff
5055,188,4,14,5,ffffffff
5056,188,34,14,10,ffffffff
5057,188,4,14,7,ffffffff
5058,188,34,14,8,ffffffff
5059,188,34,14,9,ffffffff
5060,188,34,14,14,ffffffff
5061,188,34,14,11,ffffffff
5062,188,34,14,12,ffffffff
5063,188,34,14,13,ffffffff
5064,188,64,14,18,ffffffff
5065,188,34,14,15,ffffffff
5066,188,64,14,16,ffffffff
5067,188,64,14,17,ffffffff
5068,188,64,14,22,ffffffff
5069,188,64,14,19,ffffffff
5070,188,64,14,20,ffffffff
5071,188,64,14,21,ffffffff
5072,190,4,14,2,ffffffff
5073,188,64,14,23,ffffffff
5074,190,4,14,0,ffffffff
5075,190,4,14,1,ffffffff
5076,190,4,14,6,ffffffff
5077,190,4,14,3,ffffffff
5078,190,4,14,4,ffffffff
5079,190,4,14,5,ffffffff
5080,190,34,14,10,ffffffff
5081,190,4,14,7,ffffffff
5082,190,34,14,8,ffffffff
5083,190,34,14,9,ffffffff
5084,190,34,14,14,ffffffff
5085,190,34,14,11,ffffffff
5086,190,34,14,12,ffffffff
5087,190,34,14,13,ffffffff
5088,190,64,14,18,ffffffff
5089,190,34,14,15,ffffffff
5090,190,64,14,16,ffffffff
5091,190,64,14,17,ffffffff
5092,198,4,14,2,ffffffff
5092,190,64,14,22,ffffffff
5093,178,34,14,14,ffffffff
5094,198,4,14,0,ffffffff
5094,190,64,14,19,ffffffff
5095,198,4,14,1,ffffffff
5095,190,64,14,20,ffffffff
5096,178,34,14,12,ffffffff
5097,1a0,4,14,2,ffffffff
5097,1a0,4,14,0,ffffffff
5097,1a0,4,14,1,ffffffff
5097,190,64,14,21,ffffffff
5098,198,4,14,3,ffffffff
5098,178,34,14,9,ffffffff
5099,198,4,14,5,ffffffff
5099,198,4,14,6,ffffffff
5099,1a0,4,14,3,ffffffff
5099,198,4,14,4,ffffffff
5099,190,64,14,23,ffffffff
5100,198,34,14,10,ffffffff
5100,198,4,14,7,ffffffff
5100,198,34,14,8,ffffffff
5100,198,34,14,9,ffffffff
5100,178,34,14,11,ffffffff
5101,198,34,14,11,ffffffff
5101,198,34,14,12,ffffffff
5101,198,34,14,13,ffffffff
5101,198,34,14,14,ffffffff
5102,198,64,14,16,ffffffff
5102,198,64,14,17,ffffffff
5102,198,64,14,18,ffffffff
5102,198,34,14,15,ffffffff
5103,198,64,14,21,ffffffff
5103,198,64,14,22,ffffffff
5103,198,64,14,19,ffffffff
5103,198,64,14,20,ffffffff
5104,1a8,4,14,2,ffffffff
5104,198,64,14,23,ffffffff
5104,1a8,4,14,0,ffffffff
5104,1a8,4,14,1,ffffffff
5105,1a8,4,14,3,ffffffff
5105,1a0,4,14,4,ffffffff
5105,1a0,4,14,5,ffffffff
5105,1a0,4,14,6,ffffffff
5106,1a0,34,14,8,ffffffff
5106,1a0,34,14,9,ffffffff
5106,1a0,34,14,10,ffffffff
5106,1a0,4,14,7,ffffffff
5107,1a0,34,14,13,ffffffff
5107,1a0,34,14,14,ffffffff
5107,1a0,34,14,11,ffffffff
5107,1a0,34,14,12,ffffffff
5108,1a0,64,14,18,ffffffff
5108,1a0,34,14,15,ffffffff
5108,1a0,64,14,16,ffffffff
5108,1a0,64,14,17,ffffffff
5109,1a0,64,14,19,ffffffff
5109,1a0,64,14,20,ffffffff
5109,1a0,64,14,21,ffffffff
5109,1a0,64,14,22,ffffffff
5110,1b0,4,14,0,ffffffff
5110,1b0,4,14,1,ffffffff
5110,1b0,4,14,2,ffffffff
5110,1a0,64,14,23,ffffffff
5111,1a8,4,14,5,ffffffff
5111,1a8,4,14,6,ffffffff
5111,1b0,4,14,3,ffffffff
5111,1a8,4,14,4,ffffffff
5112,1a8,34,14,10,ffffffff
5112,1a8,4,14,7,ffffffff
5112,1a8,34,14,8,ffffffff
5112,1a8,34,14,9,ffffffff
5113,1a8,34,14,11,ffffffff
5113,1a8,34,14,12,ffffffff
5113,1a8,34,14,13,ffffffff
5113,1a8,34,14,14,ffffffff
5114,1a8,64,14,16,ffffffff
5114,1a8,64,14,17,ffffffff
5114,1a8,64,14,18,ffffffff
5114,1a8,34,14,15,ffffffff
5115,1a8,64,14,21,ffffffff
5115,1a8,64,14,22,ffffffff
5115,1a8,64,14,19,ffffffff
5115,1a8,64,14,20,ffffffff
5116,1a8,64,14,23,ffffffff
5118,1b0,4,14,4,ffffffff
5118,1b0,4,14,5,ffffffff
5118,1b0,4,14,6,ffffffff
5119,1b8,4,14,2,ffffffff
5119,1b8,4,14,0,ffffffff
5119,1b8,4,14,1,ffffffff
5119,1b0,4,14,7,ffffffff
5120,1b8,4,14,3,ffffffff
5120,1b0,34,14,8,ffffffff
5120,1b0,34,14,9,ffffffff
5120,1b0,34,14,10,ffffffff
5121,1b0,34,14,11,ffffffff
