cycle,pc,cta_id,cluster_id,warp_id,tid
5005,178,5,15,7,ffffffff
5006,178,5,15,0,ffffffff
5007,178,5,15,1,ffffffff
5008,178,5,15,3,ffffffff
5009,178,5,15,4,ffffffff
5010,178,5,15,5,ffffffff
5011,178,5,15,2,ffffffff
5012,178,35,15,8,ffffffff
5013,178,5,15,6,ffffffff
5014,180,5,15,7,ffffffff
5015,178,35,15,13,ffffffff
5016,178,35,15,14,ffffffff
5017,178,35,15,15,ffffffff
5018,178,65,15,16,ffffffff
5019,178,65,15,17,ffffffff
5020,178,65,15,18,ffffffff
5021,178,65,15,19,ffffffff
5022,178,65,15,20,ffffffff
5023,178,65,15,21,ffffffff
5024,178,65,15,22,ffffffff
5025,178,65,15,23,ffffffff
5026,180,5,15,0,ffffffff
5027,180,5,15,1,ffffffff
5028,180,5,15,2,ffffffff
5029,180,5,15,3,ffffffff
5030,180,5,15,4,ffffffff
5031,180,5,15,5,ffffffff
5032,180,5,15,6,ffffffff
5033,188,5,15,7,ffffffff
5034,180,35,15,8,ffffffff
5035,180,35,15,9,ffffffff
5036,180,35,15,10,ffffffff
5037,180,35,15,11,ffffffff
5038,180,35,15,12,ffffffff
5039,180,35,15,13,ffffffff
5040,180,35,15,14,ffffffff
5041,180,35,15,15,ffffffff
5042,180,65,15,16,ffffffff
5043,180,65,15,17,ffffffff
5044,180,65,15,18,ffffffff
5045,180,65,15,19,ffffffff
5046,180,65,15,20,ffffffff
5047,180,65,15,21,ffffffff
5048,180,65,15,22,ffffffff
5049,180,65,15,23,ffffffff
5050,188,5,15,0,ffffffff
5051,188,5,15,1,ffffffff
5052,188,5,15,2,ffffffff
5053,188,5,15,3,ffffffff
5054,188,5,15,4,ffffffff
5055,188,5,15,5,ffffffff
5056,188,5,15,6,ffffffff
5057,190,5,15,7,ffffffff
5058,188,35,15,8,ffffffff
5059,188,35,15,9,ffffffff
5060,188,35,15,10,ffffffff
5061,188,35,15,11,ffffffff
5062,188,35,15,12,ffffffff
5063,188,35,15,13,ffffffff
5064,188,35,15,14,ffffffff
5065,188,35,15,15,ffffffff
5066,188,65,15,16,ffffffff
5067,188,65,15,17,ffffffff
5068,188,65,15,18,ffffffff
5069,188,65,15,19,ffffffff
5070,188,65,15,20,ffffffff
5071,188,65,15,21,ffffffff
5072,188,65,15,22,ffffffff
5073,188,65,15,23,ffffffff
5074,190,5,15,0,ffffffff
5075,190,5,15,1,ffffffff
5076,190,5,15,2,ffffffff
5077,190,5,15,3,ffffffff
5078,190,5,15,4,ffffffff
5079,190,5,15,5,ffffffff
5080,190,5,15,6,ffffffff
5081,190,35,15,11,ffffffff
5082,190,35,15,8,ffffffff
5083,190,35,15,9,ffffffff
5084,190,35,15,10,ffffffff
5085,190,35,15,15,ffffffff
5086,190,35,15,12,ffffffff
5087,190,35,15,13,ffffffff
5088,190,35,15,14,ffffffff
5089,190,65,15,19,ffffffff
5090,190,65,15,16,ffffffff
5091,190,65,15,17,ffffffff
5092,190,65,15,18,ffffffff
5093,198,5,15,7,ffffffff
5093,190,65,15,23,ffffffff
5094,198,5,15,0,ffffffff
5094,178,35,15,11,ffffffff
5095,198,5,15,1,ffffffff
5095,1a0,5,15,0,ffffffff
5095,190,65,15,20,ffffffff
5096,198,5,15,2,ffffffff
5096,198,5,15,3,ffffffff
5096,1a0,5,15,1,ffffffff
5096,178,35,15,12,ffffffff
5097,1a0,5,15,7,ffffffff
5097,198,5,15,4,ffffffff
5097,198,5,15,5,ffffffff
5097,1a0,5,15,2,ffffffff
5097,190,65,15,21,ffffffff
5098,198,35,15,8,ffffffff
5098,198,35,15,9,ffffffff
5098,198,5,15,6,ffffffff
5098,198,35,15,11,ffffffff
5098,178,35,15,9,ffffffff
5099,198,35,15,13,ffffffff
5099,198,35,15,10,ffffffff
5099,198,35,15,15,ffffffff
5099,198,35,15,12,ffffffff
5099,190,65,15,22,ffffffff
5100,198,35,15,14,ffffffff
5100,198,65,15,19,ffffffff
5100,198,65,15,16,ffffffff
5100,198,65,15,17,ffffffff
5100,178,35,15,10,ffffffff
5101,198,65,15,23,ffffffff
5101,198,65,15,20,ffffffff
5101,198,65,15,21,ffffffff
5101,198,65,15,18,ffffffff
5102,1a8,5,15,0,ffffffff
5102,1a8,5,15,1,ffffffff
5102,198,65,15,22,ffffffff
5102,1a0,5,15,3,ffffffff
5103,1a0,5,15,5,ffffffff
5103,1a8,5,15,2,ffffffff
5103,1a8,5,15,7,ffffffff
5103,1a0,5,15,4,ffffffff
5104,1a0,5,15,6,ffffffff
5104,1a0,35,15,11,ffffffff
5104,1a0,35,15,8,ffffffff
5104,1a0,35,15,9,ffffffff
5105,1a0,35,15,15,ffffffff
5105,1a0,35,15,12,ffffffff
5105,1a0,35,15,13,ffffffff
5105,1a0,35,15,10,ffffffff
5106,1a0,65,15,16,ffffffff
5106,1a0,65,15,17,ffffffff
5106,1a0,35,15,14,ffffffff
5106,1a0,65,15,19,ffffffff
5107,1a0,65,15,21,ffffffff
5107,1a0,65,15,18,ffffffff
5107,1a0,65,15,23,ffffffff
5107,1a0,65,15,20,ffffffff
5108,1a0,65,15,22,ffffffff
5108,1a8,5,15,3,ffffffff
5108,1b0,5,15,0,ffffffff
5108,1b0,5,15,1,ffffffff
5109,1b0,5,15,7,ffffffff
5109,1a8,5,15,4,ffffffff
5109,1a8,5,15,5,ffffffff
5109,1b0,5,15,2,ffffffff
5110,1a8,35,15,8,ffffffff
5110,1a8,35,15,9,ffffffff
5110,1a8,5,15,6,ffffffff
5110,1a8,35,15,11,ffffffff
5111,1a8,35,15,13,ffffffff
5111,1a8,35,15,10,ffffffff
5111,1a8,35,15,15,ffffffff
5111,1a8,35,15,12,ffffffff
5112,1a8,35,15,14,ffffffff
5112,1a8,65,15,19,ffffffff
5112,1a8,65,15,16,ffffffff
5112,1a8,65,15,17,ffffffff
5113,1a8,65,15,23,ffffffff
5113,1a8,65,15,20,ffffffff
5113,1a8,65,15,21,ffffffff
5113,1a8,65,15,18,ffffffff
5114,1a8,65,15,22,ffffffff
5114,1b0,5,15,3,ffffffff
5116,1b0,5,15,5,ffffffff
5116,1b0,5,15,4,ffffffff
5117,1b8,5,15,0,ffffffff
5117,1b8,5,15,1,ffffffff
5117,1b0,5,15,6,ffffffff
5117,1b0,35,15,11,ffffffff
5118,1b8,5,15,2,ffffffff
5118,1b8,5,15,7,ffffffff
5118,1b0,35,15,8,ffffffff
5118,1b0,35,15,9,ffffffff
5119,1b0,35,15,15,ffffffff
5119,1b0,35,15,10,ffffffff
5119,1b0,65,15,16,ffffffff
