Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
8000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100394
8001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.094700
8002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100810
8003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101535
8007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098015
8009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.094160
8010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100886
8011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100301
8012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.103426
8015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.095015
8016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100078
8017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.103000
8018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.095015
8024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099537
8025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101381
8026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101505
8027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.096384
8031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100916
8032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099048
8036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099646
8037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.095015
8038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100125
8042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098569
8043000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.096444
8044000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.094522
8045000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101931
8046000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101640
8047000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101505
8048000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8049000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8050000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8051000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.093571
8052000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8053000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8054000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100394
8055000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8056000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8057000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101266
8058000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.093840
8059000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8060000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8061000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099285
8062000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102778
8063000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099311
8064000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.095702
8065000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098852
8066000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102744
8067000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8068000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8069000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.101535
8070000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.093571
8071000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8072000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8073000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099346
8074000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.095268
8075000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.103426
8076000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.095015
8077000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8078000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.097458
8079000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8080000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.103486
8081000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099285
8082000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.091412
8083000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.099311
8084000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8085000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8086000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098140
8087000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102089
8088000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.093481
8089000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
8090000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8091000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8092000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098603
8093000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.097931
8094000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.092791
8095000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.100793
