Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
3000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.255174
3001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.260707
3002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.255098
3003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.264260
3004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.260388
3005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.275927
3006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.254680
3007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.273420
3008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.254680
3009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.286446
3010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.255447
3011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.261545
3012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.266994
3013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.257139
3014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.269407
3015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.254324
3016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.255267
3017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.268323
3018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.258081
3019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.267947
3020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.255119
3021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.257768
3022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.262526
3023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.271225
3024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.256475
3025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.260241
3026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.256003
3027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.265545
3028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.264437
3029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.246874
3030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.257501
3031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.244676
3032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.249674
3033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.248142
3034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.239211
3035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.253285
3036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.229332
3037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.243564
3038000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.239783
3039000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.250525
3040000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.232757
3041000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.238629
3042000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.244276
