Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.324314
2000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.135176
3000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.135176
4000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.135176
5000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.135176
6000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.268967
7000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.154801
8000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.146340
9000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.159676
10000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.157022
