Cycle,RunTimeDynamic(W)
136000000,4.807458
136001000,4.807458
136002000,4.807458
136003000,4.807458
136004000,4.807458
136005000,4.807458
136006000,4.807458
136007000,4.807458
136008000,4.807458
136009000,4.807458
136010000,4.807458
136011000,4.807458
136012000,4.807458
136013000,4.807458
136014000,4.807458
136015000,4.807458
136016000,4.807458
136017000,4.807458
136018000,4.807458
136019000,4.807458
136020000,4.807458
136021000,4.807458
136022000,4.807458
136023000,4.807458
136024000,4.807458
136025000,4.807458
136026000,4.807458
136027000,4.807458
136028000,4.807458
136029000,4.807458
136030000,4.807458
136031000,4.807458
136032000,4.807458
136033000,4.807458
136034000,4.807458
136035000,4.807458
136036000,4.807458
136037000,4.807458
136038000,4.807458
136039000,4.807458
136040000,4.807458
136041000,4.807458
136042000,4.807458
136043000,4.807458
136044000,4.807458
136045000,4.807458
136046000,4.807458
136047000,4.807458
136048000,4.807458
136049000,4.807458
136050000,4.807458
136051000,4.807458
136052000,4.807458
136053000,4.807458
136054000,4.807458
136055000,4.807458
136056000,4.807458
136057000,4.807458
136058000,4.807458
136059000,4.807458
136060000,4.807458
136061000,4.807458
136062000,4.807458
136063000,4.807458
136064000,4.807458
136065000,4.807458
136066000,4.807458
136067000,4.807458
136068000,4.807458
136069000,4.807458
136070000,4.807458
136071000,4.807458
136072000,4.807458
136073000,4.807458
136074000,4.807458
136075000,4.807458
136076000,4.807458
136077000,4.807458
136078000,4.807458
136079000,4.807458
136080000,4.807458
136081000,4.807458
136082000,4.807458
136083000,4.807458
136084000,4.807458
136085000,4.807458
136086000,4.807458
136087000,4.807458
136088000,4.807458
136089000,4.807458
136090000,4.807458
136091000,4.807458
136092000,4.807458
136093000,4.807458
136094000,4.807458
136095000,4.807458
136096000,4.807458
136097000,4.807458
136098000,4.807458
136099000,4.807458
136100000,4.807458
136101000,4.807458
136102000,4.807458
136103000,4.807458
136104000,4.807458
136105000,4.807458
136106000,4.807458
136107000,4.807458
136108000,4.807458
136109000,4.807458
136110000,4.807458
136111000,4.807458
136112000,4.807458
136113000,4.807458
136114000,4.807458
136115000,4.807458
136116000,4.807458
136117000,4.807458
136118000,4.807458
136119000,4.807458
136120000,4.807458
136121000,4.807458
136122000,4.807458
136123000,4.807458
136124000,4.807458
136125000,4.807458
136126000,4.807458
136127000,4.807458
136128000,4.807458
136129000,4.807458
136130000,4.807458
136131000,4.807458
136132000,4.807458
136133000,4.807458
136134000,4.807458
136135000,4.807458
136136000,4.807458
136137000,4.807458
136138000,4.807458
136139000,4.807458
136140000,4.807458
136141000,4.807458
136142000,4.807458
136143000,4.807458
136144000,4.807458
136145000,4.807458
136146000,4.807458
136147000,4.807458
136148000,4.807458
136149000,4.807458
136150000,4.807458
