Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
99000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.483469
99001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.472176
99002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.501691
99003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.485731
99004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511423
99005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.048962
99006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.957210
99007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.293672
99008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.170848
99009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.159067
99010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.241266
99011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.126608
99012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.194916
99013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.231571
99014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.231345
99015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.253038
99016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.815483
99017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.014406
99018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.132090
99019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.059300
99020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.995329
99021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.026110
99022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.968995
99023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.907605
99024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.863063
99025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.783920
99026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.723746
99027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.717470
99028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.709109
99029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.678484
99030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.630195
99031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.632057
99032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.606963
99033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.614960
99034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.511517
99035000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.478533
99036000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.461109
99037000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.445316
