Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
58000000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.461970
58001000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.475186
58002000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.496703
58003000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.536182
58004000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.506663
58005000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.533238
58006000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.526489
58007000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.524444
58008000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.561251
58009000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.538588
58010000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.556011
58011000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.556386
58012000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.516106
58013000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.541405
58014000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.530007
58015000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.535933
58016000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514984
58017000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.538765
58018000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.533849
58019000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.531428
58020000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.529412
58021000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.533727
58022000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.526260
58023000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.545835
58024000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.508632
58025000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.528998
58026000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.527810
58027000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.544217
58028000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.505525
58029000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.514675
58030000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.510709
58031000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.515849
58032000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.983886
58033000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.088958
58034000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.177321
