cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,11,34,133,48,11
5500,0,54,19,113,81,54
5600,0,39,22,166,59,39
5700,0,8,3,275,11,8
5800,0,20,4,152,22,20
5900,0,54,5,111,22,54
6000,0,72,13,226,28,72
6100,0,26,0,88,17,26
6200,0,0,8,57,6,0
6300,0,0,1,54,3,0
6400,0,2,1,0,1,2
6500,0,0,3,0,4,0
6600,0,3,7,0,10,3
6700,0,0,0,0,0,0
6800,0,1,11,0,4,1
6900,0,0,6,0,4,0
7000,0,0,2,0,2,0
7100,0,1,28,0,5,1
7200,0,3,55,0,18,3
7300,0,5,37,0,13,5
7400,0,6,44,7,11,6
7500,0,1,16,0,7,1
7600,0,1,36,0,3,1
7700,0,2,37,0,9,2
7800,10,1,10,0,2,1
7900,27,0,13,0,0,0
8000,18,2,26,0,6,2
8100,10,1,21,0,5,1
8200,5,2,9,0,3,2
8300,12,0,1,0,1,0
8400,0,0,0,0,0,0
8500,9,0,8,0,0,0
8600,11,0,3,0,1,0
8700,21,0,8,0,2,0
8800,36,0,19,0,2,0
8900,38,1,19,0,5,1
9000,17,0,12,0,4,0
9100,12,0,3,0,0,0
9200,23,0,14,0,3,0
9300,14,0,6,0,4,0
9400,27,0,7,0,6,0
9500,23,0,8,0,7,0
9600,7,0,4,0,1,0
9700,15,0,9,0,5,0
9800,34,1,18,0,14,1
9900,29,0,23,0,8,0
10000,22,1,10,0,0,1
10100,6,0,7,0,1,0
10200,27,0,8,0,2,0
10300,41,0,28,0,11,0
10400,40,0,19,0,5,0
10500,10,0,3,0,1,0
10600,14,0,6,0,4,0
10700,48,0,12,0,3,0
10800,67,2,33,0,9,2
10900,21,0,17,0,4,0
11000,11,0,6,0,1,0
11100,33,0,15,0,10,0
11200,17,0,4,0,2,0
11300,62,0,20,0,8,0
11400,28,0,21,0,4,0
11500,14,0,6,0,0,0
11600,19,0,6,0,0,0
11700,58,1,37,0,6,1
11800,35,0,15,0,6,0
11900,15,0,10,0,0,0
12000,13,0,7,0,0,0
12100,25,0,6,0,3,0
12200,28,0,6,0,5,0
12300,37,0,19,0,0,0
12400,12,0,7,0,0,0
12500,24,1,16,0,7,1
12600,42,0,18,0,6,0
12700,16,0,7,0,0,0
12800,21,0,13,0,0,0
12900,8,0,3,0,1,0
13000,29,0,7,0,7,0
13100,31,0,12,0,3,0
13200,7,0,2,0,2,0
13300,6,0,2,0,0,0
13400,47,0,31,0,13,0
13500,16,0,10,0,5,0
13600,13,0,11,0,3,0
13700,10,0,6,0,0,0
13800,28,1,11,0,1,1
13900,37,0,14,0,5,0
14000,17,0,6,0,1,0
14100,18,0,5,0,3,0
14200,11,0,6,0,1,0
14300,32,0,15,0,7,0
14400,11,0,6,0,0,0
14500,17,0,9,0,3,0
14600,10,0,2,0,1,0
14700,31,0,15,0,4,0
14800,26,0,10,0,1,0
14900,19,0,15,0,2,0
15000,9,0,5,0,2,0
15100,37,0,12,0,4,0
15200,10,0,5,0,4,0
15300,12,0,7,0,1,0
15400,31,0,13,0,1,0
15500,13,0,7,0,4,0
15600,20,0,7,0,3,0
15700,8,0,6,0,0,0
15800,17,0,5,0,1,0
15900,32,0,24,0,2,0
16000,11,0,2,0,2,0
16100,9,0,5,0,3,0
16200,16,0,5,0,2,0
16300,34,0,14,0,1,0
16400,26,0,20,0,1,0
16500,11,0,7,0,0,0
16600,9,0,4,0,2,0
16700,31,0,12,0,2,0
16800,22,0,5,0,6,0
16900,17,0,5,0,1,0
17000,11,0,9,0,2,0
17100,18,0,6,0,1,0
17200,32,0,16,0,5,0
17300,5,0,3,0,1,0
17400,13,0,6,0,2,0
17500,6,0,1,0,0,0
17600,17,0,6,0,5,0
17700,14,0,8,0,2,0
17800,13,0,12,0,3,0
17900,7,0,5,0,1,0
18000,18,0,17,0,6,0
18100,11,0,2,0,1,0
18200,10,0,1,0,3,0
18300,9,0,6,0,3,0
18400,31,0,13,0,3,0
18500,6,0,4,0,3,0
18600,16,0,12,0,3,0
18700,3,0,1,0,1,0
18800,19,0,12,0,3,0
18900,9,0,3,0,1,0
19000,11,0,4,0,3,0
19100,10,0,6,0,1,0
