cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,11,34,133,48,11
5500,0,54,19,113,81,54
5600,0,43,22,157,61,43
5700,0,4,3,254,10,4
5800,0,25,5,156,22,25
5900,0,32,5,187,16,32
6000,0,85,12,163,30,85
6100,0,24,0,112,17,24
6200,0,6,9,2,3,6
6300,0,0,25,3,11,0
6400,0,0,21,0,12,0
6500,0,1,1,0,2,1
6600,0,2,19,0,7,2
6700,0,1,5,0,6,1
6800,0,2,14,0,10,2
6900,0,6,1,0,9,6
7000,0,3,24,0,3,3
7100,0,0,3,0,0,0
7200,0,0,4,0,1,0
7300,0,0,40,13,11,0
7400,1,7,73,66,16,7
7500,0,10,82,39,20,10
7600,0,1,15,382,2,1
7700,0,3,19,288,5,3
7800,1,1,25,184,11,1
7900,0,2,17,232,6,2
8000,12,2,25,182,7,2
8100,14,1,17,17,3,1
8200,18,0,9,0,1,0
8300,21,0,10,0,2,0
8400,17,0,4,0,0,0
8500,24,0,19,0,1,0
8600,6,0,7,0,0,0
8700,4,0,1,0,0,0
8800,14,0,5,0,4,0
8900,35,0,18,0,8,0
9000,38,0,27,0,12,0
9100,31,0,21,0,4,0
9200,26,0,22,0,3,0
9300,17,0,13,0,4,0
9400,9,0,5,0,4,0
9500,37,0,22,0,8,0
9600,26,0,14,0,4,0
9700,27,0,7,0,5,0
9800,20,0,13,0,1,0
9900,45,0,29,0,8,0
10000,27,0,23,0,4,0
10100,19,0,20,0,4,0
10200,17,0,11,0,4,0
10300,12,0,4,0,5,0
10400,43,0,12,0,6,0
10500,57,0,48,0,9,0
10600,24,0,7,0,2,0
10700,24,0,27,0,1,0
10800,39,1,32,0,9,1
10900,43,1,43,0,11,1
11000,35,0,25,0,3,0
11100,15,0,0,0,2,0
11200,34,0,12,0,5,0
11300,45,0,11,0,2,0
11400,63,0,34,0,8,0
11500,39,0,17,0,3,0
11600,39,0,33,0,14,0
11700,25,0,19,0,1,0
11800,48,0,19,0,7,0
11900,39,0,19,0,5,0
12000,23,0,11,0,3,0
12100,55,0,17,0,5,0
12200,44,0,28,0,9,0
12300,29,1,21,0,3,1
12400,36,0,13,0,5,0
12500,23,0,10,0,2,0
12600,58,0,34,0,8,0
12700,25,0,16,0,13,0
12800,23,0,6,0,5,0
12900,26,0,6,0,1,0
13000,46,0,34,0,7,0
13100,31,0,14,0,5,0
13200,43,0,27,0,7,0
13300,15,0,10,0,2,0
13400,44,0,19,0,8,0
13500,18,0,4,0,4,0
13600,30,0,19,0,5,0
13700,32,0,14,0,5,0
13800,16,0,10,0,2,0
13900,38,0,26,0,10,0
14000,29,0,11,0,2,0
14100,20,0,10,0,4,0
14200,12,0,2,0,1,0
14300,57,0,22,0,8,0
14400,27,0,19,0,9,0
14500,32,0,22,0,2,0
14600,11,0,5,0,4,0
14700,44,0,23,0,4,0
14800,35,0,13,0,5,0
14900,23,0,2,0,1,0
15000,27,0,16,0,5,0
15100,19,0,5,0,2,0
15200,52,0,31,0,5,0
15300,21,0,21,0,4,0
15400,28,0,13,0,2,0
15500,14,0,11,0,3,0
15600,33,0,2,0,4,0
15700,31,0,13,0,2,0
15800,42,0,23,0,4,0
15900,13,0,11,0,1,0
16000,44,0,36,0,4,0
16100,13,0,5,0,4,0
16200,28,0,13,0,3,0
16300,21,0,3,0,2,0
16400,51,0,12,0,3,0
16500,35,0,40,0,3,0
16600,26,0,9,0,4,0
16700,12,0,2,0,1,0
16800,31,0,14,0,5,0
16900,39,0,9,0,7,0
17000,40,0,27,0,10,0
17100,12,0,9,0,1,0
17200,23,0,11,0,7,0
17300,12,0,9,0,3,0
17400,33,0,7,0,9,0
17500,14,0,3,0,1,0
17600,32,0,14,0,4,0
17700,12,0,15,0,4,0
17800,34,0,26,0,6,0
17900,5,0,3,0,1,0
18000,27,0,14,0,5,0
18100,19,0,2,0,2,0
18200,40,0,19,0,3,0
18300,19,1,17,0,1,1
18400,32,0,16,0,5,0
18500,10,0,14,0,4,0
18600,15,0,11,0,0,0
18700,20,0,3,0,1,0
18800,32,0,21,0,5,0
18900,18,0,3,0,0,0
19000,29,0,22,0,3,0
19100,16,0,16,0,2,0
