cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,11,34,133,48,11
5500,0,54,19,113,81,54
5600,0,43,22,157,61,43
5700,0,4,3,254,10,4
5800,0,34,4,135,25,34
5900,0,51,8,186,24,51
6000,0,71,10,196,28,71
6100,0,16,0,23,11,16
6200,0,0,8,0,8,0
6300,0,0,13,0,7,0
6400,0,0,3,0,1,0
6500,0,2,26,0,17,2
6600,0,0,11,0,12,0
6700,0,2,7,0,6,2
6800,0,3,33,4,27,3
6900,0,2,32,0,9,2
7000,0,1,14,0,2,1
7100,0,0,0,0,0,0
7200,0,1,27,0,4,1
7300,0,1,51,0,8,1
7400,0,3,84,125,28,3
7500,0,3,34,245,6,3
7600,3,2,23,294,3,2
7700,1,2,29,147,8,2
7800,17,1,32,162,9,1
7900,33,0,24,61,7,0
8000,30,1,23,54,2,1
8100,20,0,11,0,0,0
8200,11,0,6,0,1,0
8300,9,0,0,0,1,0
8400,12,0,10,0,1,0
8500,9,1,6,0,2,1
8600,9,0,3,0,1,0
8700,31,0,17,0,7,0
8800,39,0,18,0,7,0
8900,29,0,22,0,1,0
9000,17,0,14,0,3,0
9100,26,0,15,0,5,0
9200,35,0,24,0,4,0
9300,35,0,16,0,3,0
9400,34,0,25,0,6,0
9500,18,0,5,0,6,0
9600,34,0,20,0,4,0
9700,38,0,25,0,3,0
9800,29,0,19,0,3,0
9900,59,0,46,0,13,0
10000,37,0,9,0,3,0
10100,40,1,31,0,8,1
10200,21,0,10,0,0,0
10300,41,0,33,0,4,0
10400,23,0,11,0,4,0
10500,40,0,26,0,4,0
10600,65,0,32,0,8,0
10700,32,0,14,0,1,0
10800,50,0,35,0,8,0
10900,9,1,13,0,3,1
11000,48,0,27,0,5,0
11100,66,0,42,0,10,0
11200,14,0,9,0,0,0
11300,68,1,35,0,7,1
11400,17,0,12,0,4,0
11500,28,0,12,0,5,0
11600,74,0,40,0,7,0
11700,24,0,12,0,3,0
11800,43,0,15,0,5,0
11900,24,0,15,0,3,0
12000,41,0,20,0,6,0
12100,37,0,26,0,2,0
12200,35,0,27,0,5,0
12300,24,0,9,0,5,0
12400,26,0,18,0,7,0
12500,30,0,6,0,3,0
12600,29,0,17,0,4,0
12700,45,0,30,0,9,0
12800,40,0,24,0,8,0
12900,25,0,20,0,5,0
13000,22,0,3,0,1,0
13100,49,0,18,0,5,0
13200,26,1,21,0,5,1
13300,52,0,14,0,0,0
13400,30,0,24,0,3,0
13500,37,1,14,0,7,1
13600,23,0,10,0,3,0
13700,31,0,4,0,0,0
13800,52,0,22,0,2,0
13900,38,0,25,0,5,0
14000,28,0,18,0,3,0
14100,20,0,8,0,2,0
14200,51,0,22,0,10,0
14300,24,0,13,0,0,0
14400,35,0,12,0,2,0
14500,28,0,16,0,3,0
14600,23,0,15,0,6,0
14700,18,0,14,0,3,0
14800,28,0,13,0,6,0
14900,25,0,16,0,4,0
15000,19,0,16,0,4,0
15100,13,0,5,0,3,0
15200,24,0,16,0,6,0
15300,32,0,36,0,6,0
15400,14,0,4,0,3,0
15500,22,0,15,0,0,0
15600,24,0,9,0,1,0
15700,38,0,19,0,3,0
15800,27,0,11,0,2,0
15900,23,0,8,0,3,0
16000,17,0,16,0,1,0
16100,30,0,16,0,6,0
16200,23,0,13,0,1,0
16300,16,0,8,0,2,0
16400,33,0,11,0,0,0
16500,33,0,23,0,8,0
16600,13,0,5,0,4,0
16700,16,0,9,0,0,0
16800,35,0,16,0,0,0
16900,27,0,20,0,7,0
17000,26,0,14,0,2,0
17100,17,0,12,0,1,0
17200,17,0,7,0,4,0
17300,26,0,13,0,1,0
17400,35,0,21,0,0,0
17500,13,0,8,0,1,0
17600,18,0,14,0,4,0
17700,25,0,25,0,6,0
17800,24,0,6,0,2,0
17900,23,0,9,0,3,0
18000,16,0,11,0,6,0
18100,40,0,20,0,3,0
18200,30,1,18,0,5,1
18300,22,0,5,0,1,0
18400,15,0,9,0,0,0
18500,29,0,16,0,2,0
18600,21,0,8,0,4,0
18700,25,0,15,0,2,0
18800,11,0,5,0,3,0
18900,23,0,8,0,6,0
19000,26,0,23,0,2,0
19100,19,0,4,0,2,0
