cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,0,0,0,0,0
5400,0,11,34,133,48,11
5500,0,54,19,113,81,54
5600,0,43,22,157,61,43
5700,0,4,3,254,10,4
5800,0,27,5,154,22,27
5900,0,62,6,121,25,62
6000,0,67,11,177,30,67
6100,0,16,0,35,11,16
6200,0,1,15,0,8,1
6300,0,0,11,0,7,0
6400,0,1,25,0,11,1
6500,0,2,14,0,4,2
6600,0,0,13,0,4,0
6700,0,2,7,0,8,2
6800,0,2,4,0,6,2
6900,0,6,6,0,11,6
7000,0,0,36,4,3,0
7100,0,0,2,0,1,0
7200,0,2,46,19,12,2
7300,0,1,40,7,9,1
7400,0,7,44,0,7,7
7500,2,3,74,174,22,3
7600,0,7,34,151,8,7
7700,1,2,23,363,1,2
7800,7,0,25,230,7,0
7900,19,1,16,8,9,1
8000,23,0,8,0,1,0
8100,12,0,5,0,3,0
8200,11,0,7,0,1,0
8300,13,0,4,0,2,0
8400,9,0,3,0,2,0
8500,18,0,6,0,2,0
8600,13,1,10,0,1,1
8700,35,0,23,0,3,0
8800,24,0,10,0,2,0
8900,42,0,22,0,3,0
9000,17,0,14,0,1,0
9100,25,0,23,0,4,0
9200,13,0,8,0,1,0
9300,51,0,21,0,11,0
9400,33,0,15,0,4,0
9500,15,0,7,0,1,0
9600,19,0,6,0,3,0
9700,30,0,22,0,8,0
9800,47,0,32,0,14,0
9900,25,0,15,0,5,0
10000,22,0,14,0,5,0
10100,31,0,15,0,8,0
10200,55,0,32,0,12,0
10300,42,0,3,0,6,0
10400,21,0,12,0,0,0
10500,37,0,19,0,3,0
10600,48,0,42,0,10,0
10700,14,0,10,0,1,0
10800,45,1,22,0,2,1
10900,59,1,41,0,10,1
11000,29,0,6,0,2,0
11100,24,0,28,0,4,0
11200,29,1,10,0,1,1
11300,67,0,38,0,12,0
11400,46,0,44,0,11,0
11500,21,0,15,0,2,0
11600,23,0,3,0,1,0
11700,30,0,9,0,1,0
11800,57,0,41,0,15,0
11900,36,0,5,0,2,0
12000,30,0,30,0,6,0
12100,21,0,19,0,2,0
12200,23,0,15,0,5,0
12300,74,0,31,0,9,0
12400,26,0,15,0,3,0
12500,16,0,3,0,4,0
12600,22,0,12,0,7,0
12700,74,0,34,0,15,0
12800,17,0,17,0,6,0
12900,17,0,8,0,1,0
13000,28,1,32,0,6,1
13100,44,0,14,0,6,0
13200,49,0,15,0,8,0
13300,18,0,6,0,1,0
13400,18,0,5,0,2,0
13500,28,0,22,0,7,0
13600,71,0,44,0,9,0
13700,21,0,6,0,3,0
13800,9,0,5,0,4,0
13900,58,0,33,0,10,0
14000,50,0,17,0,5,0
14100,27,0,16,0,2,0
14200,10,0,9,0,0,0
14300,34,0,12,0,4,0
14400,43,0,33,0,10,0
14500,32,0,12,0,2,0
14600,20,0,21,0,1,0
14700,25,0,11,0,6,0
14800,51,0,15,0,1,0
14900,35,0,28,0,4,0
15000,34,0,9,0,2,0
15100,34,0,14,0,1,0
15200,41,0,22,0,6,0
15300,53,0,26,0,3,0
15400,37,0,20,0,4,0
15500,20,0,11,0,4,0
15600,22,0,11,0,5,0
15700,9,0,8,0,2,0
15800,46,0,11,0,5,0
15900,24,0,16,0,2,0
16000,32,0,23,0,8,0
16100,8,0,2,0,1,0
16200,48,0,36,0,8,0
16300,15,0,6,0,0,0
16400,44,0,19,0,4,0
16500,19,0,15,0,3,0
16600,40,0,13,0,6,0
16700,19,0,9,0,0,0
16800,28,0,12,0,7,0
16900,33,0,14,0,0,0
17000,24,0,19,0,2,0
17100,32,0,17,0,3,0
17200,32,0,26,0,6,0
17300,15,0,5,0,4,0
17400,27,0,4,0,4,0
17500,31,0,27,0,8,0
17600,41,0,15,0,1,0
17700,14,0,17,0,3,0
17800,19,0,17,0,9,0
17900,21,0,2,0,2,0
18000,32,0,16,0,6,0
18100,24,0,10,0,1,0
18200,17,0,13,0,3,0
18300,33,0,15,0,3,0
18400,21,33,34,95,52,33
18500,24,38,16,8,27,38
18600,21,0,6,0,1,0
18700,30,0,16,0,9,0
18800,13,0,8,0,4,0
18900,8,0,3,0,5,0
19000,32,5,32,0,13,5
19100,17,0,14,0,4,0
