kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
pr_base.1.sm_75.ptx 167 : 12488 117208 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 166 : 12488 118162 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 164 : 12488 468766 0 0 0 12408 11386 0 0 
pr_base.1.sm_75.ptx 162 : 12488 118521 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 161 : 12488 114053 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 159 : 12488 2581407 114688 0 0 12401 11386 0 0 
pr_base.1.sm_75.ptx 157 : 12488 118546 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 156 : 12488 117771 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 154 : 12488 468293 0 0 0 12412 11386 0 0 
pr_base.1.sm_75.ptx 152 : 12488 118422 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 151 : 12488 113808 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 149 : 12488 812563 16640 0 0 12274 11386 0 0 
pr_base.1.sm_75.ptx 147 : 12488 116470 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 146 : 12488 118272 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 144 : 12488 485113 416 0 0 12409 11386 0 0 
pr_base.1.sm_75.ptx 140 : 12481 119442 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 139 : 12481 116387 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 194 : 11950848 67985824 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 191 : 11950757 57061972 0 0 0 1493845 373462 0 0 
pr_base.1.sm_75.ptx 137 : 11037247 62245102 0 0 0 0 0 0 11380 
pr_base.1.sm_75.ptx 136 : 11037247 70868692 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 135 : 11037247 103333390 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 134 : 11037247 71117776 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 131 : 12661651 9274342 0 0 0 0 0 0 366377 
pr_base.1.sm_75.ptx 130 : 12661651 81350567 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 66 : 11950848 65292032 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 190 : 11950757 112697933 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 63 : 11950757 54226164 0 0 0 1493845 373462 0 0 
pr_base.1.sm_75.ptx 122 : 12661651 118378903 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 189 : 11950757 112027309 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 62 : 11950757 110538317 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 121 : 12661651 120727645 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 188 : 11950757 76179646 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 61 : 11950757 74879550 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 89 : 11950848 123619040 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 60 : 11950757 526971356 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 119 : 12661651 5700335023 50846016 0 0 2914379 752529 0 0 
pr_base.1.sm_75.ptx 88 : 11950848 162975328 0 0 0 0 0 0 0 
pr_base.1.sm_75.ptx 59 : 11950757 6118246460 47803040 0 0 1493845 373462 0 0 
