4000000,1,0,1,0,1,0
4000100,2,0,0,0,2,0
4000200,0,0,2,0,0,0
4000300,2,0,2,0,0,0
4000400,1,0,0,0,0,0
4000500,2,0,3,0,2,0
4000600,2,0,2,0,0,0
4000700,3,0,0,0,0,0
4000800,3,0,3,0,1,0
4000900,3,0,1,0,0,0
4001000,3,0,0,0,0,0
4001100,4,0,2,0,2,0
4001200,1,0,1,0,0,0
4001300,1,0,0,0,0,0
4001400,2,0,1,0,2,0
4001500,2,0,2,0,1,0
4001600,1,0,0,0,0,0
4001700,4,0,2,0,0,0
4001800,4,0,2,0,1,0
4001900,0,0,0,0,1,0
4002000,3,0,0,0,0,0
4002100,5,0,3,0,1,0
4002200,0,0,1,0,0,0
4002300,3,0,1,0,0,0
4002400,2,0,2,0,1,0
4002500,5,0,0,0,0,0
4002600,1,0,4,0,2,0
4002700,2,0,0,0,0,0
4002800,3,0,0,0,1,0
4002900,1,0,3,0,1,0
4003000,1,0,0,0,1,0
4003100,4,0,1,0,0,0
4003200,3,0,1,0,1,0
4003300,4,0,0,0,1,0
4003400,3,0,2,0,0,0
4003500,1,0,4,0,0,0
4003600,1,0,0,0,0,0
4003700,2,0,1,0,0,0
4003800,5,0,5,0,1,0
4003900,0,0,0,0,0,0
4004000,1,0,0,0,0,0
4004100,3,0,2,0,2,0
4004200,2,0,0,0,0,0
4004300,1,0,1,0,1,0
4004400,3,0,4,0,0,0
4004500,2,0,0,0,0,0
4004600,1,0,1,0,1,0
4004700,4,0,1,0,3,0
4004800,2,0,0,0,0,0
4004900,2,0,1,0,0,0
4005000,2,0,1,0,1,0
4005100,2,0,1,0,2,0
4005200,2,0,0,0,1,0
4005300,5,0,0,0,1,0
4005400,0,0,5,0,1,0
4005500,0,0,0,0,0,0
4005600,4,0,2,0,0,0
4005700,1,0,1,0,1,0
4005800,0,0,2,0,0,0
4005900,4,0,1,0,0,0
4006000,1,0,3,0,0,0
4006100,2,0,1,0,1,0
4006200,3,0,1,0,1,0
4006300,1,0,2,0,0,0
4006400,2,0,2,0,0,0
4006500,2,0,0,0,0,0
4006600,2,0,3,0,1,0
4006700,2,0,1,0,1,0
4006800,3,0,0,0,0,0
4006900,3,0,3,0,1,0
4007000,4,0,1,0,1,0
4007100,3,0,0,0,2,0
4007200,1,0,1,0,1,0
4007300,2,0,0,0,0,0
4007400,2,0,2,0,1,0
4007500,1,0,2,0,1,0
4007600,2,0,0,0,0,0
4007700,1,0,2,0,2,0
4007800,3,0,0,0,2,0
4007900,2,0,0,0,0,0
4008000,0,0,1,0,2,0
4008100,3,0,2,0,2,0
4008200,0,0,0,0,2,0
4008300,1,0,0,0,0,0
4008400,5,0,2,0,0,0
4008500,4,0,1,0,0,0
4008600,5,0,2,0,0,0
4008700,5,0,1,0,2,0
4008800,0,0,1,0,0,0
4008900,2,0,1,0,1,0
4009000,3,0,1,0,0,0
4009100,0,0,2,0,2,0
4009200,2,0,2,0,0,0
4009300,5,0,1,0,0,0
4009400,1,0,2,0,1,0
4009500,2,0,2,0,0,0
4009600,4,0,2,0,0,0
4009700,1,0,0,0,1,0
4009800,4,0,0,0,2,0
4009900,2,0,0,0,1,0
4010000,1,0,1,0,1,0
4010100,4,0,1,0,1,0
4010200,1,0,1,0,2,0
4010300,3,0,1,0,0,0
4010400,2,0,2,0,0,0
4010500,0,0,0,0,2,0
4010600,3,0,2,0,0,0
4010700,2,0,0,0,0,0
4010800,0,0,3,0,0,0
4010900,4,0,1,0,0,0
4011000,6,0,0,0,2,0
4011100,2,0,1,0,1,0
4011200,1,0,2,0,0,0
4011300,3,0,0,0,0,0
4011400,3,0,2,0,2,0
4011500,3,0,1,0,1,0
4011600,3,0,0,0,2,0
4011700,1,0,1,0,1,0
4011800,2,0,2,0,0,0
4011900,2,0,0,0,0,0
4012000,4,0,3,0,1,0
4012100,1,0,2,0,0,0
4012200,2,0,0,0,0,0
4012300,4,0,2,0,2,0
4012400,1,0,1,0,1,0
4012500,0,0,0,0,0,0
4012600,5,0,2,0,1,0
4012700,2,0,3,0,0,0
4012800,0,0,0,0,0,0
4012900,4,0,3,0,0,0
4013000,1,0,1,0,2,0
4013100,0,0,0,0,0,0
4013200,5,0,2,0,2,0
4013300,1,0,0,0,0,0
4013400,0,0,2,0,0,0
4013500,5,0,1,0,0,0
4013600,2,0,1,0,2,0
4013700,0,0,1,0,1,0
4013800,2,0,1,0,1,0
4013900,4,0,2,0,0,0
4014000,4,0,0,0,0,0
4014100,2,0,1,0,1,0
4014200,1,0,4,0,1,0
4014300,2,0,0,0,0,0
4014400,4,0,2,0,0,0
4014500,3,0,2,0,1,0
4014600,2,0,2,0,0,0
4014700,3,0,2,0,0,0
4014800,1,0,0,0,1,0
4014900,2,0,0,0,0,0
4015000,2,0,2,0,1,0
4015100,0,0,3,0,1,0
4015200,2,0,0,0,0,0
4015300,3,0,2,0,1,0
4015400,4,0,1,0,1,0
4015500,2,0,0,0,1,0
4015600,1,0,2,0,1,0
4015700,2,0,2,0,0,0
4015800,0,0,1,0,2,0
4015900,2,0,1,0,0,0
4016000,3,0,2,0,1,0
4016100,3,0,1,0,0,0
4016200,1,0,2,0,0,0
4016300,4,0,2,0,0,0
4016400,4,0,1,0,0,0
4016500,3,0,2,0,1,0
4016600,0,0,2,0,1,0
4016700,3,0,1,0,0,0
4016800,2,0,1,0,1,0
4016900,1,0,1,0,0,0
4017000,2,0,2,0,1,0
4017100,1,0,1,0,2,0
4017200,3,0,0,0,1,0
4017300,2,0,2,0,0,0
4017400,4,0,2,0,1,0
4017500,3,0,1,0,0,0
4017600,1,0,2,0,0,0
4017700,3,0,1,0,0,0
4017800,3,0,3,0,1,0
4017900,0,0,0,0,2,0
4018000,4,0,0,0,0,0
4018100,3,0,5,0,0,0
4018200,0,0,2,0,0,0
4018300,1,0,0,0,1,0
4018400,3,0,0,0,3,0
4018500,0,0,2,0,0,0
4018600,1,0,0,0,0,0
4018700,3,0,2,0,2,0
4018800,1,0,1,0,1,0
4018900,1,0,1,0,0,0
4019000,6,0,2,0,1,0
