cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
5000,0,0,0,0,0,0
5100,0,0,0,0,0,0
5200,0,0,0,0,0,0
5300,0,36,21,63,28,36
5400,0,98,18,80,80,98
5500,0,129,26,101,70,129
5600,0,11,3,361,13,11
5700,0,10,0,3,1,10
5800,0,0,38,204,5,0
5900,0,0,33,198,3,0
6000,0,0,11,289,1,0
6100,0,0,12,388,0,0
6200,0,0,27,301,3,0
6300,0,0,18,215,5,0
6400,0,0,27,191,5,0
6500,0,0,11,362,1,0
6600,0,0,6,293,1,0
6700,0,0,20,187,6,0
6800,0,0,13,251,1,0
6900,0,0,18,181,4,0
7000,0,0,11,198,1,0
7100,0,0,2,298,0,0
7200,0,0,9,218,4,0
7300,0,0,5,395,0,0
7400,0,0,3,310,1,0
7500,0,0,4,254,1,0
7600,0,0,6,165,1,0
7700,0,0,9,330,0,0
7800,0,0,5,231,2,0
7900,0,0,3,158,4,0
8000,0,0,8,312,1,0
8100,0,0,11,193,0,0
8200,0,0,6,331,1,0
8300,0,0,9,352,1,0
8400,0,1,12,265,1,1
8500,0,0,7,220,1,0
8600,0,0,9,172,0,0
8700,0,0,8,268,1,0
8800,0,0,9,342,1,0
8900,0,0,9,196,1,0
9000,0,0,3,235,1,0
9100,0,0,11,258,2,0
9200,0,0,6,143,2,0
9300,0,0,8,250,4,0
9400,0,0,5,295,0,0
9500,0,0,6,294,0,0
9600,0,0,7,200,1,0
9700,0,0,11,126,0,0
9800,0,0,6,329,1,0
9900,0,0,4,115,0,0
10000,0,0,10,207,2,0
10100,0,0,4,219,0,0
10200,0,0,8,174,2,0
10300,0,0,5,378,0,0
10400,0,0,2,330,0,0
10500,0,0,2,132,1,0
10600,0,0,4,255,0,0
10700,0,0,11,154,3,0
10800,0,0,5,355,0,0
10900,0,0,2,398,0,0
11000,0,0,9,310,0,0
11100,0,0,6,160,0,0
11200,0,0,9,252,2,0
11300,0,0,9,247,0,0
11400,0,0,10,199,0,0
11500,0,0,6,329,0,0
11600,0,0,10,197,2,0
11700,0,0,8,392,0,0
11800,0,0,10,291,0,0
11900,0,0,7,234,2,0
12000,0,0,6,173,4,0
12100,0,0,8,276,2,0
12200,0,9,16,245,1,9
12300,0,3,8,180,6,3
12400,1,3,6,232,5,3
12500,0,5,4,161,3,5
12600,0,0,7,151,0,0
12700,1,1,5,201,3,1
12800,0,1,2,273,2,1
12900,0,0,4,167,4,0
13000,0,6,7,273,7,6
13100,0,1,6,241,4,1
13200,0,7,5,176,1,7
13300,0,0,2,322,0,0
13400,0,0,7,283,0,0
13500,0,3,9,145,5,3
13600,0,3,5,374,2,3
13700,0,1,7,320,0,1
13800,3,2,11,180,3,2
13900,1,6,3,308,2,6
14000,1,2,14,304,7,2
14100,5,3,10,177,0,3
14200,1,5,4,221,9,5
14300,1,4,8,268,2,4
14400,0,0,5,323,0,0
14500,5,3,14,169,5,3
14600,7,5,12,205,9,5
14700,0,0,19,332,0,0
14800,2,1,15,167,1,1
14900,0,0,17,333,1,0
15000,1,0,5,355,3,0
15100,1,2,11,259,0,2
15200,0,0,7,192,1,0
15300,2,3,12,111,10,3
15400,2,1,12,82,3,1
15500,1,0,17,193,0,0
15600,17,3,17,219,6,3
15700,11,1,19,246,7,1
15800,12,4,20,73,8,4
15900,10,3,4,0,6,3
16000,0,0,0,0,0,0
16100,5,2,6,0,8,2
16200,10,0,30,0,8,0
16300,14,1,48,0,5,1
16400,0,0,48,0,5,0
16500,10,0,43,0,8,0
16600,8,0,24,0,6,0
16700,23,3,55,0,11,3
16800,15,0,47,0,2,0
16900,34,0,26,0,5,0
17000,25,1,22,0,6,1
17100,5,1,24,0,9,1
17200,17,1,23,0,8,1
17300,23,1,43,0,10,1
17400,19,1,25,0,10,1
17500,37,4,20,0,10,4
17600,44,0,61,33,14,0
17700,36,0,77,10,15,0
17800,14,0,26,0,2,0
17900,16,1,40,0,5,1
18000,2,0,25,0,1,0
18100,20,0,29,0,6,0
18200,31,0,84,72,11,0
18300,14,1,45,1,5,1
18400,38,4,58,36,18,4
18500,31,2,73,80,17,2
18600,44,5,30,19,22,5
18700,4,0,25,243,1,0
18800,0,0,44,256,3,0
18900,11,1,31,178,10,1
19000,17,0,29,89,14,0
19100,0,0,24,321,2,0
