cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
4000000,0.030,0.000,0.000,0.540,0.360,0.000,0.180,0.010,0.010,0.000,0.100,0.000,0.080,0.060,0.000,0.000,0.210,0.000,0.000,0.090,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000
4000100,0.090,0.000,0.000,0.300,0.330,0.060,0.050,0.170,0.030,0.000,0.140,0.150,0.120,0.060,0.000,0.060,0.040,0.080,0.000,0.030,0.040,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.180
4000200,0.060,0.000,0.180,0.000,0.150,0.090,0.150,0.240,0.090,0.000,0.060,0.150,0.060,0.000,0.000,0.000,0.000,0.010,0.000,0.030,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4000300,0.060,0.000,0.000,0.650,0.240,0.000,0.060,0.250,0.030,0.000,0.000,0.060,0.000,0.060,0.000,0.000,0.070,0.000,0.000,0.060,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000
4000400,0.090,0.000,0.000,0.610,0.720,0.090,0.240,0.140,0.060,0.000,0.050,0.090,0.120,0.060,0.000,0.060,0.110,0.040,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4000500,0.000,0.000,0.060,0.180,0.090,0.120,0.120,0.030,0.000,0.000,0.160,0.140,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090
4000600,0.030,0.000,0.000,0.240,0.540,0.030,0.060,0.150,0.040,0.000,0.000,0.130,0.000,0.020,0.000,0.000,0.150,0.000,0.000,0.060,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4000700,0.030,0.000,0.000,0.810,0.420,0.160,0.270,0.120,0.100,0.000,0.020,0.090,0.060,0.160,0.000,0.060,0.120,0.040,0.000,0.060,0.060,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.090
4000800,0.060,0.000,0.020,0.270,0.150,0.130,0.130,0.060,0.040,0.000,0.160,0.150,0.060,0.000,0.000,0.090,0.000,0.020,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090
4000900,0.030,0.000,0.040,0.300,0.300,0.070,0.090,0.210,0.090,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
