cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5,ipc-6,ipc-7,ipc-8,ipc-9,ipc-10,ipc-11,ipc-12,ipc-13,ipc-14,ipc-15,ipc-16,ipc-17,ipc-18,ipc-19,ipc-20,ipc-21,ipc-22,ipc-23,ipc-24,ipc-25,ipc-26,ipc-27,ipc-28,ipc-29
3000000,1.050,0.140,0.090,0.150,0.850,0.370,0.230,0.810,0.030,0.750,1.400,0.190,1.140,0.410,1.080,1.370,0.120,0.340,0.150,0.170,0.330,0.270,0.300,0.220,0.380,1.060,0.270,0.280,1.790,0.070
3000100,2.930,0.340,0.180,1.210,0.370,0.430,0.560,0.740,0.400,0.380,0.820,0.740,1.930,0.050,1.830,0.550,0.180,0.430,0.100,0.560,0.300,0.120,1.550,0.260,0.360,0.290,0.120,0.120,2.230,0.200
3000200,0.490,0.340,0.030,0.170,1.250,0.550,0.380,0.180,0.130,2.150,1.570,1.170,1.920,0.100,1.540,0.880,0.060,1.100,0.110,0.350,0.090,0.660,1.840,0.030,0.420,0.090,0.180,0.790,0.560,0.030
3000300,0.750,0.190,0.150,0.350,0.800,1.820,0.300,0.970,0.050,0.760,0.700,0.160,1.530,0.230,2.230,2.010,0.180,0.240,0.320,0.110,0.350,0.430,0.780,0.100,0.060,0.310,0.240,0.440,2.010,0.100
3000400,3.250,0.400,0.120,0.910,0.130,0.330,0.550,0.230,0.360,0.320,1.850,0.120,1.050,0.090,0.930,0.720,0.210,0.380,0.050,0.350,0.140,0.240,1.400,0.050,0.510,0.050,1.710,0.120,0.240,0.340
3000500,1.030,0.340,0.040,0.290,0.600,0.210,0.500,0.240,0.090,1.940,0.820,0.270,1.620,0.100,1.370,2.780,0.110,1.100,0.380,0.520,0.840,0.500,0.610,0.070,0.300,0.150,0.210,0.520,1.130,0.040
3000600,1.080,0.170,0.140,0.310,0.870,0.530,0.160,0.940,0.090,1.250,1.090,0.690,1.430,0.370,0.870,0.780,0.160,0.230,0.280,0.090,0.470,0.640,0.670,0.080,0.150,0.090,0.230,0.710,1.350,0.090
3000700,3.000,0.120,0.120,1.000,0.250,0.450,0.690,0.610,0.350,0.200,0.930,0.180,2.060,0.100,1.530,1.040,0.270,0.180,0.120,0.310,0.160,0.150,1.030,0.150,0.300,0.300,0.120,0.410,1.780,0.320
3000800,2.270,0.470,0.040,0.520,0.460,0.400,0.520,0.060,0.060,1.490,2.130,0.630,1.420,0.060,1.470,0.810,0.070,0.640,0.380,0.620,0.830,0.580,1.970,0.040,0.450,0.120,0.080,0.390,0.370,0.040
3000900,0.840,0.150,0.180,0.230,0.940,0.350,0.520,0.370,0.030,0.930,0.900,0.490,1.200,0.270,2.020,1.610,0.100,0.290,0.180,0.270,0.190,0.440,0.620,0.120,0.150,0.030,0.230,2.080,1.550,0.030
3001000,2.830,0.200,0.230,1.080,0.440,0.520,0.470,0.380,0.390,0.210,0.600,0.100,2.200,0.060,2.470,1.000,0.310,0.120,0.120,0.150,0.170,0.200,0.220,0.230,0.630,0.370,0.110,0.230,0.710,0.290
3001100,1.700,0.350,0.030,0.400,2.010,0.330,0.380,0.480,0.270,0.870,1.160,0.130,2.240,0.070,2.200,0.690,0.070,0.780,0.320,0.450,0.060,0.500,1.350,0.040,2.130,0.170,0.090,0.330,1.030,0.130
3001200,1.650,0.040,0.120,0.500,0.780,0.280,0.650,0.160,0.080,0.650,0.970,0.660,2.510,0.140,1.290,1.230,0.060,1.140,0.270,0.380,0.730,0.390,0.180,0.080,0.270,0.000,0.220,0.280,2.070,0.060
3001300,2.800,0.160,0.300,0.630,0.620,0.450,0.310,0.470,0.260,0.470,0.920,0.230,1.900,0.270,2.240,0.930,0.400,0.080,0.060,0.010,0.020,0.190,0.750,0.170,0.320,0.070,0.140,0.170,0.240,0.340
3001400,1.960,0.240,0.090,0.880,0.370,1.810,0.400,0.390,0.290,0.630,1.080,0.100,1.460,0.040,0.990,1.480,0.170,0.590,0.200,1.060,0.000,0.320,0.870,0.170,0.670,0.440,0.040,0.440,1.330,0.110
3001500,1.330,0.230,0.060,0.290,1.310,0.270,0.620,0.380,0.030,1.870,1.500,0.640,1.610,0.290,2.360,0.290,0.060,0.350,0.600,1.140,0.990,1.850,0.530,0.150,0.210,0.030,0.230,0.530,0.350,0.030
3001600,1.570,0.210,0.240,0.430,0.720,0.400,0.420,0.450,0.190,0.640,0.420,0.500,1.110,0.120,1.730,1.360,0.150,0.400,0.130,0.140,0.060,2.070,0.700,0.140,0.220,0.310,0.090,0.290,1.320,0.360
